
#92.0029
#Dépôt pétrolier situé en zone industrielle et en bordure de SEINE.
1	Dépôt	dépôt	BO	_
20	droit	droit	IL	_
21	de	de	IL	_
22	Pz6	Pz6	IL	_
23	et	et	O	_
24	Pm6	Pm6	O	_
25	au	au	BL	_
26	Nord	nord	IL	_
27	du	de	IL	_
28	site	site	EL	_
29	.	.	O	_


#Il est également rappelé que les BTEX, COHV, HAP et hydrocarbures sont des composés dont l’utilisation n’est pas connue sur le site.
1	Il	il	O	_
2	est	être	O	_
3	également	également	O	_
4	rappelé	rappeler	O	_
5	que	que	O	_
6	les	le	O	_
7	BTEX	bte	O	_
8	,	,	O	_
9	COHV	cohv	O	_
10	,	,	O	_
11	HAP	hap	O	_
12	et	et	O	_
13	hydrocarbures	hydrocarbure	O	_
14	sont	être	O	_
15	des	un	O	_
16	composés	composé	O	_
17	dont	dont	O	_
18	l’	l’	O	_
19	utilisation	utilisation	O	_
20	n’	n’	O	_
21	est	être	O	_
22	pas	pas	O	_
23	connue	connaître	O	_
24	sur	sur	O	_
25	le	le	O	_
26	site	site	O	_
27	.	.	O	_


#Par courrier préfectoral du 27 janvier 2015, il est demandé à l'exploitant de mettre en place les actions proposées dans son courrier du 26 novembre 2014, notamment :
1	Par	par	O	_
2	courrier	courrier	O	_
3	préfectoral	préfectoral	O	_
4	du	de	O	_
5	27	27	BT	_
6	janvier	janvier	IT	_
7	2015	2015	ET	_
8	,	,	ET	_
9	il	il	O	_
10	est	être	O	_
11	demandé	demander	O	_
12	à	à	O	_
13	l'	le	BO	_
14	exploitant	exploitant	EO	_
15	de	de	O	_
16	mettre	mettre	BN	_
17	en	en	IN	_
18	place	place	EN	_
19	les	le	O	_
20	actions	action	O	_
21	proposées	proposer	O	_
22	dans	dans	O	_
23	son	son	O	_
24	courrier	courrier	O	_
25	du	de	O	_
26	26	26	BT	_
27	novembre	novembre	IT	_
28	2014	2014	ET	_
29	,	,	ET	_
30	notamment	notamment	O	_
31	 	 	O	_
32	:	:	O	_


#- maintenir une surveillance trimestrielle des eaux souterraines afin d’observer l’évolution des concentrations en polluants ;
1	-	-	O	_
2	maintenir	maintenir	O	_
3	une	un	BA	_
4	surveillance	surveillance	IA	_
5	trimestrielle	trimestriel	EA	_
6	des	de	O	_
7	eaux	eau	BO	_
8	souterraines	souterrain	EO	_
9	afin	afin	O	_
10	d’	d’	O	_
11	observer	observer	O	_
12	l’	l’	O	_
13	évolution	évolution	O	_
14	des	de	O	_
15	concentrations	concentration	O	_
16	en	en	O	_
17	polluants	polluant	O	_
18	 	 	O	_
19	;	;	O	_


#- maintenir une surveillance pérenne des piézomètres positionnés en aval hydraulique du Pz8 au droit du site SEPUR afin de déterminer si les polluants présents au Piézomètre Pz8 ne migrent pas en aval du site ISOCHEM ;
1	-	-	O	_
2	maintenir	maintenir	BN	_
3	une	un	BA	_
4	surveillance	surveillance	IA	_
5	pérenne	pérenne	EA	_
6	des	de	O	_
7	piézomètres	piézomètre	EO	_
8	positionnés	positionner	IL	_
9	en	en	IL	_
10	aval	aval	IL	_
11	hydraulique	hydraulique	IL	_
12	du	de	IL	_
13	Pz8	Pz8	IL	_
14	au	au	IL	_
15	droit	droit	IL	_
16	du	de	IL	_
17	site	site	IL	_
18	SEPUR	SEPUR	IL	_
19	afin	afin	O	_
20	de	de	O	_
21	déterminer	déterminer	O	_
22	si	si	O	_
23	les	le	O	_
24	polluants	polluant	O	_
25	présents	présent	O	_
26	au	au	O	_
27	Piézomètre	piézomètre	O	_
28	Pz8	Pz8	O	_
29	ne	ne	O	_
30	migrent	migrer	O	_
31	pas	pas	O	_
32	en	en	BL	_
33	aval	aval	IL	_
34	du	de	IL	_
35	site	site	IL	_
36	ISOCHEM	ISOCHEM	BO	_
37	 	 	O	_
38	;	;	O	_


#- engager des campagnes de mesures complémentaires en décembre 2014, mars et juillet 2015 visant à mieux caractériser la pollution identifiée notamment au piézomètre Pz8.
1	-	-	O	_
2	engager	engager	BN	_
3	des	un	BN	_
4	campagnes	campagne	IN	_
5	de	de	IN	_
6	mesures	mesure	IN	_
7	complémentaires	complémentaire	EN	_
8	en	en	BT	_
9	décembre	décembre	IT	_
10	2014	2014	IT	_
11	,	,	IT	_
12	mars	mars	IT	_
13	et	et	IT	_
14	juillet	juillet	IT	_
15	2015	2015	ET	_
16	visant	viser	O	_
17	à	à	O	_
18	mieux	mieux	O	_
19	caractériser	caractériser	O	_
20	la	le	O	_
21	pollution	pollution	O	_
22	identifiée	identifier	O	_
23	notamment	notamment	O	_
24	au	au	O	_
25	piézomètre	piézomètre	O	_
26	Pz8	Pz8	O	_
27	.	.	O	_


#Le cas échéant, une étude technico-économique visant à identifier et proposer des actions permettant le traitement de la pollution constatée dans la nappe au droit du site afin d'en limiter la migration à l'extérieur du site devra être transmise à l’issue de ces campagnes.
1	Le	le	O	_
2	cas	cas	O	_
3	échéant	échéant	O	_
4	,	,	O	_
5	une	un	O	_
6	étude	étude	O	_
7	technico	technico	EO	_
8	-	-	O	_
9	économique	économique	O	_
10	visant	viser	O	_
11	à	à	O	_
12	identifier	identifier	O	_
13	et	et	O	_
14	proposer	proposer	O	_
15	des	un	O	_
16	actions	action	O	_
17	permettant	permettre	O	_
18	le	le	O	_
19	traitement	traitement	O	_
20	de	de	O	_
21	la	le	O	_
22	pollution	pollution	O	_
23	constatée	constater	O	_
24	dans	dans	O	_
25	la	le	O	_
26	nappe	nappe	O	_
27	au	au	BL	_
28	droit	droit	IL	_
29	du	de	IL	_
30	site	site	EL	_
31	afin	afin	O	_
32	d'	de	O	_
33	en	en	O	_
34	limiter	limiter	O	_
35	la	le	O	_
36	migration	migration	O	_
37	à	à	O	_
38	l'	le	O	_
39	extérieur	extérieur	O	_
40	du	de	O	_
41	site	site	O	_
42	devra	devoir	O	_
43	être	être	O	_
44	transmise	transmettre	O	_
45	à	à	O	_
46	l’	l’	O	_
47	issue	issue	O	_
48	de	de	O	_
49	ces	ce	O	_
50	campagnes	campagne	O	_
51	.	.	O	_


#Il est également rappelé à l'exploitant qu’il doit évaluer le sens d’écoulement de la nappe lors de chaque campagne d’analyses.
1	Il	il	O	_
2	est	être	O	_
3	également	également	O	_
4	rappelé	rappeler	O	_
5	à	à	O	_
6	l'	le	BO	_
7	exploitant	exploitant	EO	_
8	qu’	qu’	O	_
9	il	il	O	_
10	doit	devoir	O	_
11	évaluer	évaluer	O	_
12	le	le	O	_
13	sens	sens	O	_
14	d’	d’	O	_
15	écoulement	écoulement	O	_
16	de	de	O	_
17	la	le	O	_
18	nappe	nappe	O	_
19	lors	lors	O	_
20	de	de	O	_
21	chaque	chaque	O	_
22	campagne	campagne	O	_
23	d’	d’	O	_
24	analyses	analyse	O	_
25	.	.	O	_


#Par courrier du 3 juin 2015, l'exploitant transmet les résultats de la campagne de mesures menées en mars 2015.
1	Par	par	O	_
2	courrier	courrier	O	_
3	du	de	BT	_
4	3	3	IT	_
5	juin	juin	IT	_
6	2015	2015	ET	_
7	,	,	ET	_
8	l'	le	BO	_
9	exploitant	exploitant	EO	_
10	transmet	transmettre	EN	_
11	les	le	BO	_
12	résultats	résultat	EO	_
13	de	de	O	_
14	la	le	BN	_
15	campagne	campagne	IN	_
16	de	de	IN	_
17	mesures	mesure	EN	_
18	menées	mener	O	_
19	en	en	BT	_
20	mars	mars	IT	_
21	2015	2015	ET	_
22	.	.	ET	_


#Après examen des documents transmis, l'inspection propose au Préfet des Hauts-de-Seine dans son rapport du 17 juillet 2015 :
1	Après	après	O	_
2	examen	examen	O	_
3	des	de	O	_
4	documents	document	O	_
5	transmis	transmettre	O	_
6	,	,	O	_
7	l'	le	O	_
8	inspection	inspection	O	_
9	propose	propose	O	_
10	au	au	O	_
11	Préfet	préfet	BO	_
12	des	de	IO	_
13	Hauts-de-Seine	Hauts-de-Seine	EO	_
14	dans	dans	O	_
15	son	son	O	_
16	rapport	rapport	O	_
17	du	de	O	_
18	17	17	BT	_
19	juillet	juillet	IT	_
20	2015	2015	ET	_
21	:	:	O	_


#- En premier lieu, de rappeler une nouvelle fois à l’exploitant que le sens d’écoulement de la nappe doit être évalué lors de chaque campagne d’analyse des eaux souterraines.
1	-	-	O	_
2	En	en	O	_
3	premier	premier	O	_
4	lieu	lieu	O	_
5	,	,	O	_
6	de	de	O	_
7	rappeler	rappeler	O	_
8	une	un	O	_
9	nouvelle	nouveau	O	_
10	fois	fois	O	_
11	à	à	O	_
12	l’	l’	BO	_
13	exploitant	exploitant	EO	_
14	que	que	O	_
15	le	le	O	_
16	sens	sens	O	_
17	d’	d’	O	_
18	écoulement	écoulement	O	_
19	de	de	O	_
20	la	le	O	_
21	nappe	nappe	EO	_
22	doit	devoir	BR	_
23	être	être	BN	_
24	évalué	évaluer	EN	_
25	lors	lors	O	_
26	de	de	O	_
27	chaque	chaque	BN	_
28	campagne	campagne	IN	_
29	d’	d’	IN	_
30	analyse	analyse	EN	_
31	des	de	O	_
32	eaux	eau	O	_
33	souterraines	souterrain	O	_
34	.	.	O	_


#- de demander à l’exploitant de respecter ses engagements pris dans son courrier du 26 novembre 2014 et rappeler dans le courrier préfectoral du 27 janvier 2015.
1	-	-	O	_
2	de	de	O	_
3	demander	demander	O	_
4	à	à	O	_
5	l’	l’	BO	_
6	exploitant	exploitant	EO	_
7	de	de	O	_
8	respecter	respecter	O	_
9	ses	son	BO	_
10	engagements	engagement	EO	_
11	pris	prendre	BR	_
12	dans	dans	ER	_
13	son	son	BN	_
14	courrier	courrier	EN	_
15	du	de	O	_
16	26	26	BT	_
17	novembre	novembre	IT	_
18	2014	2014	ET	_
19	et	et	O	_
20	rappeler	rappeler	O	_
21	dans	dans	O	_
22	le	le	BN	_
23	courrier	courrier	BO	_
24	préfectoral	préfectoral	EO	_
25	du	de	O	_
26	27	27	BT	_
27	janvier	janvier	IT	_
28	2015	2015	ET	_
29	.	.	ET	_


#Il doit notamment :
1	Il	il	O	_
2	doit	devoir	O	_
3	notamment	notamment	O	_
4	 	 	O	_
5	:	:	O	_


#transmettre les résultats de la campagne de décembre 2014 si elle a été réalisée ;
1	transmettre	transmettre	O	_
2	les	le	O	_
3	résultats	résultat	O	_
4	de	de	O	_
5	la	le	BN	_
6	campagne	campagne	IN	_
7	de	de	IN	_
8	décembre	décembre	BT	_
9	2014	2014	ET	_
10	si	si	O	_
11	elle	lui	O	_
12	a	avoir	BN	_
13	été	être	IN	_
14	réalisée	réaliser	EN	_
15	 	 	O	_
16	;	;	O	_


#compléter les piézomètres analysés par le P13 dès la prochaine campagne ;
1	compléter	compléter	O	_
2	les	le	O	_
3	piézomètres	piézomètre	O	_
4	analysés	analyser	O	_
5	par	par	O	_
6	le	le	O	_
7	P13	p13	O	_
8	dès	dès	O	_
9	la	le	O	_
10	prochaine	prochain	O	_
11	campagne	campagne	O	_
12	 	 	O	_
13	;	;	O	_


#mener les campagnes complémentaires annoncées afin de mieux caractériser la pollution identifiée notamment au piézomètre Pz8.
1	mener	mener	BN	_
2	les	le	BN	_
3	campagnes	campagne	IN	_
4	complémentaires	complémentaire	EN	_
5	annoncées	annoncer	O	_
6	afin	afin	O	_
7	de	de	O	_
8	mieux	mieux	O	_
9	caractériser	caractériser	O	_
10	la	le	O	_
11	pollution	pollution	O	_
12	identifiée	identifier	O	_
13	notamment	notamment	O	_
14	au	au	O	_
15	piézomètre	piézomètre	O	_
16	Pz8	Pz8	O	_
17	.	.	O	_


#77.0105
#Les activités industrielles sur le site ont commencé avant 1955.
1	Les	le	BA	_
2	activités	activité	IA	_
3	industrielles	industriel	IA	_
4	sur	sur	BL	_
5	le	le	IL	_
6	site	site	EL	_
7	ont	avoir	BT	_
8	commencé	commencer	IT	_
9	avant	avant	BT	_
10	1955	1955	ET	_
11	.	.	ET	_


#Jusqu’en 1962, les activités du site étaient la scierie et la production de palettes de bois.
1	Jusqu’	jusqu’	BT	_
2	en	en	IT	_
3	1962	1962	ET	_
4	,	,	O	_
5	les	le	BA	_
6	activités	activité	BA	_
7	du	de	IA	_
8	site	site	EA	_
9	étaient	être	O	_
10	la	le	O	_
11	scierie	scierie	BA	_
12	et	et	O	_
13	la	le	BA	_
14	production	production	BA	_
15	de	de	IA	_
16	palettes	palette	IA	_
17	de	de	IA	_
18	bois	bois	EA	_
19	.	.	O	_


#A partir de 1962, des activités de presse, découpage et emboutissage de tôles métalliques ont remplacé les activités initiales.
1	A	à	BT	_
2	partir	partir	IT	_
3	de	de	IT	_
4	1962	1962	ET	_
5	,	,	O	_
6	des	un	O	_
7	activités	activité	BA	_
8	de	de	IA	_
9	presse	presse	EA	_
10	,	,	O	_
11	découpage	découpage	BA	_
12	et	et	IA	_
13	emboutissage	emboutissage	IA	_
14	de	de	IA	_
15	tôles	tôle	EA	_
16	métalliques	métallique	EO	_
17	ont	avoir	BN	_
18	remplacé	remplacer	EN	_
19	les	le	BO	_
20	activités	activité	IO	_
21	initiales	initial	EO	_
22	.	.	O	_


#Ces activités étaient soumises au régime de la déclaration.
1	Ces	ce	BO	_
2	activités	activité	EO	_
3	étaient	être	BR	_
4	soumises	soumettre	IR	_
5	au	au	ER	_
6	régime	régime	O	_
7	de	de	O	_
8	la	le	O	_
9	déclaration	déclaration	O	_
10	.	.	O	_


#En 1968, la société Gilles VANNIER est autorisée pour les activités de travail mécanique des métaux (presse, découpage, emboutissage, …).
1	En	en	BT	_
2	1968	1968	ET	_
3	,	,	O	_
4	la	le	BO	_
5	société	société	IO	_
6	Gilles	Gilles	EO	_
7	VANNIER	VANNIER	EO	_
8	est	être	BN	_
9	autorisée	autoriser	EN	_
10	pour	pour	O	_
11	les	le	BA	_
12	activités	activité	IA	_
13	de	de	IA	_
14	travail	travail	IA	_
15	mécanique	mécanique	IA	_
16	des	de	IA	_
17	métaux	métal	EA	_
18	(	(	O	_
19	presse	presse	O	_
20	,	,	O	_
21	découpage	découpage	O	_
22	,	,	O	_
23	emboutissage	emboutissage	BA	_
24	,	,	O	_
25	…	…	O	_
26	)	)	O	_
27	.	.	O	_


#En 1995, la société, devenue Ets Gilles VANNIER INDUSTRIES, est rachetée par le groupe DEFI – RANDON.
1	En	en	BT	_
2	1995	1995	ET	_
3	,	,	ET	_
4	la	le	BO	_
5	société	société	EO	_
6	,	,	O	_
7	devenue	devenir	BR	_
8	Ets	Ets	IO	_
9	Gilles	Gilles	IO	_
10	VANNIER	VANNIER	IO	_
11	INDUSTRIES	INDUSTRIES	EO	_
12	,	,	O	_
13	est	être	BN	_
14	rachetée	racheter	EN	_
15	par	par	O	_
16	le	le	BO	_
17	groupe	groupe	BO	_
18	DEFI	DEFI	EO	_
19	–	–	O	_
20	RANDON	RANDON	EO	_
21	.	.	O	_


#En 1999, les activités sont transférées à MITRY-MORY dans un établissement autorisé au nom de la société RANDON.
1	En	en	BT	_
2	1999	1999	ET	_
3	,	,	ET	_
4	les	le	BO	_
5	activités	activité	EO	_
6	sont	être	BN	_
7	transférées	transférer	EN	_
8	à	à	O	_
9	MITRY	MITRY	EO	_
10	-	-	EO	_
11	MORY	MORY	EO	_
12	dans	dans	BR	_
13	un	un	BO	_
14	établissement	établissement	EO	_
15	autorisé	autoriser	EN	_
16	au	au	O	_
17	nom	nom	O	_
18	de	de	O	_
19	la	le	BO	_
20	société	société	IO	_
21	RANDON	RANDON	EO	_
22	.	.	O	_


#Le 30 mars 2000, une inspection avait permis de constater une pollution du réseau communal des eaux usées par des hydrocarbures.
1	Le	le	BT	_
2	30	30	IT	_
3	mars	mars	IT	_
4	2000	2000	ET	_
5	,	,	ET	_
6	une	un	BN	_
7	inspection	inspection	EN	_
8	avait	avoir	O	_
9	permis	permettre	O	_
10	de	de	O	_
11	constater	constater	O	_
12	une	un	BN	_
13	pollution	pollution	EN	_
14	du	de	O	_
15	réseau	réseau	BO	_
16	communal	communal	EO	_
17	des	de	O	_
18	eaux	eau	O	_
19	usées	user	O	_
20	par	par	O	_
21	des	un	O	_
22	hydrocarbures	hydrocarbure	BO	_
23	.	.	O	_


#L’origine de la pollution étant une défaillance au niveau du retour de fuel imbrûlé de la chaudière.
1	L’	l’	BO	_
2	origine	origine	EO	_
3	de	de	O	_
4	la	le	BO	_
5	pollution	pollution	EO	_
6	étant	être	O	_
7	une	un	O	_
8	défaillance	défaillance	O	_
9	au	au	O	_
10	niveau	niveau	O	_
11	du	de	O	_
12	retour	retour	O	_
13	de	de	O	_
14	fuel	fuel	O	_
15	imbrûlé	imbrûlé	O	_
16	de	de	O	_
17	la	le	O	_
18	chaudière	chaudière	O	_
19	.	.	O	_


#Il avait également été constaté qu’une partie des réseaux était reliée illégalement à un puisard, lui-même relié au réseau communal.
1	Il	il	BO	_
2	avait	avoir	BO	_
3	également	également	O	_
4	été	être	O	_
5	constaté	constater	O	_
6	qu’	qu’	O	_
7	une	un	BO	_
8	partie	partie	IO	_
9	des	de	IO	_
10	réseaux	réseau	EO	_
11	était	être	BN	_
12	reliée	relier	IN	_
13	illégalement	illégalement	EN	_
14	à	à	ER	_
15	un	un	BO	_
16	puisard	puisard	EO	_
17	,	,	O	_
18	lui-même	lui-même	BL	_
19	relié	relier	IL	_
20	au	au	IL	_
21	réseau	réseau	IL	_
22	communal	communal	EL	_
23	.	.	O	_


#Une inspection le 16 mai 2001 a permis de constater la cessation des activités alors que l’exploitant n’avait pas procédé à la notification auprès de Monsieur le Préfet.
1	Une	un	BN	_
2	inspection	inspection	EN	_
3	le	le	BT	_
4	16	16	IT	_
5	mai	mai	IT	_
6	2001	2001	ET	_
7	a	avoir	O	_
8	permis	permettre	O	_
9	de	de	O	_
10	constater	constater	O	_
11	la	le	BN	_
12	cessation	cessation	IN	_
13	des	de	IN	_
14	activités	activité	EN	_
15	alors	alors	BR	_
16	que	que	ER	_
17	l’	l’	BO	_
18	exploitant	exploitant	EO	_
19	n’	n’	O	_
20	avait	avoir	O	_
21	pas	pas	O	_
22	procédé	procéder	O	_
23	à	à	O	_
24	la	le	O	_
25	notification	notification	O	_
26	auprès	auprès	O	_
27	de	de	O	_
28	Monsieur	Monsieur	O	_
29	le	le	O	_
30	Préfet	préfet	O	_
31	.	.	O	_


#Aussi, il a été demandé à l’exploitant de remettre le site en état et de produire le mémoire prévu à l’article 34-1 du décret n° 77-1133 du 21 septembre 1977 modifié.
1	Aussi	aussi	O	_
2	,	,	O	_
3	il	il	O	_
4	a	avoir	O	_
5	été	être	O	_
6	demandé	demander	O	_
7	à	à	O	_
8	l’	l’	BO	_
9	exploitant	exploitant	EO	_
10	de	de	O	_
11	remettre	remettre	O	_
12	le	le	O	_
13	site	site	O	_
14	en	en	O	_
15	état	état	O	_
16	et	et	O	_
17	de	de	O	_
18	produire	produire	O	_
19	le	le	O	_
20	mémoire	mémoire	O	_
21	prévu	prévoir	O	_
22	à	à	O	_
23	l’	l’	O	_
24	article	article	O	_
25	34	34	O	_
26	-	-	O	_
27	1	1	O	_
28	du	de	O	_
29	décret	décret	O	_
30	n°	numéro	O	_
31	77	77	O	_
32	-	-	O	_
33	1133	1133	O	_
34	du	de	O	_
35	21	21	BT	_
36	septembre	septembre	IT	_
37	1977	1977	ET	_
38	modifié	modifier	O	_
39	.	.	O	_


#Dans ce cadre, l’exploitant a réalisé un diagnostic initial et une évaluation simplifiée des risques.
1	Dans	dans	O	_
2	ce	ce	O	_
3	cadre	cadre	O	_
4	,	,	O	_
5	l’	l’	BO	_
6	exploitant	exploitant	EO	_
7	a	avoir	BN	_
8	réalisé	réaliser	EN	_
9	un	un	BN	_
10	diagnostic	diagnostic	IN	_
11	initial	initial	EN	_
12	et	et	O	_
13	une	un	BN	_
14	évaluation	évaluation	IN	_
15	simplifiée	simplifier	IN	_
16	des	de	IN	_
17	risques	risque	EN	_
18	.	.	O	_


#Les conclusions du document transmis par l'exploitant font état d’une pollution de certaines zones aux hydrocarbures (aire de stockage des fûts d’huiles usagées et aire de stockage des bennes de déchets).
1	Les	le	BO	_
2	conclusions	conclusion	EO	_
3	du	de	O	_
4	document	document	O	_
5	transmis	transmettre	O	_
6	par	par	O	_
7	l'	le	BO	_
8	exploitant	exploitant	EO	_
9	font	faire	O	_
10	état	état	O	_
11	d’	d’	O	_
12	une	un	BN	_
13	pollution	pollution	EN	_
14	de	de	O	_
15	certaines	certain	BO	_
16	zones	zone	EO	_
17	aux	à	ER	_
18	hydrocarbures	hydrocarbure	EO	_
19	(	(	O	_
20	aire	aire	O	_
21	de	de	O	_
22	stockage	stockage	O	_
23	des	de	O	_
24	fûts	fût	O	_
25	d’	d’	O	_
26	huiles	huile	O	_
27	usagées	usager	O	_
28	et	et	O	_
29	aire	aire	O	_
30	de	de	O	_
31	stockage	stockage	O	_
32	des	de	O	_
33	bennes	benne	O	_
34	de	de	O	_
35	déchets	déchet	O	_
36	)	)	O	_
37	.	.	O	_


#Il est également fait état de la présence des puisards qui sont pollués aux hydrocarbures et sont drainés par les nappes.
1	Il	il	O	_
2	est	être	O	_
3	également	également	O	_
4	fait	faire	O	_
5	état	état	O	_
6	de	de	O	_
7	la	le	O	_
8	présence	présence	O	_
9	des	de	O	_
10	puisards	puisard	O	_
11	qui	qui	O	_
12	sont	être	O	_
13	pollués	polluer	O	_
14	aux	à	O	_
15	hydrocarbures	hydrocarbure	O	_
16	et	et	O	_
17	sont	être	BN	_
18	drainés	drainer	EN	_
19	par	par	O	_
20	les	le	O	_
21	nappes	nappe	O	_
22	.	.	O	_


#Le classement du site au titre de l’évaluation simplifiée des risques est la classe 2 pour un usage industriel du site.
1	Le	le	O	_
2	classement	classement	O	_
3	du	de	O	_
4	site	site	O	_
5	au	au	O	_
6	titre	titre	O	_
7	de	de	O	_
8	l’	l’	O	_
9	évaluation	évaluation	BN	_
10	simplifiée	simplifier	IN	_
11	des	de	IN	_
12	risques	risque	EN	_
13	est	être	O	_
14	la	le	O	_
15	classe	classe	O	_
16	2	2	O	_
17	pour	pour	O	_
18	un	un	BA	_
19	usage	usage	IA	_
20	industriel	industriel	IA	_
21	du	de	IA	_
22	site	site	EA	_
23	.	.	O	_


#Devant l’inaction de l’exploitant, l’arrêté préfectoral complémentaire du 12 février 2004 a prescrit aux Etablissements Gilles Vannier Industrie-DEFI RANDON la réalisation des études suivantes :
1	Devant	devant	O	_
2	l’	l’	O	_
3	inaction	inaction	O	_
4	de	de	O	_
5	l’	l’	BO	_
6	exploitant	exploitant	EO	_
7	,	,	O	_
8	l’	l’	BO	_
9	arrêté	arrêté	IO	_
10	préfectoral	préfectoral	IO	_
11	complémentaire	complémentaire	EO	_
12	du	de	O	_
13	12	12	BT	_
14	février	février	IT	_
15	2004	2004	ET	_
16	a	avoir	BN	_
17	prescrit	prescrire	EN	_
18	aux	à	O	_
19	Etablissements	etablissement	IO	_
20	Gilles	Gilles	IO	_
21	Vannier	Vannier	IO	_
22	Industrie	Industrie	EO	_
23	-	-	EO	_
24	DEFI	DEFI	BO	_
25	RANDON	RANDON	EO	_
26	la	le	BN	_
27	réalisation	réalisation	IN	_
28	des	de	IN	_
29	études	étude	IN	_
30	suivantes	suivant	O	_
31	:	:	O	_


#- étude de faisabilité relative à la dépollution et au bouchage des puisards présents sur le site
1	-	-	O	_
2	étude	étude	BO	_
3	de	de	IO	_
4	faisabilité	faisabilité	EO	_
5	relative	relatif	BR	_
6	à	à	ER	_
7	la	le	BN	_
8	dépollution	dépollution	EN	_
9	et	et	O	_
10	au	au	O	_
11	bouchage	bouchage	BO	_
12	des	de	BO	_
13	puisards	puisard	EO	_
14	présents	présent	O	_
15	sur	sur	O	_
16	le	le	BO	_
17	site	site	EO	_


#- plan de surveillance des nappes susceptibles d’être souillées, mise en place de piézomètres et surveillance des eaux souterraines sur l'ensemble des piézomètres
1	-	-	O	_
2	plan	plan	O	_
3	de	de	O	_
4	surveillance	surveillance	EA	_
5	des	de	O	_
6	nappes	nappe	EO	_
7	susceptibles	susceptible	O	_
8	d’	d’	O	_
9	être	être	O	_
10	souillées	souiller	O	_
11	,	,	O	_
12	mise	mise	BN	_
13	en	en	IN	_
14	place	place	EN	_
15	de	de	O	_
16	piézomètres	piézomètre	O	_
17	et	et	O	_
18	surveillance	surveillance	BA	_
19	des	de	IA	_
20	eaux	eau	IA	_
21	souterraines	souterrain	EA	_
22	sur	sur	O	_
23	l'	le	O	_
24	ensemble	ensemble	O	_
25	des	de	O	_
26	piézomètres	piézomètre	O	_


#- diagnostic initial complété et mis à jour en fonction des usages futurs du site.
1	-	-	BN	_
2	diagnostic	diagnostic	IN	_
3	initial	initial	IN	_
4	complété	compléter	EN	_
5	et	et	O	_
6	mis	mettre	O	_
7	à	à	O	_
8	jour	jour	O	_
9	en	en	O	_
10	fonction	fonction	O	_
11	des	de	O	_
12	usages	usage	O	_
13	futurs	futur	O	_
14	du	de	O	_
15	site	site	O	_
16	.	.	O	_


#Cet arrêté préfectoral complémentaire a été attaqué au tribunal administratif par recours du 27 avril 2004.
1	Cet	ce	BO	_
2	arrêté	arrêté	IO	_
3	préfectoral	préfectoral	IO	_
4	complémentaire	complémentaire	EO	_
5	a	avoir	BN	_
6	été	être	IN	_
7	attaqué	attaquer	EN	_
8	au	au	O	_
9	tribunal	tribunal	BO	_
10	administratif	administratif	EO	_
11	par	par	O	_
12	recours	recours	O	_
13	du	de	BT	_
14	27	27	IT	_
15	avril	avril	IT	_
16	2004	2004	ET	_
17	.	.	ET	_


#La requête de la société GILLES VANNIER a été rejetée par un jugement de la Cour d'Appel de Paris du 18 décembre 2008.
1	La	le	BO	_
2	requête	requête	EO	_
3	de	de	O	_
4	la	le	BO	_
5	société	société	IO	_
6	GILLES	GILLES	EO	_
7	VANNIER	VANNIER	EO	_
8	a	avoir	BN	_
9	été	être	IN	_
10	rejetée	rejeter	EN	_
11	par	par	O	_
12	un	un	BN	_
13	jugement	jugement	EN	_
14	de	de	BN	_
15	la	le	BN	_
16	Cour	cour	IN	_
17	d'	de	IN	_
18	Appel	appel	EN	_
19	de	de	O	_
20	Paris	Paris	O	_
21	du	de	O	_
22	18	18	BT	_
23	décembre	décembre	IT	_
24	2008	2008	ET	_
25	.	.	ET	_


#Le site a été vendu à la Mairie de Claye-Souilly en décembre 2001.
1	Le	le	BO	_
2	site	site	EO	_
3	a	avoir	BN	_
4	été	être	IN	_
5	vendu	vendre	EN	_
6	à	à	BL	_
7	la	le	IL	_
8	Mairie	mairie	IL	_
9	de	de	IL	_
10	Claye	Claye	IL	_
11	-	-	IL	_
12	Souilly	Souilly	EL	_
13	en	en	BT	_
14	décembre	décembre	IT	_
15	2001	2001	ET	_
16	.	.	O	_


#Celle-ci a installé sur la partie Nord du site un atelier pour les services techniques de la ville.
1	Celle	celui	O	_
2	-	-	O	_
3	ci	ci	O	_
4	a	avoir	BN	_
5	installé	installer	EN	_
6	sur	sur	BL	_
7	la	le	IL	_
8	partie	partie	IL	_
9	Nord	nord	IL	_
10	du	de	IL	_
11	site	site	EL	_
12	un	un	BO	_
13	atelier	atelier	EO	_
14	pour	pour	O	_
15	les	le	BO	_
16	services	service	IO	_
17	techniques	technique	EO	_
18	de	de	O	_
19	la	le	BO	_
20	ville	ville	EO	_
21	.	.	O	_


#La partie Sud du site a été revendue en 2003 à la SAF (Société d’Aménagement Foncier) dans le cadre d’un projet de création de logements avec sous-sol.
1	La	le	BO	_
2	partie	partie	IO	_
3	Sud	sud	IO	_
4	du	de	IO	_
5	site	site	EO	_
6	a	avoir	BN	_
7	été	être	IN	_
8	revendue	revendre	IN	_
9	en	en	BT	_
10	2003	2003	ET	_
11	à	à	O	_
12	la	le	BO	_
13	SAF	SAF	EO	_
14	(	(	O	_
15	Société	société	O	_
16	d’	d’	O	_
