
#68.0016
#Jusqu’en 1974, l’usine PCUK (produits chimiques Ugine Kuhlmann) installée à Huningue (Haut‑Rhin), a produit un pesticide, le lindane ou γ HCH.
1	Jusqu’	jusqu’	BT	_
18	ont	avoir	O	_
19	mis	mettre	O	_
20	en	en	O	_
21	évidence	évidence	O	_
22	un	un	BN	_
23	impact	impact	EN	_
24	des	de	O	_
25	activités	activité	O	_
26	sur	sur	O	_
27	les	le	O	_
28	milieux	milieu	O	_
29	sols	sol	O	_
30	,	,	O	_
31	air	air	O	_
32	du	de	O	_
33	sol	sol	O	_
34	et	et	O	_
35	eaux	eau	O	_
36	souterraines	souterrain	O	_
37	.	.	O	_


#Concernant le milieu sol, il est recensé des teneurs notables à significatives plus particulièrement en :
1	Concernant	concernant	O	_
2	le	le	O	_
3	milieu	milieu	O	_
4	sol	sol	O	_
5	,	,	O	_
6	il	il	O	_
7	est	être	O	_
8	recensé	recenser	O	_
9	des	un	O	_
10	teneurs	teneur	O	_
11	notables	notable	O	_
12	à	à	O	_
13	significatives	significatif	O	_
14	plus	plus	O	_
15	particulièrement	particulièrement	O	_
16	en	en	O	_
17	:	:	O	_


#- hydrocarbures C5-C10 (1480 mg/kg près des unités de raffinage), C10-C40 (11 700mg/kg près des unités de raffinage) ;
1	-	-	O	_
2	hydrocarbures	hydrocarbure	O	_
3	C5-C10	C5-C10	O	_
4	(	(	O	_
5	1480	1480	O	_
6	mg	milligramme	O	_
7	/	sur	O	_
8	kg	kilogramme	O	_
9	près	près	O	_
10	des	de	O	_
11	unités	unité	O	_
12	de	de	O	_
13	raffinage	raffinage	O	_
14	)	)	O	_
15	,	,	O	_
16	C10-C40	C10-C40	O	_
17	(	(	O	_
18	11	11	O	_
19	700mg	700mg	O	_
20	/	sur	O	_
21	kg	kilogramme	O	_
22	près	près	O	_
23	des	de	O	_
24	unités	unité	O	_
25	de	de	O	_
26	raffinage	raffinage	O	_
27	)	)	O	_
28	;	;	O	_


#- hydrocarbures aromatiques polycycliques (HAP) principalement les naphtalènes ;
1	-	-	O	_
2	hydrocarbures	hydrocarbure	O	_
3	aromatiques	aromatique	O	_
4	polycycliques	polycyclique	O	_
5	(	(	O	_
6	HAP	hap	O	_
7	)	)	O	_
8	principalement	principalement	O	_
9	les	le	O	_
10	naphtalènes	naphtalène	O	_
11	;	;	O	_


#- des teneurs significatives en benzène, toluène, éthylbenzène et xylènes (BTEX), principalement en benzène ;
1	-	-	O	_
2	des	un	O	_
3	teneurs	teneur	O	_
4	significatives	significatif	O	_
5	en	en	O	_
6	benzène	benzène	O	_
7	,	,	O	_
8	toluène	toluène	O	_
9	,	,	O	_
10	éthylbenzène	éthylbenzène	O	_
11	et	et	O	_
12	xylènes	xylène	O	_
13	(	(	O	_
14	BTEX	bte	O	_
15	)	)	O	_
16	,	,	O	_
17	principalement	principalement	O	_
18	en	en	O	_
19	benzène	benzène	O	_
20	;	;	O	_


#- certains éléments traces métaux (ETM) comme de l'arsenic, du cadmium, du nickel, du plomb, du zinc et du mercure.
1	-	-	O	_
2	certains	certain	O	_
3	éléments	élément	O	_
4	traces	trace	O	_
5	métaux	métal	O	_
6	(	(	O	_
7	ETM	etm	O	_
8	)	)	O	_
9	comme	comme	O	_
10	de	de	O	_
11	l'	le	BO	_
12	arsenic	arsenic	EO	_
13	,	,	O	_
14	du	de	O	_
15	cadmium	cadmium	O	_
16	,	,	O	_
17	du	de	O	_
18	nickel	nickel	O	_
19	,	,	O	_
20	du	de	O	_
21	plomb	plomb	O	_
22	,	,	O	_
23	du	de	O	_
24	zinc	zinc	O	_
25	et	et	O	_
26	du	de	O	_
27	mercure	mercure	O	_
28	.	.	O	_


#L'impact est réparti en deux compartiments :
1	L'	le	O	_
2	impact	impact	O	_
3	est	être	O	_
4	réparti	répartir	O	_
5	en	en	O	_
6	deux	deux	O	_
7	compartiments	compartiment	O	_
8	:	:	O	_


#- au sein des remblais superficiels du site (entre 0 et 2 mètres par rapport à la surface du sol) ;
1	-	-	O	_
2	au	au	O	_
3	sein	sein	O	_
4	des	de	O	_
5	remblais	remblai	O	_
6	superficiels	superficiel	O	_
7	du	de	O	_
8	site	site	O	_
9	(	(	O	_
10	entre	entre	O	_
11	0	0	O	_
12	et	et	O	_
13	2	2	O	_
14	mètres	mètre	O	_
15	par	par	O	_
16	rapport	rapport	O	_
17	à	à	O	_
18	la	le	O	_
19	surface	surface	O	_
20	du	de	O	_
21	sol	sol	O	_
22	)	)	O	_
23	;	;	O	_


#- entre 2 et 3 mètres de profondeur, jusqu'au toit de la nappe phréatique.
1	-	-	O	_
2	entre	entre	O	_
3	2	2	O	_
4	et	et	O	_
5	3	3	O	_
6	mètres	mètre	O	_
7	de	de	O	_
8	profondeur	profondeur	O	_
9	,	,	O	_
10	jusqu'	jusque	O	_
11	au	au	O	_
12	toit	toit	O	_
13	de	de	O	_
14	la	le	O	_
15	nappe	nappe	O	_
16	phréatique	phréatique	O	_
17	.	.	O	_


#Des constats organoleptiques (odeurs, couleurs) ont pu être effectués.
1	Des	un	O	_
2	constats	constat	O	_
3	organoleptiques	organoleptique	O	_
4	(	(	O	_
5	odeurs	odeur	O	_
6	,	,	O	_
7	couleurs	couleur	O	_
8	)	)	O	_
9	ont	avoir	O	_
10	pu	pouvoir	O	_
11	être	être	O	_
12	effectués	effectuer	O	_
13	.	.	O	_


#Concernant le suivi de la qualité des eaux souterraines, il révèle des teneurs significatives en :
1	Concernant	concernant	O	_
2	le	le	BA	_
3	suivi	suivi	IA	_
4	de	de	IA	_
5	la	le	BO	_
6	qualité	qualité	IO	_
7	des	de	IO	_
8	eaux	eau	IO	_
9	souterraines	souterrain	EO	_
10	,	,	O	_
11	il	il	O	_
12	révèle	révéler	O	_
13	des	un	O	_
14	teneurs	teneur	O	_
15	significatives	significatif	O	_
16	en	en	O	_
17	:	:	O	_


#- hydrocarbures C5-C10 ;
1	-	-	O	_
2	hydrocarbures	hydrocarbure	O	_
3	C5-C10	C5-C10	O	_
4	;	;	O	_


#- BTEX, essentiellement en benzène ;
1	-	-	O	_
2	BTEX	BTEX	O	_
3	,	,	O	_
4	essentiellement	essentiellement	O	_
5	en	en	O	_
6	benzène	benzène	O	_
7	;	;	O	_


#- éthyl tertio butyl éther (ETBE).
1	-	-	O	_
2	éthyl	éthyl	O	_
3	tertio	tertio	O	_
4	butyl	butyl	O	_
5	éther	éther	O	_
6	(	(	O	_
7	ETBE	etbe	O	_
8	)	)	O	_
9	.	.	O	_


#Au cours de l'exploitation de la raffinerie des fuites d'hydrocarbures, principalement chroniques, ont été recensées entraînant une infiltration dans les sols et les eaux souterraines, avec un étalement sur le toit de la nappe sous forme de flottants.
1	Au	au	BR	_
2	cours	cours	IR	_
3	de	de	ER	_
4	l'	le	BN	_
5	exploitation	exploitation	EN	_
6	de	de	O	_
7	la	le	BO	_
8	raffinerie	raffinerie	EO	_
9	des	de	O	_
10	fuites	fuite	O	_
11	d'	de	O	_
12	hydrocarbures	hydrocarbure	O	_
13	,	,	O	_
14	principalement	principalement	O	_
15	chroniques	chronique	O	_
16	,	,	O	_
17	ont	avoir	BN	_
18	été	être	IN	_
19	recensées	recenser	EN	_
20	entraînant	entraîner	O	_
21	une	un	O	_
22	infiltration	infiltration	O	_
23	dans	dans	O	_
24	les	le	O	_
25	sols	sol	O	_
26	et	et	O	_
27	les	le	BO	_
28	eaux	eau	IO	_
29	souterraines	souterrain	EO	_
30	,	,	O	_
31	avec	avec	O	_
32	un	un	O	_
33	étalement	étalement	O	_
34	sur	sur	O	_
35	le	le	O	_
36	toit	toit	O	_
37	de	de	O	_
38	la	le	O	_
39	nappe	nappe	O	_
40	sous	sous	O	_
41	forme	forme	O	_
42	de	de	O	_
43	flottants	flottant	O	_
44	.	.	O	_


#La pollution n'est pas présente sur l'ensemble du site.
1	La	le	O	_
2	pollution	pollution	O	_
3	n'	n'	O	_
4	est	être	O	_
5	pas	pas	O	_
6	présente	présent	O	_
7	sur	sur	O	_
8	l'	le	O	_
9	ensemble	ensemble	O	_
10	du	de	O	_
11	site	site	O	_
12	.	.	O	_


#Elle est localisée sur 40 000 m² sous forme de lentilles flottantes, pouvant atteindre un mètre d'épaisseur selon les endroits.
1	Elle	lui	O	_
2	est	être	O	_
3	localisée	localiser	BL	_
4	sur	sur	O	_
5	40	40	O	_
6	000	000	O	_
7	m²	m²	O	_
8	sous	sous	O	_
9	forme	forme	O	_
10	de	de	O	_
11	lentilles	lentille	O	_
12	flottantes	flottant	O	_
13	,	,	O	_
14	pouvant	pouvoir	O	_
15	atteindre	atteindre	O	_
16	un	un	O	_
17	mètre	mètre	O	_
18	d'	de	O	_
19	épaisseur	épaisseur	O	_
20	selon	selon	O	_
21	les	le	O	_
22	endroits	endroit	O	_
23	.	.	O	_


#Le panache de pollution est maîtrisé au moyen d'un confinement hydraulique maintenu par pompage dont le débit peut varier entre 550 et 1100 m3/h environ, au droit du puits Est (les puits Sud et Ouest étant mis à l'arrêt).
1	Le	le	O	_
2	panache	panache	O	_
3	de	de	O	_
4	pollution	pollution	O	_
5	est	être	O	_
6	maîtrisé	maîtriser	O	_
7	au	au	O	_
8	moyen	moyen	O	_
9	d'	de	O	_
10	un	un	O	_
11	confinement	confinement	O	_
12	hydraulique	hydraulique	O	_
13	maintenu	maintenir	O	_
14	par	par	O	_
15	pompage	pompage	BA	_
16	dont	dont	O	_
17	le	le	O	_
18	débit	débit	O	_
19	peut	pouvoir	O	_
20	varier	varier	O	_
21	entre	entre	O	_
22	550	550	O	_
23	et	et	O	_
24	1100	1100	O	_
25	m3	m3	O	_
26	/	sur	O	_
27	h	heure	O	_
28	environ	environ	O	_
29	,	,	O	_
30	au	au	BL	_
31	droit	droit	IL	_
32	du	de	IL	_
33	puits	puits	IL	_
34	Est	est	EL	_
35	(	(	O	_
36	les	le	BO	_
37	puits	puits	IO	_
38	Sud	Sud	IO	_
39	et	et	IO	_
40	Ouest	ouest	EO	_
41	étant	être	O	_
42	mis	mettre	O	_
43	à	à	O	_
44	l'	le	O	_
45	arrêt	arrêt	O	_
46	)	)	O	_
47	.	.	O	_


#A terme, l'un des objectifs est de faire cesser le fonctionnement de ce puits servant à confiner ce panache.
1	A	à	O	_
2	terme	terme	O	_
3	,	,	O	_
4	l'	le	O	_
5	un	un	O	_
6	des	de	O	_
7	objectifs	objectif	O	_
8	est	être	O	_
9	de	de	O	_
10	faire	faire	O	_
11	cesser	cesser	O	_
12	le	le	O	_
13	fonctionnement	fonctionnement	O	_
14	de	de	O	_
15	ce	ce	BO	_
16	puits	puits	EO	_
17	servant	servir	BR	_
18	à	à	ER	_
19	confiner	confiner	BN	_
20	ce	ce	O	_
21	panache	panache	O	_
22	.	.	O	_


#Après traitement, les eaux de pompage sont rejetées dans un bassin ou un émissaire qui va directement jusqu'au Rhin.
1	Après	après	O	_
2	traitement	traitement	O	_
3	,	,	O	_
4	les	le	O	_
5	eaux	eau	O	_
6	de	de	O	_
7	pompage	pompage	O	_
8	sont	être	O	_
9	rejetées	rejeter	O	_
10	dans	dans	O	_
11	un	un	O	_
12	bassin	bassin	O	_
13	ou	ou	O	_
14	un	un	BO	_
15	émissaire	émissaire	EO	_
16	qui	qui	O	_
17	va	aller	O	_
18	directement	directement	O	_
19	jusqu'	jusque	BR	_
20	au	au	BL	_
21	Rhin	Rhin	EL	_
22	.	.	O	_


#L'arrêté préfectoral du 17 août 2016 impose à BF2 Rheinpark des travaux de dépollution ainsi que la surveillance de la nappe.
1	L'	le	BO	_
2	arrêté	arrêté	IO	_
3	préfectoral	préfectoral	EO	_
4	du	de	O	_
5	17	17	BT	_
6	août	août	IT	_
7	2016	2016	ET	_
8	impose	impose	EN	_
9	à	à	O	_
10	BF2	BF2	BO	_
11	Rheinpark	Rheinpark	EO	_
12	des	un	BN	_
13	travaux	travail	IN	_
14	de	de	IN	_
15	dépollution	dépollution	EN	_
16	ainsi	ainsi	BR	_
17	que	que	ER	_
18	la	le	BA	_
19	surveillance	surveillance	BA	_
20	de	de	IA	_
21	la	le	IA	_
22	nappe	nappe	EA	_
23	.	.	O	_


#A l’issue des travaux de déconstruction des installations et de stockage, les travaux de dépollution porteront sur
1	A	à	O	_
2	l’	l’	O	_
3	issue	issue	O	_
4	des	de	BN	_
5	travaux	travail	IN	_
6	de	de	IN	_
7	déconstruction	déconstruction	EN	_
8	des	de	IN	_
9	installations	installation	EN	_
10	et	et	O	_
11	de	de	O	_
12	stockage	stockage	BO	_
13	,	,	O	_
14	les	le	BN	_
15	travaux	travail	IN	_
16	de	de	IN	_
17	dépollution	dépollution	EN	_
18	porteront	porter	O	_
19	sur	sur	O	_


#- l’excavation des sols, jusqu’à la nappe, au droit des lentilles de ﬂottants,
1	-	-	O	_
2	l’	l’	BN	_
3	excavation	excavation	BN	_
4	des	de	IN	_
5	sols	sol	EN	_
6	,	,	O	_
7	jusqu’	jusqu’	O	_
8	à	à	O	_
9	la	le	O	_
10	nappe	nappe	O	_
11	,	,	O	_
12	au	au	O	_
13	droit	droit	O	_
14	des	de	O	_
15	lentilles	lentille	O	_
16	de	de	O	_
17	ﬂottants	ﬂottant	EN	_
18	,	,	EN	_


#- l’écrémage des hydrocarbures surnageant ainsi mis à jour,
1	-	-	O	_
2	l’	l’	O	_
3	écrémage	écrémage	BN	_
4	des	de	O	_
5	hydrocarbures	hydrocarbure	BO	_
6	surnageant	surnager	O	_
7	ainsi	ainsi	O	_
8	mis	mettre	O	_
9	à	à	O	_
10	jour	jour	O	_
11	,	,	O	_


#- le traitement des sols pollués excavés,
1	-	-	O	_
2	le	le	BN	_
3	traitement	traitement	IN	_
4	des	de	IN	_
5	sols	sol	IN	_
6	pollués	polluer	EN	_
7	excavés	excaver	O	_
8	,	,	O	_


#- le remblayage des terrains avec les sols traités, éventuellement complétés par des matériaux propres,
1	-	-	O	_
2	le	le	BN	_
3	remblayage	remblayage	BN	_
4	des	de	IN	_
5	terrains	terrain	EN	_
6	avec	avec	O	_
7	les	le	O	_
8	sols	sol	BO	_
9	traités	traiter	EO	_
10	,	,	O	_
11	éventuellement	éventuellement	O	_
12	complétés	compléter	O	_
13	par	par	O	_
14	des	un	O	_
15	matériaux	matériau	O	_
16	propres	propre	O	_
17	,	,	O	_


#- le pompage de conﬁnement du puits Est existant,
1	-	-	O	_
2	le	le	BO	_
3	pompage	pompage	IO	_
4	de	de	IO	_
5	conﬁnement	conﬁnement	IO	_
6	du	de	IO	_
7	puits	puits	IO	_
8	Est	être	EO	_
9	existant	existant	EN	_
10	,	,	EN	_


#- le traitement des eaux de décantation lors des opérations de récupération des flottants et des eaux récupérées sur les zones de stockage momentanée des terres excavées en attente de traitement.
1	-	-	O	_
2	le	le	BN	_
3	traitement	traitement	IO	_
4	des	de	IO	_
5	eaux	eau	IO	_
6	de	de	IO	_
7	décantation	décantation	EO	_
8	lors	lors	BR	_
9	des	de	ER	_
10	opérations	opération	EN	_
11	de	de	O	_
12	récupération	récupération	O	_
13	des	de	O	_
14	flottants	flottant	O	_
15	et	et	O	_
16	des	de	O	_
17	eaux	eau	O	_
18	récupérées	récupérer	O	_
19	sur	sur	O	_
20	les	le	BO	_
21	zones	zone	IO	_
22	de	de	IO	_
23	stockage	stockage	IO	_
24	momentanée	momentané	EO	_
25	des	de	O	_
26	terres	terre	O	_
27	excavées	excaver	O	_
28	en	en	O	_
29	attente	attente	O	_
30	de	de	O	_
31	traitement	traitement	O	_
32	.	.	O	_


#68.0093
#TECHNOCHROME a été autorisé par arrêté préfectoral du 11 juin 1985, modifiée en 1996, à exploiter des installations de traitements de métaux (chromage, zingage, nickelage et cuivrage).
1	TECHNOCHROME	TECHNOCHROME	EO	_
2	a	avoir	BN	_
3	été	être	IN	_
4	autorisé	autoriser	IN	_
5	par	par	EN	_
6	arrêté	arrêté	BO	_
7	préfectoral	préfectoral	EO	_
8	du	de	O	_
9	11	11	BT	_
10	juin	juin	IT	_
11	1985	1985	ET	_
12	,	,	O	_
13	modifiée	modifier	O	_
14	en	en	BT	_
15	1996	1996	ET	_
16	,	,	ET	_
17	à	à	O	_
18	exploiter	exploiter	BN	_
19	des	un	BO	_
20	installations	installation	IO	_
21	de	de	IO	_
22	traitements	traitement	IO	_
23	de	de	IO	_
24	métaux	métal	EO	_
25	(	(	O	_
26	chromage	chromage	BA	_
27	,	,	O	_
28	zingage	zingage	BA	_
29	,	,	O	_
30	nickelage	nickelage	BA	_
31	et	et	O	_
32	cuivrage	cuivrage	EN	_
33	)	)	O	_
34	.	.	O	_


#L’entreprise a été mise en liquidation judiciaire en septembre 2005, alors que la pollution de la nappe par du chrome avait été détectée dès 2001 et après un changement d'exploitant au profit de la société ABT (en février 2005).
1	L’	l’	BO	_
2	entreprise	entreprise	EO	_
3	a	avoir	BN	_
4	été	être	IN	_
5	mise	mettre	IN	_
6	en	en	IN	_
7	liquidation	liquidation	IN	_
8	judiciaire	judiciaire	EN	_
9	en	en	BT	_
10	septembre	septembre	IT	_
11	2005	2005	ET	_
12	,	,	ET	_
13	alors	alors	O	_
14	que	que	O	_
15	la	le	BO	_
16	pollution	pollution	EO	_
17	de	de	O	_
18	la	le	BO	_
19	nappe	nappe	EO	_
20	par	par	O	_
21	du	de	O	_
22	chrome	chrome	BO	_
23	avait	avoir	BN	_
24	été	être	IN	_
25	détectée	détecter	EN	_
26	dès	dès	BT	_
27	2001	2001	ET	_
28	et	et	O	_
29	après	après	BR	_
30	un	un	BN	_
31	changement	changement	BN	_
32	d'	de	BO	_
33	exploitant	exploitant	EO	_
34	au	au	BR	_
35	profit	profit	IR	_
36	de	de	ER	_
37	la	le	BO	_
38	société	société	IO	_
39	ABT	ABT	EO	_
40	(	(	O	_
41	en	en	BT	_
42	février	février	IT	_
43	2005	2005	ET	_
44	)	)	O	_
45	.	.	O	_


#L'installation n'ayant jamais été exploitée par la société ABT (elle-même disparue depuis lors), les obligations de dépollution liées à la présence de chrome incombent au liquidateur judiciaire.
1	L'	le	BO	_
2	installation	installation	EO	_
3	n'	n'	BN	_
4	ayant	avoir	BN	_
5	jamais	jamais	IN	_
6	été	être	IN	_
7	exploitée	exploiter	EN	_
8	par	par	O	_
9	la	le	BO	_
10	société	société	IO	_
11	ABT	ABT	EO	_
12	(	(	O	_
13	elle-même	lui-même	O	_
14	disparue	disparaître	O	_
15	depuis	depuis	BT	_
16	lors	lors	BT	_
17	)	)	BN	_
18	,	,	BN	_
19	les	le	BN	_
20	obligations	obligation	IN	_
21	de	de	IN	_
22	dépollution	dépollution	EN	_
23	liées	lier	BR	_
24	à	à	ER	_
25	la	le	BO	_
26	présence	présence	EO	_
27	de	de	O	_
28	chrome	chrome	BO	_
29	incombent	incomber	BN	_
30	au	au	O	_
31	liquidateur	liquidateur	O	_
32	judiciaire	judiciaire	O	_
33	.	.	O	_


#Par suite de la découverte d’une pollution de la nappe par du chrome en 2001, des mesures techniques destinées à limiter l’extension de la pollution et à stopper son alimentation avaient été prescrites en juillet 2001.
1	Par	par	BR	_
2	suite	suite	IR	_
3	de	de	ER	_
4	la	le	BN	_
5	découverte	découverte	IN	_
6	d’	d’	IN	_
7	une	un	IN	_
8	pollution	pollution	EN	_
9	de	de	O	_
10	la	le	BO	_
11	nappe	nappe	EO	_
12	par	par	BR	_
13	du	de	BO	_
14	chrome	chrome	EO	_
15	en	en	BT	_
16	2001	2001	ET	_
17	,	,	ET	_
18	des	un	BO	_
19	mesures	mesure	IO	_
20	techniques	technique	EO	_
21	destinées	destiner	BR	_
22	à	à	ER	_
23	limiter	limiter	BN	_
24	l’	l’	BN	_
25	extension	extension	IN	_
26	de	de	IN	_
27	la	le	IN	_
28	pollution	pollution	EN	_
29	et	et	O	_
30	à	à	O	_
31	stopper	stopper	BN	_
32	son	son	IN	_
33	alimentation	alimentation	IN	_
34	avaient	avoir	IN	_
35	été	être	IN	_
36	prescrites	prescrire	EN	_
37	en	en	BT	_
38	juillet	juillet	IT	_
39	2001	2001	ET	_
40	.	.	O	_


#Des dispositions visant à évaluer l’impact de la pollution et à définir des moyens et objectifs de traitement avaient également été prises.
1	Des	un	BO	_
2	dispositions	disposition	IO	_
3	visant	viser	BR	_
4	à	à	ER	_
5	évaluer	évaluer	BN	_
6	l’	l’	BN	_
7	impact	impact	EN	_
8	de	de	O	_
9	la	le	BO	_
10	pollution	pollution	EO	_
11	et	et	O	_
12	à	à	O	_
13	définir	définir	O	_
14	des	un	O	_
15	moyens	moyen	O	_
16	et	et	O	_
17	objectifs	objectif	O	_
18	de	de	O	_
19	traitement	traitement	O	_
20	avaient	avoir	BN	_
21	également	également	IN	_
22	été	être	IN	_
23	prises	prendre	EN	_
24	.	.	O	_


#En dépit de multiples rappels, la persistance d’infractions graves a finalement conduit à une pollution significative, longtemps alimentée en raison d’installations en mauvais état.
1	En	en	O	_
2	dépit	dépit	O	_
3	de	de	O	_
4	multiples	multiple	O	_
5	rappels	rappel	O	_
6	,	,	O	_
7	la	le	O	_
8	persistance	persistance	O	_
9	d’	d’	O	_
10	infractions	infraction	O	_
11	graves	grave	O	_
12	a	avoir	O	_
13	finalement	finalement	O	_
14	conduit	conduire	O	_
15	à	à	O	_
16	une	un	BO	_
17	pollution	pollution	IO	_
18	significative	significatif	EO	_
19	,	,	O	_
20	longtemps	longtemps	O	_
21	alimentée	alimenter	O	_
22	en	en	O	_
23	raison	raison	O	_
24	d’	d’	O	_
25	installations	installation	O	_
26	en	en	O	_
27	mauvais	mauvais	O	_
28	état	état	O	_
29	.	.	O	_


#L’inaction de l’exploitant justifiait de suspendre l’activité ce qui a été finalement décidé par l’arrêté préfectoral du 25 octobre 2004.
1	L’	l’	O	_
2	inaction	inaction	O	_
3	de	de	O	_
4	l’	l’	BO	_
5	exploitant	exploitant	EO	_
6	justifiait	justifier	EN	_
7	de	de	O	_
8	suspendre	suspendre	O	_
9	l’	l’	BO	_
10	activité	activité	EO	_
11	ce	ce	BN	_
12	qui	qui	BN	_
13	a	avoir	BN	_
14	été	être	IN	_
15	finalement	finalement	IN	_
16	décidé	décider	EN	_
17	par	par	O	_
18	l’	l’	BO	_
19	arrêté	arrêté	IO	_
20	préfectoral	préfectoral	EO	_
21	du	de	O	_
22	25	25	BT	_
23	octobre	octobre	IT	_
24	2004	2004	ET	_
25	.	.	ET	_


#Un arrêté préfectoral en date du 17 septembre 2004 a demandé la réalisation d'une étude concernant la pollution du site.
1	Un	un	BO	_
2	arrêté	arrêté	IO	_
3	préfectoral	préfectoral	EO	_
4	en	en	BT	_
5	date	date	IT	_
6	du	de	IT	_
7	17	17	IT	_
8	septembre	septembre	IT	_
9	2004	2004	ET	_
10	a	avoir	BN	_
11	demandé	demander	IN	_
12	la	le	IN	_
13	réalisation	réalisation	IN	_
14	d'	de	IN	_
15	une	un	IN	_
16	étude	étude	IN	_
17	concernant	concerner	EN	_
18	la	le	BO	_
19	pollution	pollution	IO	_
20	du	de	IO	_
21	site	site	EO	_
22	.	.	O	_


#En l'absence de suite à cette demande, un nouvel arrêté en date du 22 mai 2006 a fixé les mêmes objectifs.
1	En	en	O	_
2	l'	le	O	_
3	absence	absence	O	_
4	de	de	O	_
5	suite	suite	O	_
6	à	à	O	_
7	cette	ce	O	_
8	demande	demande	O	_
9	,	,	O	_
10	un	un	BO	_
11	nouvel	nouveau	IN	_
12	arrêté	arrêté	EN	_
13	en	en	BT	_
14	date	date	IT	_
15	du	de	IT	_
16	22	22	IT	_
17	mai	mai	IT	_
18	2006	2006	ET	_
19	a	avoir	BN	_
20	fixé	fixer	EN	_
21	les	le	BO	_
22	mêmes	même	IO	_
23	objectifs	objectif	EO	_
24	.	.	O	_


#Comme le demande le code de l'environnement, l’arrêté a été suivi d'une mise en demeure le 26 avril 2007.
1	Comme	comme	O	_
2	le	le	O	_
3	demande	demande	O	_
4	le	le	O	_
5	code	code	O	_
6	de	de	O	_
7	l'	le	O	_
8	environnement	environnement	O	_
9	,	,	O	_
10	l’	l’	BO	_
11	arrêté	arrêté	EO	_
12	a	avoir	BN	_
13	été	être	IN	_
14	suivi	suivre	IN	_
15	d'	de	IN	_
16	une	un	IN	_
17	mise	mise	IN	_
18	en	en	IN	_
19	demeure	demeure	EN	_
20	le	le	BT	_
21	26	26	IT	_
22	avril	avril	IT	_
23	2007	2007	ET	_
24	.	.	ET	_


#Un arrêté de consignation a finalement été pris le 28 mars 2008 à l'encontre de la société TECHNOCHROME.
1	Un	un	BO	_
2	arrêté	arrêté	IO	_
3	de	de	IO	_
4	consignation	consignation	IO	_
5	a	avoir	BN	_
6	finalement	finalement	IN	_
7	été	être	IN	_
8	pris	prendre	EN	_
9	le	le	BT	_
10	28	28	IT	_
11	mars	mars	IT	_
12	2008	2008	ET	_
13	à	à	O	_
14	l'	le	O	_
15	encontre	encontre	O	_
16	de	de	O	_
17	la	le	BO	_
18	société	société	IO	_
19	TECHNOCHROME	TECHNOCHROME	EO	_
20	.	.	O	_


#En août 2008, le préfet du Haut Rhin a saisi le ministère chargé de l'environnement afin de déclarer le site comme étant à responsable défaillant et de charger l'ADEME de la maîtrise d'ouvrage concernant la gestion de la pollution du site.
1	En	en	BT	_
2	août	août	IT	_
3	2008	2008	ET	_
4	,	,	ET	_
5	le	le	BO	_
6	préfet	préfet	IO	_
7	du	de	IO	_
8	Haut	haut	IO	_
9	Rhin	Rhin	IO	_
10	a	avoir	BN	_
11	saisi	saisir	EN	_
12	le	le	BO	_
13	ministère	ministère	IO	_
14	chargé	charger	IO	_
15	de	de	IO	_
16	l'	le	BO	_
17	environnement	environnement	EO	_
18	afin	afin	O	_
19	de	de	BN	_
20	déclarer	déclarer	EN	_
21	le	le	BO	_
22	site	site	EO	_
23	comme	comme	O	_
24	étant	être	O	_
25	à	à	O	_
26	responsable	responsable	O	_
27	défaillant	défaillant	O	_
28	et	et	O	_
29	de	de	O	_
30	charger	charger	BN	_
31	l'	le	BO	_
32	ADEME	ADEME	EO	_
33	de	de	O	_
34	la	le	O	_
35	maîtrise	maîtrise	BO	_
36	d'	de	BO	_
37	ouvrage	ouvrage	EO	_
38	concernant	concerner	O	_
39	la	le	BO	_
40	gestion	gestion	BO	_
41	de	de	IO	_
42	la	le	IO	_
43	pollution	pollution	IO	_
44	du	de	IO	_
45	site	site	EO	_
46	.	.	O	_


#Le ministère chargé de l'environnement a donné son accord pour une intervention de l'ADEME en juin 2009.
1	Le	le	BO	_
2	ministère	ministère	IO	_
3	chargé	charger	IO	_
4	de	de	IO	_
5	l'	le	IO	_
6	environnement	environnement	EO	_
7	a	avoir	BN	_
8	donné	donner	EN	_
9	son	son	BO	_
10	accord	accord	EO	_
11	pour	pour	O	_
12	une	un	BO	_
13	intervention	intervention	EO	_
14	de	de	O	_
15	l'	le	BO	_
16	ADEME	ADEME	EO	_
17	en	en	BT	_
18	juin	juin	IT	_
19	2009	2009	ET	_
20	.	.	ET	_


#L’ensemble des études a mis en évidence les contaminations suivantes.
1	L’	l’	O	_
2	ensemble	ensemble	O	_
3	des	de	O	_
4	études	étude	O	_
5	a	avoir	O	_
6	mis	mettre	O	_
7	en	en	O	_
8	évidence	évidence	O	_
9	les	le	O	_
10	contaminations	contamination	EO	_
11	suivantes	suivant	O	_
12	.	.	O	_


#sur les sols :
1	sur	sur	O	_
2	les	le	O	_
3	sols	sol	O	_
4	 	 	O	_
5	:	:	O	_


#- une source de pollution importante en chrome, dans le bâtiment principal au niveau de l’ancienne chaîne principale de traitement.
1	-	-	O	_
2	une	un	BO	_
3	source	source	IO	_
4	de	de	IO	_
5	pollution	pollution	EO	_
6	importante	important	O	_
7	en	en	O	_
8	chrome	chrome	O	_
