
#974.0013
#Ensemble enterré de 2 pipe-lines (fuel domestique et fuel lourd) reliant les postes de déchargement des pétroliers au dépôt d'hydrocarbures de la société SRE.
1	Ensemble	ensemble	BO	_
10	redressement	redressement	IN	_
11	judiciaire	judiciaire	EN	_
12	en	en	BT	_
13	1993	1993	ET	_
14	et	et	O	_
15	mise	mettre	BN	_
16	en	en	IN	_
17	liquidation	liquidation	EN	_
18	en	en	BT	_
19	1994	1994	ET	_
20	.	.	ET	_


#A sa cessation, l'exploitant a laissé à l'abandon sur le site de nombreux déchets.
1	A	à	BT	_
2	sa	son	IT	_
3	cessation	cessation	EN	_
4	,	,	O	_
5	l'	le	BO	_
6	exploitant	exploitant	EO	_
7	a	avoir	BN	_
8	laissé	laisser	O	_
9	à	à	O	_
10	l'	le	O	_
11	abandon	abandon	O	_
12	sur	sur	O	_
13	le	le	O	_
14	site	site	O	_
15	de	de	O	_
16	nombreux	nombreux	O	_
17	déchets	déchet	O	_
18	.	.	O	_


#Le site a été reconnu orphelin par lettres du ministère en charge de l'environnement de juillet 1996 et avril 1997.
1	Le	le	BO	_
2	site	site	EO	_
3	a	avoir	BN	_
4	été	être	IN	_
5	reconnu	reconnaître	IN	_
6	orphelin	orphelin	O	_
7	par	par	O	_
8	lettres	lettre	O	_
9	du	de	O	_
10	ministère	ministère	BO	_
11	en	en	IO	_
12	charge	charge	IO	_
13	de	de	IO	_
14	l'	le	IO	_
15	environnement	environnement	EO	_
16	de	de	BT	_
17	juillet	juillet	IT	_
18	1996	1996	IT	_
19	et	et	IT	_
20	avril	avril	IT	_
21	1997	1997	ET	_
22	.	.	ET	_


#Conformément à l'arrêté préfectoral du 2 février 1999, l'ADEME a fait procéder courant 2000 et 2001 à l'enlèvement des produits toxiques de laboratoire et à la réalisation des diagnostics amiante et solidité.
1	Conformément	conformément	O	_
2	à	à	O	_
3	l'	le	BO	_
4	arrêté	arrêté	IO	_
5	préfectoral	préfectoral	EO	_
6	du	de	O	_
7	2	2	BT	_
8	février	février	IT	_
9	1999	1999	ET	_
10	,	,	ET	_
11	l'	le	BO	_
12	ADEME	ADEME	EO	_
13	a	avoir	BN	_
14	fait	faire	EN	_
15	procéder	procéder	EN	_
16	courant	courant	BT	_
17	2000	2000	IT	_
18	et	et	IT	_
19	2001	2001	ET	_
20	à	à	BN	_
21	l'	le	BN	_
22	enlèvement	enlèvement	BN	_
23	des	de	IN	_
24	produits	produit	IN	_
25	toxiques	toxique	EN	_
26	de	de	O	_
27	laboratoire	laboratoire	O	_
28	et	et	O	_
29	à	à	BN	_
30	la	le	BN	_
31	réalisation	réalisation	IN	_
32	des	de	IN	_
33	diagnostics	diagnostic	IN	_
34	amiante	amiante	EN	_
35	et	et	O	_
36	solidité	solidité	O	_
37	.	.	O	_


#Au total, l'ADEME a procédé à l'enlèvement et à l'élimination de 299 tonnes de déchets dangereux.
1	Au	au	O	_
2	total	total	O	_
3	,	,	O	_
4	l'	le	BO	_
5	ADEME	ADEME	EO	_
6	a	avoir	BN	_
7	procédé	procéder	IN	_
8	à	à	IN	_
9	l'	le	BN	_
10	enlèvement	enlèvement	EN	_
11	et	et	O	_
12	à	à	O	_
13	l'	le	BN	_
14	élimination	élimination	EN	_
15	de	de	O	_
16	299	299	BO	_
17	tonnes	tonne	IO	_
18	de	de	IO	_
19	déchets	déchet	IO	_
20	dangereux	dangereux	EO	_
21	.	.	O	_


#Au cours de l'exécution des travaux, il a été constaté que les dallage à l'intérieur des bâtiments et que les sols à l'extérieur étaient probablement pollués à plusieurs endroits.
1	Au	au	O	_
2	cours	cours	O	_
3	de	de	O	_
4	l'	le	BN	_
5	exécution	exécution	IN	_
6	des	de	IN	_
7	travaux	travail	EN	_
8	,	,	O	_
9	il	il	O	_
10	a	avoir	O	_
11	été	être	O	_
12	constaté	constater	O	_
13	que	que	O	_
14	les	le	BO	_
15	dallage	dallage	EO	_
16	à	à	O	_
17	l'	le	O	_
18	intérieur	intérieur	O	_
19	des	de	O	_
20	bâtiments	bâtiment	O	_
21	et	et	O	_
22	que	que	O	_
23	les	le	BO	_
24	sols	sol	EO	_
25	à	à	O	_
26	l'	le	O	_
27	extérieur	extérieur	O	_
28	étaient	être	O	_
29	probablement	probablement	O	_
30	pollués	polluer	O	_
31	à	à	O	_
32	plusieurs	plusieurs	O	_
33	endroits	endroit	O	_
34	.	.	O	_


#Conformément à l'arrêté préfectoral du 19 octobre 2005, l'ADEME a fait procéder à une étude qui a permis de caractériser le contexte géologique et hydrogéologique du site et de mettre en place un réseau de piézomètres pour le suivi de la qualité des eaux souterraines.
1	Conformément	conformément	BR	_
2	à	à	ER	_
3	l'	le	BO	_
4	arrêté	arrêté	IO	_
5	préfectoral	préfectoral	EO	_
6	du	de	O	_
7	19	19	BT	_
8	octobre	octobre	IT	_
9	2005	2005	ET	_
10	,	,	ET	_
11	l'	le	BO	_
12	ADEME	ADEME	EO	_
13	a	avoir	BN	_
14	fait	faire	IN	_
15	procéder	procéder	EN	_
16	à	à	ER	_
17	une	un	BN	_
18	étude	étude	EN	_
19	qui	qui	O	_
20	a	avoir	O	_
21	permis	permettre	O	_
22	de	de	O	_
23	caractériser	caractériser	O	_
24	le	le	O	_
25	contexte	contexte	BO	_
26	géologique	géologique	IO	_
27	et	et	IO	_
28	hydrogéologique	hydrogéologique	EN	_
29	du	de	O	_
30	site	site	O	_
31	et	et	O	_
32	de	de	O	_
33	mettre	mettre	O	_
34	en	en	O	_
35	place	place	O	_
36	un	un	O	_
37	réseau	réseau	BO	_
38	de	de	IO	_
39	piézomètres	piézomètre	EO	_
40	pour	pour	O	_
41	le	le	O	_
42	suivi	suivi	IA	_
43	de	de	IA	_
44	la	le	IA	_
45	qualité	qualité	IA	_
46	des	de	IA	_
47	eaux	eau	IA	_
48	souterraines	souterrain	EA	_
49	.	.	O	_


#De fortes contaminations en hydrocarbures lourds et volatils et en solvants chlorés ont été constatées.
1	De	de	BO	_
2	fortes	fort	IO	_
3	contaminations	contamination	EO	_
4	en	en	O	_
5	hydrocarbures	hydrocarbure	O	_
6	lourds	lourd	O	_
7	et	et	O	_
8	volatils	volatil	O	_
9	et	et	O	_
10	en	en	O	_
11	solvants	solvant	O	_
12	chlorés	chlorer	O	_
13	ont	avoir	BN	_
14	été	être	IN	_
15	constatées	constater	EN	_
16	.	.	O	_


#Conformément à l'arrêté préfectoral du 20 décembre 2010, l'ADEME a fait réaliser de nouvelles investigations, notamment au niveau des zones d'habitats et des locaux de travail situés à proximité du site, au niveau du ruisseau le Jouha situé en contre-bas du site, au niveau de l'emprise du site afin de localiser les sources de pollution et l'extension du panache de pollution.
1	Conformément	conformément	BR	_
2	à	à	ER	_
3	l'	le	BO	_
4	arrêté	arrêté	IO	_
5	préfectoral	préfectoral	EO	_
6	du	de	O	_
7	20	20	BT	_
8	décembre	décembre	IT	_
9	2010	2010	ET	_
10	,	,	ET	_
11	l'	le	BO	_
12	ADEME	ADEME	EO	_
13	a	avoir	BN	_
14	fait	faire	EN	_
15	réaliser	réaliser	EN	_
16	de	de	BN	_
17	nouvelles	nouveau	IN	_
18	investigations	investigation	EN	_
19	,	,	O	_
20	notamment	notamment	O	_
21	au	au	BL	_
22	niveau	niveau	EL	_
23	des	de	O	_
24	zones	zone	O	_
25	d'	de	O	_
26	habitats	habitat	O	_
27	et	et	O	_
28	des	de	O	_
29	locaux	local	O	_
30	de	de	O	_
31	travail	travail	BA	_
32	situés	situer	BL	_
33	à	à	IL	_
34	proximité	proximité	IL	_
35	du	de	IL	_
36	site	site	EL	_
37	,	,	O	_
38	au	au	BL	_
39	niveau	niveau	IL	_
40	du	de	IL	_
41	ruisseau	ruisseau	IL	_
42	le	le	IL	_
43	Jouha	Jouha	EL	_
44	situé	situer	BL	_
45	en	en	IL	_
46	contre-bas	contre-bas	IL	_
47	du	de	IL	_
48	site	site	EL	_
49	,	,	O	_
50	au	au	BR	_
51	niveau	niveau	IR	_
52	de	de	ER	_
53	l'	le	O	_
54	emprise	emprise	O	_
55	du	de	O	_
56	site	site	O	_
57	afin	afin	O	_
58	de	de	BN	_
59	localiser	localiser	EN	_
60	les	le	IO	_
61	sources	source	IO	_
62	de	de	IO	_
63	pollution	pollution	EO	_
64	et	et	O	_
65	l'	le	O	_
66	extension	extension	O	_
67	du	de	O	_
68	panache	panache	O	_
69	de	de	O	_
70	pollution	pollution	O	_
71	.	.	O	_


#Le suivi de la pollution des eaux est poursuivi.
1	Le	le	BA	_
2	suivi	suivi	IA	_
3	de	de	IA	_
4	la	le	BO	_
5	pollution	pollution	IO	_
6	des	de	IO	_
7	eaux	eau	EO	_
8	est	être	O	_
9	poursuivi	poursuivre	O	_
10	.	.	O	_


#A l'issue des différentes investigations réalisées sur et hors site, 6 sources de pollution ont été caractérisées :
1	A	à	O	_
2	l'	le	O	_
3	issue	issue	O	_
4	des	de	O	_
5	différentes	différent	O	_
6	investigations	investigation	IL	_
7	réalisées	réaliser	IL	_
8	sur	sur	IL	_
9	et	et	IL	_
10	hors	hors	IL	_
11	site	site	EL	_
12	,	,	O	_
13	6	6	BO	_
14	sources	source	IO	_
15	de	de	IO	_
16	pollution	pollution	EO	_
17	ont	avoir	BN	_
18	été	être	IN	_
19	caractérisées	caractériser	EN	_
20	:	:	O	_


#- source 1 : pollution des sols en surface par des huiles lourdes en contre-bas du jardin d'un riverain ;
1	-	-	O	_
2	source	source	O	_
3	1	1	O	_
4	:	:	O	_
5	pollution	pollution	O	_
6	des	de	O	_
7	sols	sol	O	_
8	en	en	O	_
9	surface	surface	O	_
10	par	par	O	_
11	des	un	BO	_
12	huiles	huile	EO	_
13	lourdes	lourd	EO	_
14	en	en	BL	_
15	contre-bas	contre-bas	IL	_
16	du	de	IL	_
17	jardin	jardin	IL	_
18	d'	de	IL	_
19	un	un	IL	_
20	riverain	riverain	EL	_
21	;	;	O	_


#- source 2 : présence de fûts enterrés dans la partie nord du site (parc à fûts) ;
1	-	-	O	_
2	source	source	O	_
3	2	2	O	_
4	:	:	O	_
5	présence	présence	O	_
6	de	de	O	_
7	fûts	fût	O	_
8	enterrés	enterrer	O	_
9	dans	dans	BL	_
10	la	le	IL	_
11	partie	partie	IL	_
12	nord	nord	IL	_
13	du	de	IL	_
14	site	site	EL	_
15	(	(	O	_
16	parc	parc	O	_
17	à	à	O	_
18	fûts	fût	O	_
19	)	)	O	_
20	;	;	O	_


#- source 3 : forte pollution des sols par des hydrocarbures dans la zone bâtiment qui est à l'origine de la pollution des eaux souterraines et de la présence d'une phase flottante huileuse noire dans les eaux souterraines ;
1	-	-	O	_
2	source	source	O	_
3	3	3	O	_
4	:	:	O	_
5	forte	fort	O	_
6	pollution	pollution	O	_
7	des	de	O	_
8	sols	sol	O	_
9	par	par	O	_
10	des	un	O	_
11	hydrocarbures	hydrocarbure	BO	_
12	dans	dans	BL	_
13	la	le	BO	_
14	zone	zone	BO	_
15	bâtiment	bâtiment	EO	_
16	qui	qui	O	_
17	est	être	O	_
18	à	à	O	_
19	l'	le	O	_
20	origine	origine	O	_
21	de	de	O	_
22	la	le	BN	_
23	pollution	pollution	EN	_
24	des	de	IA	_
25	eaux	eau	IA	_
26	souterraines	souterrain	EA	_
27	et	et	O	_
28	de	de	O	_
29	la	le	O	_
30	présence	présence	O	_
31	d'	de	O	_
32	une	un	O	_
33	phase	phase	O	_
34	flottante	flottant	O	_
35	huileuse	huileux	O	_
36	noire	noir	O	_
37	dans	dans	O	_
38	les	le	O	_
39	eaux	eau	O	_
40	souterraines	souterrain	O	_
41	;	;	O	_


#- source 4 : pollution des sols dans la partie nord du parc à fûts ;
1	-	-	O	_
2	source	source	O	_
3	4	4	O	_
4	:	:	O	_
5	pollution	pollution	O	_
6	des	de	O	_
7	sols	sol	O	_
8	dans	dans	BL	_
9	la	le	IL	_
10	partie	partie	IL	_
11	nord	nord	IL	_
12	du	de	IL	_
13	parc	parc	IL	_
14	à	à	IL	_
15	fûts	fût	EA	_
16	;	;	O	_


#- source 5 : pollution des sols en surface par des huiles lourdes le long du ruisseau le Jouha ;
1	-	-	O	_
2	source	source	O	_
3	5	5	O	_
4	:	:	O	_
5	pollution	pollution	O	_
6	des	de	O	_
7	sols	sol	O	_
8	en	en	O	_
9	surface	surface	O	_
10	par	par	O	_
11	des	un	O	_
12	huiles	huile	O	_
13	lourdes	lourd	O	_
14	le	le	BL	_
15	long	long	IL	_
16	du	de	IL	_
17	ruisseau	ruisseau	IL	_
18	le	le	IL	_
19	Jouha	Jouha	EL	_
20	;	;	O	_


#- source 6 : pollution des eaux souterraines par des composés organiques halogénés volatils (COHV) en fond de vallon.
1	-	-	O	_
2	source	source	O	_
3	6	6	O	_
4	:	:	O	_
5	pollution	pollution	O	_
6	des	de	O	_
7	eaux	eau	O	_
8	souterraines	souterrain	O	_
9	par	par	O	_
10	des	un	O	_
11	composés	composé	O	_
12	organiques	organique	O	_
13	halogénés	halogéné	O	_
14	volatils	volatil	O	_
15	(	(	O	_
16	COHV	cohv	O	_
17	)	)	O	_
18	en	en	BL	_
19	fond	fond	IL	_
20	de	de	IL	_
21	vallon	vallon	EL	_
22	.	.	O	_


#Les eaux superficielles du ruisseau le Jouha, les légumes des potagers des riverains, les gaz du sous-sol et les mesures d'air ambiant chez les riverains ne présentent pas d'impact de pollution significative.
1	Les	le	BO	_
2	eaux	eau	IO	_
3	superficielles	superficiel	O	_
4	du	de	O	_
5	ruisseau	ruisseau	BL	_
6	le	le	IL	_
7	Jouha	Jouha	EL	_
8	,	,	O	_
9	les	le	O	_
10	légumes	légume	O	_
11	des	de	O	_
12	potagers	potager	O	_
13	des	de	O	_
14	riverains	riverain	O	_
15	,	,	O	_
16	les	le	O	_
17	gaz	gaz	O	_
18	du	de	O	_
19	sous-sol	sous-sol	O	_
20	et	et	O	_
21	les	le	O	_
22	mesures	mesure	O	_
23	d'	de	O	_
24	air	air	O	_
25	ambiant	ambiant	O	_
26	chez	chez	O	_
27	les	le	O	_
28	riverains	riverain	EL	_
29	ne	ne	O	_
30	présentent	présenter	O	_
31	pas	pas	O	_
32	d'	d'	O	_
33	impact	impact	O	_
34	de	de	O	_
35	pollution	pollution	O	_
36	significative	significatif	O	_
37	.	.	O	_


#Il n'y a pas d'incompatibilité d'usage entre l'état des milieux et les usages qui en sont faits actuellement.
1	Il	il	O	_
2	n'	n'	O	_
3	y	y	O	_
4	a	avoir	O	_
5	pas	pas	O	_
6	d'	d'	O	_
7	incompatibilité	incompatibilité	O	_
8	d'	de	O	_
9	usage	usage	O	_
10	entre	entre	O	_
11	l'	le	O	_
12	état	état	O	_
13	des	de	O	_
14	milieux	milieu	O	_
15	et	et	O	_
16	les	le	O	_
17	usages	usage	O	_
18	qui	qui	O	_
19	en	en	O	_
20	sont	être	O	_
21	faits	faire	O	_
22	actuellement	actuellement	O	_
23	.	.	O	_


#Par courrier du 18 décembre 2012, le Ministère de l'Ecologie a donné son accord pour les opérations de dépollution suivantes :
1	Par	par	O	_
2	courrier	courrier	O	_
3	du	de	O	_
4	18	18	BT	_
5	décembre	décembre	IT	_
6	2012	2012	ET	_
7	,	,	ET	_
8	le	le	BO	_
9	Ministère	ministère	IO	_
10	de	de	IO	_
11	l'	le	IO	_
12	Ecologie	ecologie	EO	_
13	a	avoir	BN	_
14	donné	donner	EN	_
15	son	son	BO	_
16	accord	accord	EO	_
17	pour	pour	O	_
18	les	le	BN	_
19	opérations	opération	IN	_
20	de	de	IN	_
21	dépollution	dépollution	EN	_
22	suivantes	suivant	O	_
23	:	:	O	_


#- source 1 : excavation des terres polluées, évacuation vers des filières de traitement adaptées et remplacement par des terres propres ;
1	-	-	O	_
2	source	source	O	_
3	1	1	O	_
4	:	:	O	_
5	excavation	excavation	BN	_
6	des	de	IN	_
7	terres	terre	IN	_
8	polluées	polluer	EO	_
9	,	,	O	_
10	évacuation	évacuation	BO	_
11	vers	vers	EO	_
12	des	un	O	_
13	filières	filière	O	_
14	de	de	O	_
15	traitement	traitement	O	_
16	adaptées	adapter	O	_
17	et	et	O	_
18	remplacement	remplacement	BN	_
19	par	par	IN	_
20	des	un	IN	_
21	terres	terre	IN	_
22	propres	propre	EN	_
23	;	;	O	_


#- source 2 : terrassement, tri mécanique des fûts et évacuation vers des filières de traitement adaptées ;
1	-	-	O	_
2	source	source	O	_
3	2	2	O	_
4	:	:	O	_
5	terrassement	terrassement	BN	_
6	,	,	O	_
7	tri	tri	O	_
8	mécanique	mécanique	O	_
9	des	de	O	_
10	fûts	fût	O	_
11	et	et	O	_
12	évacuation	évacuation	IR	_
13	vers	vers	ER	_
14	des	un	BO	_
15	filières	filière	IO	_
16	de	de	IO	_
17	traitement	traitement	EO	_
18	adaptées	adapter	O	_
19	;	;	O	_


#- source 3 : démolition des bâtiments, excavation et traitement sur site des terres et extraction de la phase flottante sur les eaux souterraines (pompage-écrémage) ;
1	-	-	O	_
2	source	source	O	_
3	3	3	O	_
4	:	:	O	_
5	démolition	démolition	BN	_
6	des	de	IN	_
7	bâtiments	bâtiment	EN	_
8	,	,	O	_
9	excavation	excavation	EN	_
10	et	et	O	_
11	traitement	traitement	BN	_
12	sur	sur	IN	_
13	site	site	EN	_
14	des	de	O	_
15	terres	terre	O	_
16	et	et	O	_
17	extraction	extraction	BN	_
18	de	de	O	_
19	la	le	BO	_
20	phase	phase	BO	_
21	flottante	flottant	EO	_
22	sur	sur	O	_
23	les	le	O	_
24	eaux	eau	O	_
25	souterraines	souterrain	O	_
26	(	(	O	_
27	pompage	pompage	BN	_
28	-	-	BN	_
29	écrémage	écrémage	EN	_
30	)	)	O	_
31	;	;	O	_


#- source 4 : excavation et traitement sur site des terres ;
1	-	-	O	_
2	source	source	O	_
3	4	4	O	_
4	:	:	O	_
5	excavation	excavation	EN	_
6	et	et	O	_
7	traitement	traitement	O	_
8	sur	sur	O	_
9	site	site	O	_
10	des	de	O	_
11	terres	terre	O	_
12	;	;	O	_


#- source 5 : excavation des terres contaminées et évacuation vers des filières de traitement adaptées ;
1	-	-	O	_
2	source	source	O	_
3	5	5	O	_
4	:	:	O	_
5	excavation	excavation	BN	_
6	des	de	BO	_
7	terres	terre	BO	_
8	contaminées	contaminer	EO	_
9	et	et	O	_
10	évacuation	évacuation	BO	_
11	vers	vers	ER	_
12	des	un	BO	_
13	filières	filière	IO	_
14	de	de	IO	_
15	traitement	traitement	EO	_
16	adaptées	adapter	O	_
17	;	;	O	_


#- source 6 : étude complémentaire pour délimiter au nord le panache des eaux souterraines contaminées en COHV et identifier sa source.
1	-	-	O	_
2	source	source	O	_
3	6	6	O	_
4	:	:	O	_
5	étude	étude	O	_
6	complémentaire	complémentaire	O	_
7	pour	pour	O	_
8	délimiter	délimiter	BR	_
9	au	au	ER	_
10	nord	nord	EL	_
11	le	le	O	_
12	panache	panache	O	_
13	des	de	O	_
14	eaux	eau	O	_
15	souterraines	souterrain	O	_
16	contaminées	contaminer	O	_
17	en	en	O	_
18	COHV	cohv	BO	_
19	et	et	O	_
20	identifier	identifier	BO	_
21	sa	son	BO	_
22	source	source	EO	_
23	.	.	O	_


#Les arrêtés préfectoraux du 23 septembre 2015 (travaux d'office et occupation temporaire des sols) prescrivent la démolition des bâtiments , la réalisation préalable d'études pour dimensionner le programme de dépollution et la réalisation de l'étude complémentaire (source 6).
1	Les	le	BO	_
2	arrêtés	arrêté	IO	_
3	préfectoraux	préfectoral	EO	_
4	du	de	BT	_
5	23	23	IT	_
6	septembre	septembre	IT	_
7	2015	2015	ET	_
8	(	(	O	_
9	travaux	travail	O	_
10	d'	de	O	_
11	office	office	O	_
12	et	et	O	_
13	occupation	occupation	BN	_
14	temporaire	temporaire	IN	_
15	des	de	IN	_
16	sols	sol	EN	_
17	)	)	O	_
18	prescrivent	prescrire	BN	_
19	la	le	BN	_
20	démolition	démolition	BN	_
21	des	de	IN	_
22	bâtiments	bâtiment	EN	_
23	,	,	O	_
24	la	le	BN	_
25	réalisation	réalisation	IN	_
26	préalable	préalable	IN	_
27	d'	de	IN	_
28	études	étude	EN	_
29	pour	pour	O	_
30	dimensionner	dimensionner	O	_
31	le	le	BO	_
32	programme	programme	EO	_
33	de	de	IN	_
34	dépollution	dépollution	EN	_
35	et	et	O	_
36	la	le	BN	_
37	réalisation	réalisation	BN	_
38	de	de	O	_
39	l'	le	O	_
40	étude	étude	O	_
41	complémentaire	complémentaire	O	_
42	(	(	O	_
43	source	source	O	_
44	6	6	O	_
45	)	)	O	_
46	.	.	O	_


#Le désamiantage et la démolition des bâtiments ont été réalisés fin juillet 2017.
1	Le	le	BN	_
2	désamiantage	désamiantage	EN	_
3	et	et	O	_
4	la	le	BN	_
5	démolition	démolition	BN	_
6	des	de	IN	_
7	bâtiments	bâtiment	EN	_
8	ont	avoir	BN	_
9	été	être	IN	_
10	réalisés	réaliser	EN	_
11	fin	fin	BT	_
12	juillet	juillet	IT	_
13	2017	2017	ET	_
14	.	.	ET	_


#L'étude de faisabilité (traitement des sols et des eaux) va être lancée avec pour objectif de réaliser les travaux pour 2020.
1	L'	le	BO	_
2	étude	étude	IO	_
3	de	de	IO	_
4	faisabilité	faisabilité	EO	_
5	(	(	O	_
6	traitement	traitement	BN	_
7	des	de	IN	_
8	sols	sol	EN	_
9	et	et	O	_
10	des	de	O	_
11	eaux	eau	O	_
12	)	)	O	_
13	va	aller	BN	_
14	être	être	IN	_
15	lancée	lancer	EN	_
16	avec	avec	O	_
17	pour	pour	O	_
18	objectif	objectif	O	_
19	de	de	O	_
20	réaliser	réaliser	BN	_
21	les	le	IN	_
22	travaux	travail	IN	_
23	pour	pour	BT	_
24	2020	2020	ET	_
25	.	.	ET	_


#35.0012
#Le terrain situé à l’ouest du centre ville de Rennes, d’une superficie totale d'environ 45 000 m² a accueilli de 1884 à 1965 une usine fabriquant du gaz à partir de la distillation de la houille.
1	Le	le	BO	_
2	terrain	terrain	EO	_
3	situé	situer	BL	_
4	à	à	IL	_
5	l’	l’	IL	_
6	ouest	ouest	IL	_
7	du	de	IL	_
8	centre	centre	IL	_
9	ville	vill	IL	_
10	de	de	IL	_
11	Rennes	Rennes	EL	_
12	,	,	O	_
13	d’	d’	O	_
14	une	un	O	_
15	superficie	superficie	O	_
16	totale	total	O	_
17	d'	de	O	_
18	environ	environ	O	_
19	45	45	O	_
20	000	000	O	_
21	m²	m²	O	_
22	a	avoir	BN	_
23	accueilli	accueillir	EN	_
24	de	de	BT	_
25	1884	1884	IT	_
26	à	à	IT	_
27	1965	1965	ET	_
28	une	un	BO	_
29	usine	usine	EO	_
30	fabriquant	fabriquer	BA	_
31	du	de	IA	_
32	gaz	gaz	EA	_
33	à	à	BR	_
34	partir	partir	IR	_
35	de	de	ER	_
36	la	le	BA	_
37	distillation	distillation	IA	_
38	de	de	IA	_
39	la	le	IA	_
40	houille	houille	EA	_
41	.	.	O	_


#Actuellement, le site est occupé par le service exploitation du centre d'EDF-GDF Services.
1	Actuellement	actuellement	O	_
2	,	,	O	_
3	le	le	BO	_
4	site	site	EO	_
5	est	être	BN	_
6	occupé	occuper	EN	_
7	par	par	O	_
8	le	le	BO	_
9	service	service	IO	_
10	exploitation	exploitation	EO	_
11	du	de	O	_
12	centre	centre	BO	_
13	d'	de	O	_
14	EDF	EDF	O	_
15	-	-	O	_
16	GDF	GDF	O	_
17	Services	service	O	_
18	.	.	O	_


#Gaz de France a hiérarchisé ses actions sur les 467 sites d’anciennes usines à gaz qu’il gère répartis sur l’ensemble du territoire.
1	Gaz	Gaz	BO	_
2	de	de	IO	_
3	France	France	EO	_
4	a	avoir	BN	_
5	hiérarchisé	hiérarchiser	EN	_
6	ses	son	BO	_
7	actions	action	EO	_
8	sur	sur	O	_
9	les	le	O	_
10	467	467	BO	_
11	sites	site	EO	_
12	d’	d’	O	_
13	anciennes	ancien	O	_
14	usines	usine	O	_
15	à	à	O	_
16	gaz	gaz	O	_
17	qu’	qu’	O	_
18	il	il	O	_
19	gère	gérer	O	_
20	répartis	répartir	O	_
21	sur	sur	O	_
22	l’	l’	O	_
23	ensemble	ensemble	O	_
24	du	de	O	_
25	territoire	territoire	O	_
26	.	.	O	_


#La méthodologie a consisté à hiérarchiser les sites en fonction de leur sensibilité vis à vis de l’environnement (usage du site, vulnérabilité des eaux souterraines et superficielles, présence et type de population sur le site,...).
1	La	le	O	_
2	méthodologie	méthodologie	O	_
3	a	avoir	O	_
4	consisté	consister	O	_
5	à	à	O	_
6	hiérarchiser	hiérarchiser	BN	_
7	les	le	BO	_
8	sites	site	EO	_
9	en	en	BR	_
10	fonction	fonction	IR	_
11	de	de	ER	_
12	leur	leur	O	_
13	sensibilité	sensibilité	O	_
14	vis	vis	O	_
15	à	à	O	_
16	vis	vis	O	_
17	de	de	O	_
18	l’	l’	O	_
19	environnement	environnement	O	_
20	(	(	O	_
21	usage	usage	O	_
22	du	de	O	_
23	site	site	O	_
24	,	,	O	_
25	vulnérabilité	vulnérabilité	O	_
26	des	de	O	_
27	eaux	eau	O	_
28	souterraines	souterrain	O	_
29	et	et	O	_
30	superficielles	superficiel	O	_
31	,	,	O	_
32	présence	présence	O	_
33	et	et	O	_
34	type	type	O	_
35	de	de	O	_
36	population	population	O	_
37	sur	sur	O	_
38	le	le	O	_
39	site	site	O	_
40	,	,	O	_
41	...	...	O	_
42	)	)	O	_
43	.	.	O	_


#L’application de cette méthode a abouti à l’établissement de cinq classes de priorité pour lesquelles les engagements de Gaz de France ont fait l’objet d’un protocole d’accord relatif à la maîtrise et au suivi de la réhabilitation des anciens terrains d’usines à gaz entre le Ministère de l’Environnement et Gaz de France signé le 25 avril 1996.
1	L’	l’	BN	_
2	application	application	EN	_
3	de	de	O	_
4	cette	ce	BO	_
5	méthode	méthode	EO	_
6	a	avoir	BR	_
7	abouti	aboutir	IR	_
8	à	à	ER	_
9	l’	l’	BN	_
10	établissement	établissement	EN	_
11	de	de	O	_
12	cinq	cinq	BO	_
13	classes	classe	IO	_
14	de	de	IO	_
15	priorité	priorité	EO	_
16	pour	pour	O	_
17	lesquelles	lequel	O	_
18	les	le	BO	_
19	engagements	engagement	EO	_
20	de	de	O	_
21	Gaz	Gaz	BO	_
22	de	de	IO	_
23	France	France	EO	_
24	ont	avoir	BR	_
25	fait	faire	IR	_
26	l’	l’	IR	_
27	objet	objet	IR	_
28	d’	d’	ER	_
29	un	un	BO	_
30	protocole	protocole	IO	_
31	d’	d’	IO	_
32	accord	accord	EO	_
33	relatif	relatif	BR	_
34	à	à	ER	_
35	la	le	BO	_
36	maîtrise	maîtrise	EO	_
37	et	et	O	_
38	au	au	O	_
39	suivi	suivi	BO	_
40	de	de	O	_
41	la	le	BN	_
42	réhabilitation	réhabilitation	EN	_
43	des	de	O	_
44	anciens	ancien	BO	_
45	terrains	terrain	IO	_
46	d’	d’	IO	_
47	usines	usine	IO	_
48	à	à	IO	_
49	gaz	gaz	EO	_
50	entre	entre	BR	_
51	le	le	BO	_
52	Ministère	ministère	IO	_
53	de	de	IO	_
54	l’	l’	IO	_
55	Environnement	environnement	EO	_
56	et	et	O	_
57	Gaz	Gaz	BO	_
58	de	de	IO	_
59	France	France	EO	_
60	signé	signer	BN	_
61	le	le	BT	_
62	25	25	IT	_
63	avril	avril	IT	_
64	1996	1996	ET	_
65	.	.	O	_


#Le site de l’ancienne usine à gaz de Rennes Voltaire est en classe 2 du protocole, c'est-à-dire un site dont la sensibilité vis-à-vis de l'homme, des eaux souterraines et superficielles est limitée.
1	Le	le	BO	_
2	site	site	EO	_
3	de	de	O	_
4	l’	l’	BO	_
5	ancienne	ancien	IO	_
6	usine	usine	IO	_
7	à	à	IO	_
8	gaz	gaz	EO	_
