
#67.0104
#Terril situé sur l'ancien siège Daniel Mieg de l'ancienne exploitation pétrolière de Pechelbronn, à proximité des puits III et VII.
1	Terril	Terril	BR	_
7	souterraines	souterrain	O	_
8	et	et	O	_
9	surtout	surtout	O	_
10	les	le	O	_
11	eaux	eau	O	_
12	superficielles	superficiel	O	_
13	(	(	O	_
14	rivière	rivière	O	_
15	la	le	O	_
16	Sarre	Sarre	EL	_
17	)	)	O	_
18	.	.	O	_


#L'arrêté préfectoral du 25/01/94 a prescrit une étude d'impact des matériaux stockés et une étude sur le réaménagement et la revégétalisation des digues.
1	L'	le	BO	_
2	arrêté	arrêté	IO	_
3	préfectoral	préfectoral	EO	_
4	du	de	O	_
5	25/01/94	25/01/94	IT	_
6	a	avoir	BN	_
7	prescrit	prescrire	EN	_
8	une	un	BO	_
9	étude	étude	IO	_
10	d'	de	IO	_
11	impact	impact	EO	_
12	des	de	O	_
13	matériaux	matériau	BO	_
14	stockés	stocker	BO	_
15	et	et	O	_
16	une	un	BO	_
17	étude	étude	EO	_
18	sur	sur	O	_
19	le	le	BN	_
20	réaménagement	réaménagement	EN	_
21	et	et	O	_
22	la	le	BN	_
23	revégétalisation	revégétalisation	BN	_
24	des	de	IN	_
25	digues	digue	EO	_
26	.	.	O	_


#L'impact des bassins sur les eaux se traduit essentiellement par une pollution saline.
1	L'	le	O	_
2	impact	impact	O	_
3	des	de	O	_
4	bassins	bassin	O	_
5	sur	sur	O	_
6	les	le	O	_
7	eaux	eau	O	_
8	se	se	O	_
9	traduit	traduire	O	_
10	essentiellement	essentiellement	O	_
11	par	par	O	_
12	une	un	O	_
13	pollution	pollution	O	_
14	saline	salin	O	_
15	.	.	O	_


#Le site a été revégétalisé selon un programme étalé sur plusieurs années, sous la direction de l’ONF.
1	Le	le	BO	_
2	site	site	EO	_
3	a	avoir	BN	_
4	été	être	IN	_
5	revégétalisé	revégétaliser	EN	_
6	selon	selon	BR	_
7	un	un	BO	_
8	programme	programme	EO	_
9	étalé	étaler	BT	_
10	sur	sur	IT	_
11	plusieurs	plusieurs	IT	_
12	années	année	ET	_
13	,	,	O	_
14	sous	sous	O	_
15	la	le	BO	_
16	direction	direction	BN	_
17	de	de	IN	_
18	l’	l’	IN	_
19	ONF	ONF	EN	_
20	.	.	O	_


#Une étude de sols et une évaluation simplifiée des risques ont été prescrites par arrêté préfectoral du 17/12/98.
1	Une	un	BN	_
2	étude	étude	IN	_
3	de	de	IN	_
4	sols	sol	EN	_
5	et	et	O	_
6	une	un	BN	_
7	évaluation	évaluation	IN	_
8	simplifiée	simplifier	IN	_
9	des	de	IN	_
10	risques	risque	EN	_
11	ont	avoir	BN	_
12	été	être	IN	_
13	prescrites	prescrire	EN	_
14	par	par	BO	_
15	arrêté	arrêté	IO	_
16	préfectoral	préfectoral	EO	_
17	du	de	O	_
18	17/12/98	17/12/98	IT	_
19	.	.	ET	_


#Ces études ont été remises fin 1999.
1	Ces	ce	BO	_
2	études	étude	EO	_
3	ont	avoir	BN	_
4	été	être	IN	_
5	remises	remettre	EN	_
6	fin	fin	BT	_
7	1999	1999	ET	_
8	.	.	ET	_


#Elles ont confirmé que les risques sont limités et que la pollution saline issue du site est le principal problème pour le milieu extérieur (ESR classe 2).
1	Elles	lui	O	_
2	ont	avoir	O	_
3	confirmé	confirmer	O	_
4	que	que	O	_
5	les	le	BO	_
6	risques	risque	EO	_
7	sont	être	O	_
8	limités	limité	O	_
9	et	et	O	_
10	que	que	O	_
11	la	le	O	_
12	pollution	pollution	O	_
13	saline	salin	O	_
14	issue	issu	O	_
15	du	de	O	_
16	site	site	O	_
17	est	être	O	_
18	le	le	O	_
19	principal	principal	O	_
20	problème	problème	O	_
21	pour	pour	O	_
22	le	le	O	_
23	milieu	milieu	O	_
24	extérieur	extérieur	O	_
25	(	(	O	_
26	ESR	esr	O	_
27	classe	classe	O	_
28	2	2	O	_
29	)	)	O	_
30	.	.	O	_


#Suite à ces études un programme de surveillance du site portant sur les eaux superficielles et souterraines, a été instauré par arrêté préfectoral du 05/07/2001.
1	Suite	suite	O	_
2	à	à	O	_
3	ces	ce	BO	_
4	études	étude	EO	_
5	un	un	BN	_
6	programme	programme	IN	_
7	de	de	IN	_
8	surveillance	surveillance	EN	_
9	du	de	O	_
10	site	site	BO	_
11	portant	porter	BR	_
12	sur	sur	ER	_
13	les	le	BO	_
14	eaux	eau	IO	_
15	superficielles	superficiel	O	_
16	et	et	O	_
17	souterraines	souterrain	O	_
18	,	,	O	_
19	a	avoir	BN	_
20	été	être	IN	_
21	instauré	instaurer	EN	_
22	par	par	BO	_
23	arrêté	arrêté	BO	_
24	préfectoral	préfectoral	EO	_
25	du	de	BT	_
26	05/07/2001	05/07/2001	IT	_
27	.	.	O	_


#Cinq piézomètres (fréquence semestrielle) et cinq points de prélèvements en surface (fréquence bimestrielle) sont suivis pour le pH, les chlorures et les hydrocarbures totaux.
1	Cinq	Cinq	O	_
2	piézomètres	piézomètre	O	_
3	(	(	O	_
4	fréquence	fréquence	O	_
5	semestrielle	semestriel	O	_
6	)	)	O	_
7	et	et	O	_
8	cinq	cinq	O	_
9	points	point	O	_
10	de	de	O	_
11	prélèvements	prélèvement	O	_
12	en	en	O	_
13	surface	surface	O	_
14	(	(	O	_
15	fréquence	fréquence	O	_
16	bimestrielle	bimestriel	O	_
17	)	)	O	_
18	sont	être	O	_
19	suivis	suivre	O	_
20	pour	pour	O	_
21	le	le	O	_
22	pH	ph	O	_
23	,	,	O	_
24	les	le	O	_
25	chlorures	chlorure	O	_
26	et	et	O	_
27	les	le	O	_
28	hydrocarbures	hydrocarbure	O	_
29	totaux	total	O	_
30	.	.	O	_


#Les niveaux piézométriques sont également suivis.
1	Les	le	O	_
2	niveaux	niveau	O	_
3	piézométriques	piézométrique	O	_
4	sont	être	O	_
5	également	également	O	_
6	suivis	suivre	O	_
7	.	.	O	_


#Ce site fait l'objet d'un suivi régulier et n'appelle pas actuellement, d'actions particulières.
1	Ce	ce	BO	_
2	site	site	EO	_
3	fait	faire	O	_
4	l'	le	O	_
5	objet	objet	O	_
6	d'	de	O	_
7	un	un	O	_
8	suivi	suivi	O	_
9	régulier	régulier	O	_
10	et	et	O	_
11	n'	n'	O	_
12	appelle	appeler	O	_
13	pas	pas	O	_
14	actuellement	actuellement	O	_
15	,	,	O	_
16	d'	d'	O	_
17	actions	action	O	_
18	particulières	particulier	O	_
19	.	.	O	_


#68.0090
#ZUNDEL KOHLER exploite le site (dépôts de produits chimiques) depuis 1896; cet établissement était un établissement soumis à Autorisation au titre ICPE.
1	ZUNDEL	ZUNDEL	BO	_
2	KOHLER	KOHLER	EO	_
3	exploite	exploite	BN	_
4	le	le	BO	_
5	site	site	EO	_
6	(	(	O	_
7	dépôts	dépôt	BR	_
8	de	de	IO	_
9	produits	produit	IO	_
10	chimiques	chimique	EO	_
11	)	)	O	_
12	depuis	depuis	BT	_
13	1896	1896	IT	_
14	;	;	BO	_
15	cet	ce	BO	_
16	établissement	établissement	EO	_
17	était	être	O	_
18	un	un	O	_
19	établissement	établissement	O	_
20	soumis	soumettre	BL	_
21	à	à	IL	_
22	Autorisation	autorisation	EL	_
23	au	au	O	_
24	titre	titre	O	_
25	ICPE	ICPE	O	_
26	.	.	O	_


#Le site est soumis à la réalisation d'une ESR par arrêté préfectoral du 5/05/2000.
1	Le	le	BO	_
2	site	site	EO	_
3	est	être	O	_
4	soumis	soumettre	BL	_
5	à	à	IL	_
6	la	le	IL	_
7	réalisation	réalisation	IL	_
8	d'	de	IL	_
9	une	un	O	_
10	ESR	esr	O	_
11	par	par	O	_
12	arrêté	arrêté	O	_
13	préfectoral	préfectoral	O	_
14	du	de	O	_
15	5/05/2000	5/05/2000	IT	_
16	.	.	O	_


#Le diagnostic initial et le rapport d'étape ont été remis en février 2002.
1	Le	le	BN	_
2	diagnostic	diagnostic	IN	_
3	initial	initial	EN	_
4	et	et	O	_
5	le	le	O	_
6	rapport	rapport	O	_
7	d'	de	BO	_
8	étape	étape	EO	_
9	ont	avoir	BN	_
10	été	être	IN	_
11	remis	remettre	EN	_
12	en	en	BT	_
13	février	février	IT	_
14	2002	2002	ET	_
15	.	.	O	_


#ls ont fait l'objet d'observations (pour compléments, correction, etc) en avril 2002.
1	ls	ls	O	_
2	ont	avoir	BN	_
3	fait	faire	IN	_
4	l'	le	IR	_
5	objet	objet	IR	_
6	d'	de	ER	_
7	observations	observation	O	_
8	(	(	O	_
9	pour	pour	O	_
10	compléments	complément	O	_
11	,	,	O	_
12	correction	correction	O	_
13	,	,	O	_
14	etc	etc	O	_
15	)	)	O	_
16	en	en	BT	_
17	avril	avril	IT	_
18	2002	2002	ET	_
19	.	.	O	_


#L'évaluation complétée a été remise fin septembre 2002 et a été rééxaminé.
1	L'	le	BO	_
2	évaluation	évaluation	BO	_
3	complétée	compléter	EO	_
4	a	avoir	BN	_
5	été	être	IN	_
6	remise	remettre	EN	_
7	fin	fin	BT	_
8	septembre	septembre	IT	_
9	2002	2002	ET	_
10	et	et	O	_
11	a	avoir	BN	_
12	été	être	IN	_
13	rééxaminé	rééxaminer	EN	_
14	.	.	O	_


#De nouveaux compléments ont été demandés à l'exploitant en décembre 2003.
1	De	de	BO	_
2	nouveaux	nouveau	IO	_
3	compléments	complément	EO	_
4	ont	avoir	BN	_
5	été	être	IN	_
6	demandés	demander	EN	_
7	à	à	O	_
8	l'	le	BO	_
9	exploitant	exploitant	EO	_
10	en	en	BT	_
11	décembre	décembre	IT	_
12	2003	2003	ET	_
13	.	.	ET	_


#Une version définitive de l'évaluation simplifiée des risques a été remise le 27 janvier 2004 et conclut au classement en 1 du site pour la source tétrachloroéthylène pour l'usage AEP et usage autre AEP.
1	Une	un	BO	_
2	version	version	IO	_
3	définitive	définitif	EO	_
4	de	de	O	_
5	l'	le	O	_
6	évaluation	évaluation	BN	_
7	simplifiée	simplifier	IN	_
8	des	de	IN	_
9	risques	risque	EN	_
10	a	avoir	BN	_
11	été	être	IN	_
12	remise	remettre	EN	_
13	le	le	BT	_
14	27	27	IT	_
15	janvier	janvier	IT	_
16	2004	2004	ET	_
17	et	et	O	_
18	conclut	conclure	O	_
19	au	au	O	_
20	classement	classement	O	_
21	en	en	O	_
22	1	1	O	_
23	du	de	O	_
24	site	site	O	_
25	pour	pour	O	_
26	la	le	O	_
27	source	source	O	_
28	tétrachloroéthylène	tétrachloroéthylène	O	_
29	pour	pour	O	_
30	l'	le	BA	_
31	usage	usage	IA	_
32	AEP	aep	IA	_
33	et	et	IA	_
34	usage	usage	IA	_
35	autre	autre	O	_
36	AEP	aep	O	_
37	.	.	O	_


#La réalisation d'une EDR a été imposée par APC du 31/03/2005.
1	La	le	BN	_
2	réalisation	réalisation	BN	_
3	d'	de	IN	_
4	une	un	IN	_
5	EDR	edr	IN	_
6	a	avoir	BN	_
7	été	être	IN	_
8	imposée	imposer	EN	_
9	par	par	BO	_
10	APC	APC	BT	_
11	du	de	IT	_
12	31/03/2005	31/03/2005	IT	_
13	.	.	ET	_


#Compte tenu d'une évolution à la baisse des activités, l'établissement a basculé sous le régime de la "Déclaration".
1	Compte	compte	O	_
2	tenu	tenir	O	_
3	d'	de	O	_
4	une	un	O	_
5	évolution	évolution	O	_
6	à	à	O	_
7	la	le	O	_
8	baisse	baisse	O	_
9	des	de	O	_
10	activités	activité	O	_
11	,	,	O	_
12	l'	le	BO	_
13	établissement	établissement	EO	_
14	a	avoir	BN	_
15	basculé	basculer	EN	_
16	sous	sous	EN	_
17	le	le	BO	_
18	régime	régime	EO	_
19	de	de	O	_
20	la	le	O	_
21	"	"	O	_
22	Déclaration	déclaration	O	_
23	"	"	O	_
24	.	.	O	_


#Ce changement réglementaire a été acté dans l'arrêté préfectoral en date du 12/02/2008 qui prenait acte des résultats des études et suivis antérieurs sur la pollution des sols et des eaux souterraines et prescrivait des investigations et études complémentaires pour la protection de la ressource en eaux.
1	Ce	ce	O	_
2	changement	changement	O	_
3	réglementaire	réglementaire	O	_
4	a	avoir	BN	_
5	été	être	IN	_
6	acté	acter	EN	_
7	dans	dans	ER	_
8	l'	le	BO	_
9	arrêté	arrêté	BO	_
10	préfectoral	préfectoral	EO	_
11	en	en	BT	_
12	date	date	IT	_
13	du	de	IT	_
14	12/02/2008	12/02/2008	ET	_
15	qui	qui	O	_
16	prenait	prendre	O	_
17	acte	acte	O	_
18	des	de	O	_
19	résultats	résultat	IO	_
20	des	de	IO	_
21	études	étude	IO	_
22	et	et	IO	_
23	suivis	suivi	IO	_
24	antérieurs	antérieur	EO	_
25	sur	sur	O	_
26	la	le	O	_
27	pollution	pollution	O	_
28	des	de	O	_
29	sols	sol	O	_
30	et	et	O	_
31	des	de	O	_
32	eaux	eau	O	_
33	souterraines	souterrain	O	_
34	et	et	O	_
35	prescrivait	prescrire	BR	_
36	des	un	IN	_
37	investigations	investigation	IN	_
38	et	et	IN	_
39	études	étude	IN	_
40	complémentaires	complémentaire	EN	_
41	pour	pour	O	_
42	la	le	O	_
43	protection	protection	O	_
44	de	de	O	_
45	la	le	O	_
46	ressource	ressource	O	_
47	en	en	O	_
48	eaux	eau	O	_
49	.	.	O	_


#Les mesures de suivi et d'autosurveillance des eaux souterraines ont été revues, et sont actuellement réglementées par l'arrêté préfectoral complémentaire du 11/10/2011.
1	Les	le	BA	_
2	mesures	mesure	IA	_
3	de	de	IA	_
4	suivi	suivi	IA	_
5	et	et	IA	_
6	d'	de	IA	_
7	autosurveillance	autosurveillance	IA	_
8	des	de	IA	_
9	eaux	eau	IA	_
10	souterraines	souterrain	EA	_
11	ont	avoir	BN	_
12	été	être	IN	_
13	revues	revoir	EN	_
14	,	,	O	_
15	et	et	O	_
16	sont	être	BN	_
17	actuellement	actuellement	IN	_
18	réglementées	réglementer	EN	_
19	par	par	O	_
20	l'	le	BO	_
21	arrêté	arrêté	IO	_
22	préfectoral	préfectoral	IO	_
23	complémentaire	complémentaire	EO	_
24	du	de	O	_
25	11/10/2011	11/10/2011	ET	_
26	.	.	ET	_


#Ce dernier définit le réseau de surveillance piézométrique et le contrôle des eaux souterraines à réaliser.
1	Ce	ce	O	_
2	dernier	dernier	O	_
3	définit	définir	O	_
4	le	le	BO	_
5	réseau	réseau	IO	_
6	de	de	IO	_
7	surveillance	surveillance	IO	_
8	piézométrique	piézométrique	EO	_
9	et	et	O	_
10	le	le	BO	_
11	contrôle	contrôle	BO	_
12	des	de	IO	_
13	eaux	eau	IO	_
14	souterraines	souterrain	IO	_
15	à	à	O	_
16	réaliser	réaliser	O	_
17	.	.	O	_


#Il prévoit la mise en place de deux piézomètres supplémentaires (soient 13 ouvrages de surveillance au total), la réalisation d'un pompage provisoire avec traitement au niveau du piézomètre situé sur la zone de plus forte pollution,et la réalisation d'un rapport d'études permettant de définir le panache de pollution et l'efficacité de la mise en place d'une barrière hydraulique dans un délais de 6 mois.
1	Il	il	O	_
2	prévoit	prévoir	O	_
3	la	le	BN	_
4	mise	mise	BN	_
5	en	en	IN	_
6	place	place	IN	_
7	de	de	IN	_
8	deux	deux	BO	_
9	piézomètres	piézomètre	EO	_
10	supplémentaires	supplémentaire	O	_
11	(	(	O	_
12	soient	être	O	_
13	13	13	O	_
14	ouvrages	ouvrage	O	_
15	de	de	O	_
16	surveillance	surveillance	O	_
17	au	au	O	_
18	total	total	O	_
19	)	)	O	_
20	,	,	O	_
21	la	le	BN	_
22	réalisation	réalisation	IN	_
23	d'	de	IN	_
24	un	un	IN	_
25	pompage	pompage	IN	_
26	provisoire	provisoire	EN	_
27	avec	avec	O	_
28	traitement	traitement	O	_
29	au	au	O	_
30	niveau	niveau	O	_
31	du	de	O	_
32	piézomètre	piézomètre	O	_
33	situé	situer	BL	_
34	sur	sur	IL	_
35	la	le	IL	_
36	zone	zone	IL	_
37	de	de	IL	_
38	plus	plus	IL	_
39	forte	fort	IL	_
40	pollution	pollution	EL	_
41	,	,	O	_
42	et	et	O	_
43	la	le	O	_
44	réalisation	réalisation	O	_
45	d'	de	O	_
46	un	un	O	_
47	rapport	rapport	O	_
48	d'	de	O	_
49	études	étude	O	_
50	permettant	permettre	O	_
51	de	de	O	_
52	définir	définir	O	_
53	le	le	BO	_
54	panache	panache	IO	_
55	de	de	IO	_
56	pollution	pollution	EO	_
57	et	et	O	_
58	l'	le	O	_
59	efficacité	efficacité	O	_
60	de	de	O	_
61	la	le	BN	_
62	mise	mise	IN	_
63	en	en	IN	_
64	place	place	IN	_
65	d'	de	IN	_
66	une	un	BO	_
67	barrière	barrière	IO	_
68	hydraulique	hydraulique	EO	_
69	dans	dans	O	_
70	un	un	O	_
71	délais	délai	O	_
72	de	de	O	_
73	6	6	IT	_
74	mois	mois	ET	_
75	.	.	O	_


#Différentes zones contaminées par des produits basiques ont été détectées.
1	Différentes	différent	BO	_
2	zones	zone	EO	_
3	contaminées	contaminer	EO	_
4	par	par	O	_
5	des	un	O	_
6	produits	produit	O	_
7	basiques	basique	O	_
8	ont	avoir	BN	_
9	été	être	IN	_
10	détectées	détecter	EN	_
11	.	.	O	_


#Une surveillance de la qualité des eaux souterraines à l'aval de l'établissement, prescrite depuis de nombreuses années, détecte des traces de solvants chlorés; cette surveillance était assurée de façon régulière.
1	Une	un	BA	_
2	surveillance	surveillance	BA	_
3	de	de	IA	_
4	la	le	IA	_
5	qualité	qualité	IA	_
6	des	de	IA	_
7	eaux	eau	IA	_
8	souterraines	souterrain	EA	_
9	à	à	BL	_
10	l'	le	IL	_
11	aval	aval	IL	_
12	de	de	IL	_
13	l'	le	IL	_
14	établissement	établissement	EL	_
15	,	,	O	_
16	prescrite	prescrire	BN	_
17	depuis	depuis	BT	_
18	de	de	IT	_
19	nombreuses	nombreux	IT	_
20	années	année	ET	_
21	,	,	O	_
22	détecte	détecte	O	_
23	des	un	O	_
24	traces	trace	O	_
25	de	de	O	_
26	solvants	solvant	O	_
27	chlorés	chlorer	O	_
28	;	;	O	_
29	cette	ce	BA	_
30	surveillance	surveillance	EA	_
31	était	être	O	_
32	assurée	assurer	O	_
33	de	de	O	_
34	façon	façon	O	_
35	régulière	régulier	O	_
36	.	.	O	_


#Elle traduisaitt que la Somme Trichloroéthylène(TCE) + Tétrachloroéthylène(PCE) pouvait parfois être supérieure à la norme de potabilité de 10 µg/l (à une époque ou cetet avleur n'était pas considérée comme valeur limite de potabilité).
1	Elle	lui	O	_
2	traduisaitt	traduisaitt	O	_
3	que	que	O	_
4	la	le	O	_
5	Somme	somme	O	_
6	Trichloroéthylène(TCE	trichloroéthylène(tce	O	_
7	)	)	O	_
8	+	plus	O	_
9	Tétrachloroéthylène(PCE	tétrachloroéthylène(pce	O	_
10	)	)	O	_
11	pouvait	pouvoir	O	_
12	parfois	parfois	O	_
13	être	être	O	_
14	supérieure	supérieur	O	_
15	à	à	ER	_
16	la	le	BO	_
17	norme	norme	IO	_
18	de	de	IO	_
19	potabilité	potabilité	EO	_
20	de	de	O	_
21	10	10	O	_
22	µg	µg	O	_
23	/	sur	O	_
24	l	l	O	_
25	(	(	O	_
26	à	à	O	_
27	une	un	O	_
28	époque	époque	O	_
29	ou	ou	O	_
30	cetet	cetet	O	_
31	avleur	avleur	O	_
32	n'	n'	O	_
33	était	être	O	_
34	pas	pas	O	_
35	considérée	considérer	O	_
36	comme	comme	O	_
37	valeur	valeur	O	_
38	limite	limite	O	_
39	de	de	O	_
40	potabilité	potabilité	O	_
41	)	)	O	_
42	.	.	O	_


#L'évaluation simplifiée des risques classe le site en "1" s'agissant de la source en tétrachloroéthylène pour un usage AEP et usage autre AEP.
1	L'	le	O	_
2	évaluation	évaluation	BN	_
3	simplifiée	simplifier	IN	_
4	des	de	IN	_
5	risques	risque	EN	_
6	classe	classer	O	_
7	le	le	O	_
8	site	site	O	_
9	en	en	O	_
10	"	"	O	_
11	1	1	O	_
12	"	"	O	_
13	s'	se	O	_
14	agissant	agir	O	_
15	de	de	O	_
16	la	le	BO	_
17	source	source	EO	_
18	en	en	O	_
19	tétrachloroéthylène	tétrachloroéthylène	O	_
20	pour	pour	O	_
21	un	un	BA	_
22	usage	usage	IA	_
23	AEP	aep	IA	_
24	et	et	IA	_
25	usage	usage	IA	_
26	autre	autre	IA	_
27	AEP	aep	IA	_
28	.	.	O	_


#La société a fait l'objet d'un arrêté préfectoral complémentaire le 31 mars 2005 lui imposant la réalisation d'un étude détaillée des risques et le renforcement de la surveillance de la qualité des eaux souterraines sur les éléments de dégradation des solvants chlorés: 1,2 cis Dichloroéthylène, chlorure de vinyle.
1	La	le	BO	_
2	société	société	EO	_
3	a	avoir	BR	_
4	fait	faire	IR	_
5	l'	le	IR	_
6	objet	objet	IR	_
7	d'	de	ER	_
8	un	un	BO	_
9	arrêté	arrêté	IO	_
10	préfectoral	préfectoral	EO	_
11	complémentaire	complémentaire	EO	_
12	le	le	BT	_
13	31	31	IT	_
14	mars	mars	IT	_
15	2005	2005	ET	_
16	lui	lui	BR	_
17	imposant	imposer	BN	_
18	la	le	BN	_
19	réalisation	réalisation	IN	_
20	d'	de	IN	_
21	un	un	IN	_
22	étude	étude	IN	_
23	détaillée	détaillé	IN	_
24	des	de	IN	_
25	risques	risque	EN	_
26	et	et	O	_
27	le	le	BN	_
28	renforcement	renforcement	BN	_
29	de	de	IN	_
30	la	le	BA	_
31	surveillance	surveillance	BA	_
32	de	de	IA	_
33	la	le	IA	_
34	qualité	qualité	IA	_
35	des	de	IA	_
36	eaux	eau	IA	_
37	souterraines	souterrain	EA	_
38	sur	sur	O	_
39	les	le	O	_
40	éléments	élément	O	_
41	de	de	O	_
42	dégradation	dégradation	O	_
43	des	de	O	_
44	solvants	solvant	O	_
45	chlorés	chlorer	O	_
46	:	:	O	_
47	1,2	1,2	O	_
48	cis	ci	O	_
49	Dichloroéthylène	dichloroéthylène	O	_
50	,	,	O	_
51	chlorure	chlorure	O	_
52	de	de	O	_
53	vinyle	vinyle	O	_
54	.	.	O	_


#A ce jour les études n'ont pas été remises (mesures de consignation engagée);  toutefois le réseau de surveillance , sur le site, a été étendu à 4 puits de contrôle.
1	A	à	BT	_
2	ce	ce	IT	_
3	jour	jour	ET	_
4	les	le	O	_
5	études	étude	O	_
6	n'	n'	O	_
7	ont	avoir	O	_
8	pas	pas	O	_
9	été	être	O	_
10	remises	remettre	O	_
11	(	(	O	_
12	mesures	mesure	O	_
13	de	de	O	_
14	consignation	consignation	O	_
15	engagée	engager	O	_
16	)	)	O	_
17	;	;	O	_
18	 	 	O	_
19	toutefois	toutefois	BO	_
20	le	le	BO	_
21	réseau	réseau	IO	_
22	de	de	IO	_
23	surveillance	surveillance	EO	_
24	,	,	O	_
25	sur	sur	O	_
26	le	le	O	_
27	site	site	O	_
28	,	,	BN	_
29	a	avoir	IN	_
30	été	être	IN	_
31	étendu	étendre	EN	_
32	à	à	O	_
33	4	4	O	_
34	puits	puits	O	_
35	de	de	O	_
36	contrôle	contrôle	O	_
37	.	.	O	_


#Même si la qualité de l'eau souterraine en amont du site (Pz 4136X0804)  peut présenter une concentration en Somme TCE+PCE proche de 9 µg/l (campagne de Novembre2008):
1	Même	même	O	_
2	si	si	O	_
3	la	le	O	_
4	qualité	qualité	O	_
5	de	de	O	_
6	l'	le	O	_
7	eau	eau	O	_
8	souterraine	souterrain	O	_
9	en	en	O	_
10	amont	amont	IL	_
11	du	de	IL	_
12	site	site	EL	_
13	(	(	O	_
14	Pz	pz	O	_
15	4136X0804	4136x0804	O	_
16	)	)	O	_
17	 	 	O	_
18	peut	pouvoir	O	_
19	présenter	présenter	O	_
20	une	un	O	_
21	concentration	concentration	O	_
22	en	en	O	_
23	Somme	Somme	O	_
24	TCE+PCE	TCE+PCE	O	_
25	proche	proche	O	_
26	de	de	O	_
27	9	9	O	_
28	µg	µg	O	_
29	/	sur	O	_
30	l	l	O	_
31	(	(	O	_
32	campagne	campagne	O	_
33	de	de	BT	_
34	Novembre2008	novembre2008	BT	_
35	):	):	O	_


#- la pollution sur le site est manifeste
1	-	-	O	_
2	la	le	O	_
3	pollution	pollution	O	_
4	sur	sur	O	_
5	le	le	O	_
6	site	site	O	_
7	est	être	O	_
8	manifeste	manifeste	O	_


#- au niveau du secteur de stockage des "chlorés" (latéral Est du site) sur le Pz 4136X0805 ,a concentration Somme TCE+PCE est proche de 10 000 µg/l (campagnes Mai et Novembre 2008), avec une teneur en Chlorure Vinyle (CV) inférieure au seuil de détection.
1	-	-	O	_
2	au	au	O	_
3	niveau	niveau	O	_
4	du	de	O	_
5	secteur	secteur	O	_
6	de	de	O	_
7	stockage	stockage	O	_
8	des	de	O	_
9	"	"	O	_
10	chlorés	chloré	O	_
11	"	"	O	_
12	(	(	O	_
13	latéral	latéral	IL	_
14	Est	est	IL	_
15	du	de	IL	_
16	site	site	EL	_
17	)	)	O	_
18	sur	sur	O	_
19	le	le	O	_
20	Pz	pz	O	_
21	4136X0805	4136X0805	O	_
22	,	,	O	_
23	a	a	O	_
24	concentration	concentration	O	_
25	Somme	somme	O	_
26	TCE+PCE	TCE+PCE	O	_
27	est	être	O	_
28	proche	proche	O	_
29	de	de	O	_
30	10	10	O	_
31	000	000	O	_
32	µg	µg	O	_
33	/	sur	O	_
34	l	l	O	_
35	(	(	O	_
36	campagnes	campagne	EN	_
37	Mai	mai	IT	_
38	et	et	IT	_
39	Novembre	novembre	IT	_
40	2008	2008	ET	_
41	)	)	ET	_
42	,	,	O	_
43	avec	avec	O	_
44	une	un	O	_
45	teneur	teneur	O	_
46	en	en	O	_
47	Chlorure	chlorure	O	_
48	Vinyle	vinyle	O	_
49	(	(	O	_
50	CV	cv	O	_
51	)	)	O	_
52	inférieure	inférieur	O	_
53	au	au	O	_
54	seuil	seuil	O	_
55	de	de	O	_
56	détection	détection	O	_
57	.	.	O	_


#Compte tenu du sens découlement des eaux souterraines cette pollution ne devrait peut être pas dépassée les limites du site du côté EST; ceci n'est pas confirmé
1	Compte	compte	O	_
2	tenu	tenir	O	_
3	du	de	O	_
4	sens	sens	O	_
5	découlement	découlement	O	_
6	des	de	O	_
7	eaux	eau	O	_
8	souterraines	souterrain	O	_
9	cette	ce	BO	_
10	pollution	pollution	EO	_
11	ne	ne	BN	_
12	devrait	devoir	IN	_
13	peut	peut	IN	_
14	être	être	IN	_
15	pas	pas	IN	_
16	dépassée	dépasser	EN	_
17	les	le	O	_
18	limites	limite	O	_
19	du	de	O	_
20	site	site	O	_
21	du	de	O	_
22	côté	côté	BO	_
23	EST	est	EO	_
24	;	;	O	_
25	ceci	ceci	O	_
26	n'	n'	O	_
27	est	être	O	_
28	pas	pas	O	_
29	confirmé	confirmer	O	_


#- en limite aval hydraulique (Pz 4136X0758), vers le Nord, la teneur en Somme TCE+PCE est de l'ordre de 18/20 µg/l; une teneur en CV de 400 µg/l a été mesurée ( Mai 2008) mais non confirmée en Novembre 2008- CV:27 µg/l, ce qui reste toutefois supérieure à al norme de potabilité.
1	-	-	O	_
2	en	en	BL	_
3	limite	limite	IL	_
4	aval	aval	IL	_
5	hydraulique	hydraulique	IL	_
6	(	(	O	_
7	Pz	pz	O	_
8	4136X0758	4136x0758	O	_
9	)	)	O	_
10	,	,	O	_
11	vers	vers	BL	_
12	le	le	IL	_
13	Nord	nord	EL	_
14	,	,	O	_
15	la	le	O	_
16	teneur	teneur	O	_
17	en	en	O	_
18	Somme	somme	O	_
19	TCE+PCE	TCE+PCE	O	_
20	est	être	O	_
21	de	de	O	_
22	l'	le	O	_
23	ordre	ordre	O	_
24	de	de	O	_
25	18/20	18/20	O	_
26	µg	µg	O	_
27	/	sur	O	_
28	l	l	O	_
29	;	;	O	_
30	une	un	O	_
