
#42.0143
#Avant 1965, le site était une parcelle agricole.
1	Avant	avant	BT	_
15	fonction	fonction	IR	_
16	de	de	ER	_
17	la	le	BN	_
18	pollution	pollution	EN	_
19	du	de	O	_
20	sol	sol	O	_
21	et	et	O	_
22	du	de	O	_
23	sous	sou	O	_
24	sol	sol	O	_
25	dans	dans	O	_
26	l'	le	O	_
27	un	un	O	_
28	des	de	O	_
29	3	3	O	_
30	groupes	groupe	O	_
31	:	:	O	_


#- Les sites "banalisables" pour l'usage déclaré (actuel ou prévu) ;
1	-	-	O	_
2	Les	le	O	_
3	sites	site	O	_
4	"	"	O	_
5	banalisables	banalisable	O	_
6	"	"	O	_
7	pour	pour	O	_
8	l'	le	BN	_
9	usage	usage	IN	_
10	déclaré	déclarer	EN	_
11	(	(	O	_
12	actuel	actuel	O	_
13	ou	ou	O	_
14	prévu	prévoir	O	_
15	)	)	O	_
16	;	;	O	_


#- Les sites à surveiller ;
1	-	-	O	_
2	Les	le	O	_
3	sites	site	O	_
4	à	à	O	_
5	surveiller	surveiller	O	_
6	;	;	O	_


#- Les sites nécessitant des investigations approfondies.
1	-	-	O	_
2	Les	le	O	_
3	sites	site	O	_
4	nécessitant	nécessiter	O	_
5	des	un	O	_
6	investigations	investigation	EN	_
7	approfondies	approfondi	EN	_
8	.	.	O	_


#Après remise d'une étude trop sommaire le 08/01/2000, des sanctions administratives ont été imposées le 22/02/2000 à l'exploitant,afin qu'il complète son étude dans un délai de 3 mois.
1	Après	après	BN	_
2	remise	remise	IN	_
3	d'	de	IN	_
4	une	un	IN	_
5	étude	étude	IN	_
6	trop	trop	IN	_
7	sommaire	sommaire	EN	_
8	le	le	BT	_
9	08/01/2000	08/01/2000	IT	_
10	,	,	O	_
11	des	un	BO	_
12	sanctions	sanction	IO	_
13	administratives	administratif	EO	_
14	ont	avoir	BN	_
15	été	être	IN	_
16	imposées	imposer	EN	_
17	le	le	BT	_
18	22/02/2000	22/02/2000	ET	_
19	à	à	O	_
20	l'	le	BO	_
21	exploitant	exploitant	EO	_
22	,	,	O	_
23	afin	afin	O	_
24	qu'	que	O	_
25	il	il	O	_
26	complète	compléter	O	_
27	son	son	O	_
28	étude	étude	O	_
29	dans	dans	O	_
30	un	un	BT	_
31	délai	délai	IT	_
32	de	de	IT	_
33	3	3	IT	_
34	mois	mois	ET	_
35	.	.	O	_


#La version définitive, parvenue à l'administration en juin 2001, conclut à un classement 2 du site (site à surveiller), pour les eaux souterraines et pour le milieu sols.
1	La	le	BO	_
2	version	version	EO	_
3	définitive	définitif	EO	_
4	,	,	O	_
5	parvenue	parvenir	O	_
6	à	à	O	_
7	l'	le	BO	_
8	administration	administration	EO	_
9	en	en	BT	_
10	juin	juin	IT	_
11	2001	2001	ET	_
12	,	,	ET	_
13	conclut	conclure	BR	_
14	à	à	ER	_
15	un	un	BO	_
16	classement	classement	IO	_
17	2	2	EO	_
18	du	de	O	_
19	site	site	O	_
20	(	(	O	_
21	site	site	O	_
22	à	à	O	_
23	surveiller	surveiller	O	_
24	)	)	O	_
25	,	,	O	_
26	pour	pour	O	_
27	les	le	O	_
28	eaux	eau	O	_
29	souterraines	souterrain	O	_
30	et	et	O	_
31	pour	pour	O	_
32	le	le	O	_
33	milieu	milieu	O	_
34	sols	sol	O	_
35	.	.	O	_


#L'étude a mis en évidence une contamination des sols et de l'aquifère sur la totalité du site.
1	L'	le	O	_
2	étude	étude	O	_
3	a	avoir	O	_
4	mis	mettre	O	_
5	en	en	O	_
6	évidence	évidence	O	_
7	une	un	BN	_
8	contamination	contamination	EN	_
9	des	de	O	_
10	sols	sol	O	_
11	et	et	O	_
12	de	de	O	_
13	l'	le	O	_
14	aquifère	aquifère	O	_
15	sur	sur	O	_
16	la	le	O	_
17	totalité	totalité	O	_
18	du	de	O	_
19	site	site	O	_
20	.	.	O	_


#En effet, les analyses dans les eaux souterraines ont révélé des teneurs en hydrocarbures totaux (HCT), aromatiques et aliphatiques halogénés.
1	En	en	O	_
2	effet	effet	O	_
3	,	,	O	_
4	les	le	O	_
5	analyses	analyse	O	_
6	dans	dans	O	_
7	les	le	BO	_
8	eaux	eau	EO	_
9	souterraines	souterrain	O	_
10	ont	avoir	O	_
11	révélé	révéler	O	_
12	des	un	O	_
13	teneurs	teneur	O	_
14	en	en	O	_
15	hydrocarbures	hydrocarbure	O	_
16	totaux	total	O	_
17	(	(	O	_
18	HCT	hct	O	_
19	)	)	O	_
20	,	,	O	_
21	aromatiques	aromatique	O	_
22	et	et	O	_
23	aliphatiques	aliphatique	O	_
24	halogénés	halogéné	O	_
25	.	.	O	_


#Des sanctions administratives ont été prises le 29/03/2002 afin de compléter l'ESR, notamment sur les points suivants :
1	Des	un	BO	_
2	sanctions	sanction	IO	_
3	administratives	administratif	EO	_
4	ont	avoir	BN	_
5	été	être	IN	_
6	prises	prendre	EN	_
7	le	le	BT	_
8	29/03/2002	29/03/2002	IT	_
9	afin	afin	O	_
10	de	de	O	_
11	compléter	compléter	O	_
12	l'	le	O	_
13	ESR	esr	O	_
14	,	,	O	_
15	notamment	notamment	O	_
16	sur	sur	O	_
17	les	le	O	_
18	points	point	O	_
19	suivants	suivant	O	_
20	:	:	O	_


#- réalisation d'analyses de sol complémentaires ;
1	-	-	O	_
2	réalisation	réalisation	BN	_
3	d'	de	IN	_
4	analyses	analyse	EN	_
5	de	de	O	_
6	sol	sol	O	_
7	complémentaires	complémentaire	O	_
8	;	;	O	_


#- justification de l'implantation des piézomètres par rapport au sens d'écoulement de la nappe ;
1	-	-	O	_
2	justification	justification	O	_
3	de	de	O	_
4	l'	le	BN	_
5	implantation	implantation	EN	_
6	des	de	O	_
7	piézomètres	piézomètre	O	_
8	par	par	O	_
9	rapport	rapport	O	_
10	au	au	O	_
11	sens	sens	O	_
12	d'	de	O	_
13	écoulement	écoulement	O	_
14	de	de	O	_
15	la	le	O	_
16	nappe	nappe	O	_
17	;	;	O	_


#- prise en compte du risque lié aux émanations de vapeurs inflammables ;
1	-	-	O	_
2	prise	prise	O	_
3	en	en	O	_
4	compte	compte	O	_
5	du	de	O	_
6	risque	risque	O	_
7	lié	lier	O	_
8	aux	à	O	_
9	émanations	émanation	O	_
10	de	de	O	_
11	vapeurs	vapeur	O	_
12	inflammables	inflammable	O	_
13	;	;	O	_


#- propositions sur les suites à donner.
1	-	-	O	_
2	propositions	proposition	O	_
3	sur	sur	O	_
4	les	le	O	_
5	suites	suite	O	_
6	à	à	O	_
7	donner	donner	O	_
8	.	.	O	_


#Les compléments apportés par l'exploitant le 10/02/2003 répondent globalement aux questions de la DREAL, excepté en ce qui concerne la prise en compte du risque lié aux émanations de vapeurs inflammables.
1	Les	le	O	_
2	compléments	complément	O	_
3	apportés	apporter	O	_
4	par	par	O	_
5	l'	le	BO	_
6	exploitant	exploitant	EO	_
7	le	le	BT	_
8	10/02/2003	10/02/2003	ET	_
9	répondent	répondre	O	_
10	globalement	globalement	O	_
11	aux	à	O	_
12	questions	question	O	_
13	de	de	O	_
14	la	le	BO	_
15	DREAL	DREAL	EO	_
16	,	,	O	_
17	excepté	excepté	O	_
18	en	en	O	_
19	ce	ce	O	_
20	qui	qui	O	_
21	concerne	concerne	O	_
22	la	le	O	_
23	prise	prise	O	_
24	en	en	O	_
25	compte	compte	O	_
26	du	de	O	_
27	risque	risque	O	_
28	lié	lier	O	_
29	aux	à	O	_
30	émanations	émanation	O	_
31	de	de	O	_
32	vapeurs	vapeur	O	_
33	inflammables	inflammable	O	_
34	.	.	O	_


#Au niveau des sols :
1	Au	au	O	_
2	niveau	niveau	O	_
3	des	de	O	_
4	sols	sol	O	_
5	:	:	O	_


#14 sondages ont été réalisés (S6 à S18 et PZ4).
1	14	14	O	_
2	sondages	sondage	O	_
3	ont	avoir	O	_
4	été	être	O	_
5	réalisés	réaliser	O	_
6	(	(	O	_
7	S6	s6	O	_
8	à	à	O	_
9	S18	s18	O	_
10	et	et	O	_
11	PZ4	pz4	O	_
12	)	)	O	_
13	.	.	O	_


#Les résultats montrent :
1	Les	le	O	_
2	résultats	résultat	O	_
3	montrent	montrer	O	_
4	:	:	O	_


#- la présence de benzène dans 12 sondages jusqu'à 950 mg/kg (S14) à 3 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	benzène	benzène	O	_
6	dans	dans	O	_
7	12	12	O	_
8	sondages	sondage	O	_
9	jusqu'	jusque	O	_
10	à	à	O	_
11	950	950	O	_
12	mg	milligramme	O	_
13	/	sur	O	_
14	kg	kilogramme	O	_
15	(	(	O	_
16	S14	s14	O	_
17	)	)	O	_
18	à	à	O	_
19	3	3	O	_
20	m	m	O	_
21	de	de	O	_
22	profondeur	profondeur	O	_
23	;	;	O	_


#- la présence de toluène dans tous les sondages jusqu'à 5 600 mg/kg (S18) à 4 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	toluène	toluène	O	_
6	dans	dans	O	_
7	tous	tout	O	_
8	les	le	O	_
9	sondages	sondage	O	_
10	jusqu'	jusque	O	_
11	à	à	O	_
12	5	5	O	_
13	600	600	O	_
14	mg	milligramme	O	_
15	/	sur	O	_
16	kg	kilogramme	O	_
17	(	(	O	_
18	S18	s18	O	_
19	)	)	O	_
20	à	à	O	_
21	4	4	O	_
22	m	m	O	_
23	de	de	O	_
24	profondeur	profondeur	O	_
25	;	;	O	_


#- la présence d'éthylbenzène dans tous les sondages jusqu'à 7 600 mg/kg (S8) à 3 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	d'	de	O	_
5	éthylbenzène	éthylbenzène	O	_
6	dans	dans	O	_
7	tous	tout	O	_
8	les	le	O	_
9	sondages	sondage	O	_
10	jusqu'	jusque	O	_
11	à	à	O	_
12	7	7	O	_
13	600	600	O	_
14	mg	milligramme	O	_
15	/	sur	O	_
16	kg	kilogramme	O	_
17	(	(	O	_
18	S8	s8	O	_
19	)	)	O	_
20	à	à	O	_
21	3	3	O	_
22	m	m	O	_
23	de	de	O	_
24	profondeur	profondeur	O	_
25	;	;	O	_


#- la présence de xylène dans tous les sondages jusqu'à 25 700 mg/kg ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	xylène	xylène	O	_
6	dans	dans	O	_
7	tous	tout	O	_
8	les	le	O	_
9	sondages	sondage	O	_
10	jusqu'	jusque	O	_
11	à	à	O	_
12	25	25	O	_
13	700	700	O	_
14	mg	milligramme	O	_
15	/	sur	O	_
16	kg	kilogramme	O	_
17	;	;	O	_


#- la présence de chlorure de vinyle dans 11 sondages jusqu'à 2,9 mg/kg (S18) à 4 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	chlorure	chlorure	O	_
6	de	de	O	_
7	vinyle	vinyle	O	_
8	dans	dans	O	_
9	11	11	O	_
10	sondages	sondage	O	_
11	jusqu'	jusque	O	_
12	à	à	O	_
13	2,9	2,9	O	_
14	mg	milligramme	O	_
15	/	sur	O	_
16	kg	kilogramme	O	_
17	(	(	O	_
18	S18	s18	O	_
19	)	)	O	_
20	à	à	O	_
21	4	4	O	_
22	m	m	O	_
23	de	de	O	_
24	profondeur	profondeur	O	_
25	;	;	O	_


#- la présence de 1,1-dichloroéthylène jusqu'à 1,7 mg/kg (S18) à 4 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	1,1-dichloroéthylène	1,1-dichloroéthylène	O	_
6	jusqu'	jusque	O	_
7	à	à	O	_
8	1,7	1,7	O	_
9	mg	milligramme	O	_
10	/	sur	O	_
11	kg	kilogramme	O	_
12	(	(	O	_
13	S18	s18	O	_
14	)	)	O	_
15	à	à	O	_
16	4	4	O	_
17	m	m	O	_
18	de	de	O	_
19	profondeur	profondeur	O	_
20	;	;	O	_


#- la présence de trans-1,2-dichloroéthylène jusqu'à 0,78 mg/kg (S8) à 4 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	trans-1,2-dichloroéthylène	trans-1,2-dichloroéthylène	O	_
6	jusqu'	jusque	O	_
7	à	à	O	_
8	0,78	0,78	O	_
9	mg	milligramme	O	_
10	/	sur	O	_
11	kg	kilogramme	O	_
12	(	(	O	_
13	S8	s8	O	_
14	)	)	O	_
15	à	à	O	_
16	4	4	O	_
17	m	m	O	_
18	de	de	O	_
19	profondeur	profondeur	O	_
20	;	;	O	_


#- la présence de 1,1-dichloroéthane jusqu'à 5,3 mg/kg (S10) à 3 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	1,1-dichloroéthane	1,1-dichloroéthane	O	_
6	jusqu'	jusque	O	_
7	à	à	O	_
8	5,3	5,3	O	_
9	mg	milligramme	O	_
10	/	sur	O	_
11	kg	kilogramme	O	_
12	(	(	O	_
13	S10	s10	O	_
14	)	)	O	_
15	à	à	O	_
16	3	3	O	_
17	m	m	O	_
18	de	de	O	_
19	profondeur	profondeur	O	_
20	;	;	O	_


#- la présence de cis-1,2-dichloroéthylène à 300 mg/kg (S18) à 4 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	cis-1,2-dichloroéthylène	cis-1,2-dichloroéthylène	O	_
6	à	à	O	_
7	300	300	O	_
8	mg	milligramme	O	_
9	/	sur	O	_
10	kg	kilogramme	O	_
11	(	(	O	_
12	S18	s18	O	_
13	)	)	O	_
14	à	à	O	_
15	4	4	O	_
16	m	m	O	_
17	de	de	O	_
18	profondeur	profondeur	O	_
19	;	;	O	_


#- la présence de chloroforme à 1,1 mg/kg (S13) à 3 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	chloroforme	chloroforme	O	_
6	à	à	O	_
7	1,1	1,1	O	_
8	mg	milligramme	O	_
9	/	sur	O	_
10	kg	kilogramme	O	_
11	(	(	O	_
12	S13	s13	O	_
13	)	)	O	_
14	à	à	O	_
15	3	3	O	_
16	m	m	O	_
17	de	de	O	_
18	profondeur	profondeur	O	_
19	;	;	O	_


#- la présence de 1,1,1-trichloroéthane jusqu'à 47 mg/kg (S14) à 3 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	1,1,1-trichloroéthane	1,1,1-trichloroéthane	O	_
6	jusqu'	jusque	O	_
7	à	à	O	_
8	47	47	O	_
9	mg	milligramme	O	_
10	/	sur	O	_
11	kg	kilogramme	O	_
12	(	(	O	_
13	S14	s14	O	_
14	)	)	O	_
15	à	à	O	_
16	3	3	O	_
17	m	m	O	_
18	de	de	O	_
19	profondeur	profondeur	O	_
20	;	;	O	_


#- la présence de 1,2-dichloroéthane jusqu'à 86 mg/kg (S13) à 3 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	1,2-dichloroéthane	1,2-dichloroéthane	O	_
6	jusqu'	jusque	O	_
7	à	à	O	_
8	86	86	O	_
9	mg	milligramme	O	_
10	/	sur	O	_
11	kg	kilogramme	O	_
12	(	(	O	_
13	S13	s13	O	_
14	)	)	O	_
15	à	à	O	_
16	3	3	O	_
17	m	m	O	_
18	de	de	O	_
19	profondeur	profondeur	O	_
20	;	;	O	_


#- la présence de trichloroéthylène (TCE) jusqu'à 4,9 mg/kg (S18) à 4 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	trichloroéthylène	trichloroéthylène	O	_
6	(	(	O	_
7	TCE	tce	O	_
8	)	)	O	_
9	jusqu'	jusque	O	_
10	à	à	O	_
11	4,9	4,9	O	_
12	mg	milligramme	O	_
13	/	sur	O	_
14	kg	kilogramme	O	_
15	(	(	O	_
16	S18	s18	O	_
17	)	)	O	_
18	à	à	O	_
19	4	4	O	_
20	m	m	O	_
21	de	de	O	_
22	profondeur	profondeur	O	_
23	;	;	O	_


#- la présence de tétrachloroéthylène (PCE) jusqu'190 mg/kg (S18) à 4 m de profondeur ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	tétrachloroéthylène	tétrachloroéthylène	O	_
6	(	(	O	_
7	PCE	pce	O	_
8	)	)	O	_
9	jusqu'190	jusqu'190	O	_
10	mg	milligramme	O	_
11	/	sur	O	_
12	kg	kilogramme	O	_
13	(	(	O	_
14	S18	s18	O	_
15	)	)	O	_
16	à	à	O	_
17	4	4	O	_
18	m	m	O	_
19	de	de	O	_
20	profondeur	profondeur	O	_
21	;	;	O	_


#- la présence de HAP, notamment jusqu'1300,8 mg/kg dont 1 300 mg/kg de naphtalène (S8) ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	HAP	hap	O	_
6	,	,	O	_
7	notamment	notamment	O	_
8	jusqu'1300,8	jusqu'1300,8	O	_
9	mg	milligramme	O	_
10	/	sur	O	_
11	kg	kilogramme	O	_
12	dont	dont	O	_
13	1	1	O	_
14	300	300	O	_
15	mg	milligramme	O	_
16	/	sur	O	_
17	kg	kilogramme	O	_
18	de	de	O	_
19	naphtalène	naphtalène	O	_
20	(	(	O	_
21	S8	s8	O	_
22	)	)	O	_
23	;	;	O	_


#- la présence de phtalates jusqu'à 3 704,7 mg/kg (S14).
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	phtalates	phtalate	O	_
6	jusqu'	jusque	O	_
7	à	à	O	_
8	3	3	O	_
9	704,7	704,7	O	_
10	mg	milligramme	O	_
11	/	sur	O	_
12	kg	kilogramme	O	_
13	(	(	O	_
14	S14	s14	O	_
15	)	)	O	_
16	.	.	O	_


#Le bureau d'étude préconise :
1	Le	le	O	_
2	bureau	bureau	O	_
3	d'	de	O	_
4	étude	étude	O	_
5	préconise	préconise	O	_
6	:	:	O	_


#- de vérifier les installations potentiellement à l'origine de la contamination des sols ;
1	-	-	O	_
2	de	de	O	_
3	vérifier	vérifier	BN	_
4	les	le	BO	_
5	installations	installation	EO	_
6	potentiellement	potentiellement	O	_
7	à	à	O	_
8	l'	le	O	_
9	origine	origine	O	_
10	de	de	O	_
11	la	le	O	_
12	contamination	contamination	O	_
13	des	de	O	_
14	sols	sol	O	_
15	;	;	O	_


#- de résorber la contamination des sols par les composés organiques volatils, et de mettre en place un traitement simultané des eaux souterraines et des gaz du sol.
1	-	-	O	_
2	de	de	BN	_
3	résorber	résorber	BN	_
4	la	le	BN	_
5	contamination	contamination	EN	_
6	des	de	O	_
7	sols	sol	O	_
8	par	par	O	_
9	les	le	O	_
10	composés	composé	O	_
11	organiques	organique	O	_
12	volatils	volatil	O	_
13	,	,	O	_
14	et	et	O	_
15	de	de	BN	_
16	mettre	mettre	BN	_
17	en	en	BN	_
18	place	place	BN	_
19	un	un	IN	_
20	traitement	traitement	EN	_
21	simultané	simultané	O	_
22	des	de	O	_
23	eaux	eau	O	_
24	souterraines	souterrain	O	_
25	et	et	O	_
26	des	de	O	_
27	gaz	gaz	O	_
28	du	de	O	_
29	sol	sol	O	_
30	.	.	O	_


#En parallèle, un arrêté préfectoral relatif à la surveillance des eaux souterraines (hydrocarbures totaux, HAP, COHV, BTEX) et demandant la réalisation d'une EDR sur la santé a été prescrit à l'exploitant le 03/06/2002.
1	En	en	O	_
2	parallèle	parallèle	O	_
3	,	,	O	_
4	un	un	BO	_
5	arrêté	arrêté	IO	_
6	préfectoral	préfectoral	EO	_
7	relatif	relatif	BR	_
8	à	à	ER	_
9	la	le	BA	_
10	surveillance	surveillance	IA	_
11	des	de	IA	_
12	eaux	eau	IA	_
13	souterraines	souterrain	EA	_
14	(	(	O	_
15	hydrocarbures	hydrocarbure	O	_
16	totaux	total	O	_
17	,	,	O	_
18	HAP	hap	O	_
19	,	,	O	_
20	COHV	cohv	O	_
21	,	,	O	_
22	BTEX	BTEX	O	_
23	)	)	O	_
24	et	et	O	_
25	demandant	demander	BN	_
26	la	le	IN	_
27	réalisation	réalisation	IN	_
28	d'	de	IN	_
29	une	un	IN	_
30	EDR	edr	O	_
31	sur	sur	O	_
32	la	le	O	_
33	santé	santé	O	_
34	a	avoir	BN	_
35	été	être	IN	_
36	prescrit	prescrire	EN	_
37	à	à	EN	_
38	l'	le	BO	_
39	exploitant	exploitant	EO	_
40	le	le	BT	_
41	03/06/2002	03/06/2002	IT	_
42	.	.	O	_


#La surveillance des eaux souterraines a commencé de septembre 2002 à décembre 2009.
1	La	le	BA	_
2	surveillance	surveillance	BA	_
3	des	de	IA	_
4	eaux	eau	IA	_
5	souterraines	souterrain	EA	_
6	a	avoir	BN	_
7	commencé	commencer	EN	_
8	de	de	BT	_
9	septembre	septembre	IT	_
10	2002	2002	IT	_
11	à	à	IT	_
12	décembre	décembre	IT	_
13	2009	2009	ET	_
14	.	.	ET	_


#Au 02/12/2009, les résultats montrent :
1	Au	au	BT	_
2	02/12/2009	02/12/2009	IT	_
3	,	,	O	_
4	les	le	O	_
5	résultats	résultat	O	_
6	montrent	montrer	O	_
7	:	:	O	_


#Sur site
1	Sur	sur	O	_
2	site	site	O	_


#- la présence de flottant (1 cm) au droit de C6 ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	flottant	flottant	O	_
6	(	(	O	_
7	1	1	O	_
8	cm	cm	O	_
9	)	)	O	_
10	au	au	O	_
11	droit	droit	O	_
12	de	de	O	_
13	C6	c6	O	_
14	;	;	O	_


#- la présence de BTEX au droit de C5, C7, C3 ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	BTEX	BTEX	O	_
6	au	au	O	_
7	droit	droit	O	_
8	de	de	O	_
9	C5	c5	O	_
10	,	,	O	_
11	C7	c7	O	_
12	,	,	O	_
13	C3	c3	O	_
14	;	;	O	_


#- la présence d'HAP au droit de C7, C3 et C5 ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	d'	de	O	_
5	HAP	hap	O	_
6	au	au	O	_
7	droit	droit	O	_
8	de	de	O	_
9	C7	c7	O	_
10	,	,	O	_
11	C3	c3	O	_
12	et	et	O	_
13	C5	c5	O	_
14	;	;	O	_


#- la présence de COHV au droit de C3, C5 et C7.
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	COHV	cohv	O	_
6	au	au	O	_
7	droit	droit	O	_
8	de	de	O	_
9	C3	c3	O	_
10	,	,	O	_
11	C5	c5	O	_
12	et	et	O	_
13	C7	c7	O	_
14	.	.	O	_


#Hors site
1	Hors	hors	O	_
2	site	site	O	_


#- la présence de BTEX au droit de Labo CNR ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	BTEX	BTEX	EO	_
6	au	au	O	_
7	droit	droit	O	_
8	de	de	O	_
9	Labo	Labo	BO	_
10	CNR	CNR	EO	_
11	;	;	O	_


#- la présence d'HAP au droit de Labo CNR ;
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	d'	de	O	_
5	HAP	hap	O	_
6	au	au	O	_
7	droit	droit	O	_
8	de	de	O	_
9	Labo	labo	O	_
10	CNR	CNR	O	_
11	;	;	O	_


#- la présence de COHV au droit de Labo CNR, Drain 14 CNR et Drain 16 CNR.
1	-	-	O	_
2	la	le	O	_
3	présence	présence	O	_
4	de	de	O	_
5	COHV	COHV	BO	_
6	au	au	O	_
7	droit	droit	O	_
8	de	de	O	_
9	Labo	Labo	O	_
10	CNR	CNR	O	_
11	,	,	O	_
12	Drain	Drain	O	_
13	14	14	O	_
14	CNR	cnr	O	_
15	et	et	O	_
16	Drain	Drain	O	_
17	16	16	O	_
18	CNR	cnr	O	_
19	.	.	O	_


#Par courrier du 13/02/2004, l'exploitant a transmis à l'inspection de l'environnement une EDR sur la santé.
1	Par	par	O	_
2	courrier	courrier	O	_
3	du	de	O	_
4	13/02/2004	13/02/2004	ET	_
5	,	,	O	_
6	l'	le	BO	_
7	exploitant	exploitant	EO	_
8	a	avoir	BN	_
9	transmis	transmettre	EN	_
10	à	à	O	_
11	l'	le	BO	_
12	inspection	inspection	O	_
13	de	de	O	_
14	l'	le	O	_
15	environnement	environnement	O	_
16	une	un	O	_
17	EDR	edr	O	_
18	sur	sur	O	_
19	la	le	O	_
20	santé	santé	O	_
21	.	.	O	_


#L'EDR a pour objectif de quantifier les risques toxiques liés à une exposition chronique (par inhalation de vapeurs liées au dégazage du sous-sol) pour des personnes considérées comme cibles potentielles d'une pollution, compte tenu de l'usage futur du site.
1	L'	le	O	_
2	EDR	edr	O	_
3	a	avoir	O	_
4	pour	pour	O	_
5	objectif	objectif	O	_
6	de	de	O	_
7	quantifier	quantifier	BN	_
8	les	le	BO	_
9	risques	risque	IO	_
10	toxiques	toxique	EO	_
11	liés	lier	BR	_
12	à	à	ER	_
13	une	un	BN	_
14	exposition	exposition	IN	_
15	chronique	chronique	EN	_
16	(	(	O	_
17	par	par	O	_
18	inhalation	inhalation	BN	_
19	de	de	O	_
20	vapeurs	vapeur	O	_
21	liées	lier	O	_
22	au	au	O	_
23	dégazage	dégazage	BN	_
24	du	de	IN	_
25	sous-sol	sous-sol	EN	_
26	)	)	O	_
27	pour	pour	O	_
28	des	un	O	_
29	personnes	personne	O	_
30	considérées	considérer	O	_
31	comme	comme	O	_
32	cibles	cible	O	_
33	potentielles	potentiel	O	_
34	d'	de	O	_
35	une	un	O	_
36	pollution	pollution	O	_
37	,	,	O	_
38	compte	compte	O	_
39	tenu	tenir	O	_
40	de	de	O	_
41	l'	le	O	_
42	usage	usage	O	_
43	futur	futur	O	_
44	du	de	O	_
45	site	site	O	_
46	.	.	O	_


#L'EDR met en évidence une importante contribution du benzène, du naphtalène et du 1,2-dichloroéthane aux ERI et IR calculés ainsi qu'un risque inacceptable pour les travailleurs sur le site.
1	L'	le	O	_
2	EDR	edr	O	_
3	met	mettre	O	_
4	en	en	O	_
5	évidence	évidence	O	_
6	une	un	O	_
7	importante	important	O	_
8	contribution	contribution	O	_
9	du	de	O	_
10	benzène	benzène	O	_
11	,	,	O	_
12	du	de	O	_
13	naphtalène	naphtalène	O	_
14	et	et	O	_
15	du	de	O	_
16	1,2-dichloroéthane	1,2-dichloroéthane	O	_
17	aux	à	O	_
18	ERI	eri	O	_
19	et	et	O	_
20	IR	ir	O	_
21	calculés	calculer	O	_
22	ainsi	ainsi	O	_
23	qu'	que	O	_
24	un	un	O	_
25	risque	risque	O	_
26	inacceptable	inacceptable	O	_
27	pour	pour	O	_
28	les	le	O	_
29	travailleurs	travailleur	O	_
30	sur	sur	O	_
31	le	le	O	_
32	site	site	O	_
33	.	.	O	_


#Le bureau d'études préconise :
1	Le	le	O	_
2	bureau	bureau	O	_
3	d'	de	O	_
4	études	étude	O	_
5	préconise	préconise	O	_
6	:	:	O	_


#- l'excavation contrôlée des terres jusqu'au toit de la nappe ;
1	-	-	O	_
2	l'	le	BN	_
3	excavation	excavation	BN	_
4	contrôlée	contrôler	EN	_
5	des	de	BO	_
6	terres	terre	EO	_
7	jusqu'	jusque	O	_
8	au	au	O	_
9	toit	toit	O	_
10	de	de	O	_
11	la	le	O	_
12	nappe	nappe	O	_
13	;	;	O	_


#- le contrôle des teneurs en bordure de fouilles ;
1	-	-	O	_
2	le	le	BA	_
3	contrôle	contrôle	BA	_
4	des	de	O	_
5	teneurs	teneur	O	_
6	en	en	BL	_
7	bordure	bordure	IL	_
8	de	de	IL	_
9	fouilles	fouille	EL	_
