
#68.0023
#Dépôt entre 1959 et 1969 de résidus miniers issus de l'exploitation de la potasse.
1	Dépôt	dépôt	NOUN	BN	O	1	ROOT
14	de	de	ADP	O	O	15	mark
15	procéder	procéder	VERB	O	O	6	xcomp
16	à	à	ADP	O	O	18	case
17	l'	le	DET	BN	O	18	det
18	élimination	élimination	NOUN	EN	O	15	obl:arg
19	de	de	ADP	BO	O	22	case
20	tous	tout	ADJ	BO	O	22	amod
21	les	le	DET	IO	BU	22	det
22	produits	produit	NOUN	IO	IU	18	nmod
23	chimiques	chimique	ADJ	EO	EU	22	amod
24	encore	encore	ADV	O	O	25	advmod
25	présents	présent	ADJ	O	O	22	amod
26	sur	sur	ADP	O	O	28	case
27	le	le	DET	O	O	28	det
28	site	site	NOUN	O	O	25	obl:mod
29	.	.	PUNCT	O	O	6	punct


#L'AP du 29/03/96 a prescrit la réalisation d'un mémoire sur l'état du site et la mise en œuvre des travaux nécessaires à la dépollution, complété par les AP des 21/10/96 et 10/03/97 de mise en demeure et de consignation.
1	L'	le	DET	BO	O	2	det
2	AP	ap	NOUN	EO	O	6	nsubj
3	du	de	ADP	BT	O	4	case
4	29/03/96	29/03/96	NUM	IT	O	2	nmod
5	a	avoir	AUX	BN	O	6	aux:tense
6	prescrit	prescrire	VERB	EN	O	6	ROOT
7	la	le	DET	BN	O	8	det
8	réalisation	réalisation	NOUN	IN	O	6	obj
9	d'	de	ADP	IN	O	11	case
10	un	un	DET	O	O	11	det
11	mémoire	mémoire	NOUN	O	O	8	nmod
12	sur	sur	ADP	O	O	14	case
13	l'	le	DET	O	O	14	det
14	état	état	NOUN	O	O	11	nmod
15	du	de	ADP	O	O	16	case
16	site	site	NOUN	O	O	14	nmod
17	et	et	CCONJ	O	O	19	cc
18	la	le	DET	BN	O	19	det
19	mise	mise	NOUN	IN	O	14	conj
20	en	en	ADP	IN	O	21	case
21	œuvre	œuvre	NOUN	EN	O	19	nmod
22	des	de	ADP	BN	O	23	case
23	travaux	travail	NOUN	IN	O	19	nmod
24	nécessaires	nécessaire	ADJ	IN	O	23	amod
25	à	à	ADP	IN	O	27	case
26	la	le	DET	IN	O	27	det
27	dépollution	dépollution	NOUN	EN	O	24	obl:arg
28	,	,	PUNCT	O	O	8	punct
29	complété	compléter	VERB	O	O	8	acl
30	par	par	ADP	O	O	32	case
31	les	le	DET	BO	O	32	det
32	AP	ap	NOUN	EO	O	29	obl:agent
33	des	de	ADP	O	O	34	case
34	21/10/96	21/10/96	NOUN	IT	O	32	nmod
35	et	et	CCONJ	IT	O	36	cc
36	10/03/97	10/03/97	NOUN	ET	O	34	conj
37	de	de	ADP	O	O	38	case
38	mise	mise	NOUN	O	O	34	nmod
39	en	en	ADP	O	O	40	case
40	demeure	demeure	NOUN	O	O	38	nmod
41	et	et	CCONJ	O	O	43	cc
42	de	de	ADP	O	O	43	case
43	consignation	consignation	NOUN	O	O	38	conj
44	.	.	PUNCT	O	O	6	punct


#Par cofinancement de la commune et du conseil général, une étude des sols a délimité les zones polluées principalement par des hydrocarbures.
1	Par	par	ADP	BN	O	2	case
2	cofinancement	cofinancement	NOUN	EN	O	16	obl:mod
3	de	de	ADP	O	O	5	case
4	la	le	DET	BO	O	5	det
5	commune	commune	NOUN	EO	O	2	nmod
6	et	et	CCONJ	O	O	8	cc
7	du	de	ADP	O	O	8	case
8	conseil	conseil	NOUN	BO	BI	5	conj
9	général	général	ADJ	EO	EI	8	amod
10	,	,	PUNCT	O	O	16	punct
11	une	un	DET	BN	O	12	det
12	étude	étude	NOUN	IN	O	16	nsubj
13	des	de	ADP	IN	O	14	case
14	sols	sol	NOUN	EN	O	12	nmod
15	a	avoir	AUX	BR	O	16	aux:tense
16	délimité	délimiter	VERB	IR	O	16	ROOT
17	les	le	DET	BO	O	18	det
18	zones	zone	NOUN	EO	O	16	obj
19	polluées	polluer	VERB	EO	O	18	acl
20	principalement	principalement	ADV	O	O	23	advmod
21	par	par	ADP	O	O	23	case
22	des	un	DET	O	O	23	det
23	hydrocarbures	hydrocarbure	NOUN	EO	BS	19	obl:agent
24	.	.	PUNCT	O	O	16	punct


#Par courrier du 16/02/98, le ministère de l’Environnement a confirmé l’accord du comité de gestion pour la réalisation des mesures d’urgence pour résorber la pollution des eaux superficielles par hydrocarbures et éliminer les gravats souillés, et d’une étude de risques permettant de définir les scénarios de réhabilitation.
1	Par	par	ADP	O	O	2	case
2	courrier	courrier	NOUN	O	O	12	obl:mod
3	du	de	ADP	O	O	4	case
4	16/02/98	16/02/98	NOUN	ET	O	2	nmod
5	,	,	PUNCT	O	O	12	punct
6	le	le	DET	BO	BI	7	det
7	ministère	ministère	NOUN	IO	II	12	nsubj
8	de	de	ADP	IO	O	10	case
9	l’	l’	DET	IO	O	10	det
10	Environnement	environnement	NOUN	EO	O	7	nmod
11	a	avoir	AUX	BN	O	12	aux:tense
12	confirmé	confirmer	VERB	EN	O	12	ROOT
13	l’	l’	DET	BN	O	14	det
14	accord	accord	NOUN	EN	O	12	obj
15	du	de	ADP	BO	O	16	case
16	comité	comité	NOUN	IO	O	14	nmod
17	de	de	ADP	IO	O	18	case
18	gestion	gestion	NOUN	EO	O	16	nmod
19	pour	pour	ADP	O	O	21	case
20	la	le	DET	BN	O	21	det
21	réalisation	réalisation	NOUN	EN	O	14	nmod
22	des	de	ADP	IO	O	23	case
23	mesures	mesure	NOUN	IO	O	21	nmod
24	d’	d’	ADP	EO	O	25	case
25	urgence	urgence	NOUN	O	O	23	nmod
26	pour	pour	ADP	O	O	27	mark
27	résorber	résorber	VERB	BN	O	21	acl
28	la	le	DET	IN	O	29	det
29	pollution	pollution	NOUN	EN	O	27	obj
30	des	de	ADP	IA	O	31	case
31	eaux	eau	NOUN	IA	O	29	nmod
32	superficielles	superficiel	ADJ	EA	O	31	amod
33	par	par	ADP	O	O	34	case
34	hydrocarbures	hydrocarbure	NOUN	BO	BS	29	nmod
35	et	et	CCONJ	O	O	36	cc
36	éliminer	éliminer	VERB	O	O	27	conj
37	les	le	DET	O	O	38	det
38	gravats	gravat	NOUN	BO	O	36	obj
39	souillés	souiller	VERB	EO	O	38	acl
40	,	,	PUNCT	O	O	14	punct
41	et	et	CCONJ	O	O	44	cc
42	d’	d’	ADP	O	O	44	case
43	une	un	DET	BN	O	44	det
44	étude	étude	NOUN	IN	O	14	conj
45	de	de	ADP	IN	O	46	case
46	risques	risque	NOUN	EN	O	44	nmod
47	permettant	permettre	VERB	BR	O	44	acl
48	de	de	ADP	IR	O	49	mark
49	définir	définir	VERB	IR	O	47	xcomp
50	les	le	DET	IO	O	51	det
51	scénarios	scénario	NOUN	IO	O	49	obj
52	de	de	ADP	IO	O	53	case
53	réhabilitation	réhabilitation	NOUN	EO	O	51	nmod
54	.	.	PUNCT	O	O	12	punct


#Par AP du 28/04/98, le préfet a chargé l’ADEME de réaliser ces travaux.
1	Par	par	ADP	O	O	2	case
2	AP	ap	NOUN	O	O	9	obl:mod
3	du	de	ADP	O	O	4	case
4	28/04/98	28/04/98	NOUN	IT	O	2	nmod
5	,	,	PUNCT	O	O	9	punct
6	le	le	DET	BO	BI	7	det
7	préfet	préfet	NOUN	EO	EI	9	nsubj
8	a	avoir	AUX	BN	O	9	aux:tense
9	chargé	charger	VERB	BN	O	9	ROOT
10	l’	l’	DET	BO	O	11	det
11	ADEME	ADEME	PROPN	EO	O	9	obj
12	de	de	ADP	BN	O	13	mark
13	réaliser	réaliser	VERB	BN	O	9	xcomp
14	ces	ce	DET	BN	O	15	det
15	travaux	travail	NOUN	EN	O	13	obj
16	.	.	PUNCT	O	O	9	punct


#En raison du risque d’éboulement du mur de soutènement de l’usine et du risque de pollution de la Liepvrette, l’AP du 18/06/99 pris en urgence, a demandé à l’Ademe d’évaluer le risque d’éboulement.
1	En	en	ADP	BR	O	2	case
2	raison	raison	NOUN	O	O	32	obl:mod
3	du	de	ADP	O	O	4	case
4	risque	risque	NOUN	O	O	2	nmod
5	d’	d’	ADP	O	O	6	case
6	éboulement	éboulement	NOUN	BN	O	4	nmod
7	du	de	ADP	IN	O	8	case
8	mur	mur	NOUN	IN	O	6	nmod
9	de	de	ADP	IN	O	10	case
10	soutènement	soutènement	NOUN	EN	O	8	nmod
11	de	de	ADP	O	O	13	case
12	l’	l’	DET	BO	O	13	det
13	usine	usine	NOUN	EO	O	8	nmod
14	et	et	CCONJ	O	O	16	cc
15	du	de	ADP	O	O	16	case
16	risque	risque	NOUN	IO	O	4	conj
17	de	de	ADP	IO	O	18	case
18	pollution	pollution	NOUN	IO	O	16	nmod
19	de	de	ADP	IO	O	21	case
20	la	le	DET	IL	O	21	det
21	Liepvrette	Liepvrette	PROPN	EL	O	18	nmod
22	,	,	PUNCT	O	O	32	punct
23	l’	l’	DET	BO	O	24	det
24	AP	ap	NOUN	EO	O	32	nsubj
25	du	de	ADP	O	O	26	case
26	18/06/99	18/06/99	NOUN	IT	O	24	nmod
27	pris	prendre	VERB	O	O	24	acl
28	en	en	ADP	O	O	29	case
29	urgence	urgence	NOUN	O	O	27	obl:arg
30	,	,	PUNCT	O	O	32	punct
31	a	avoir	AUX	O	O	32	aux:tense
32	demandé	demander	VERB	O	O	32	ROOT
33	à	à	ADP	O	O	35	case
34	l’	l’	DET	BO	O	35	det
35	Ademe	Ademe	PROPN	EO	O	32	obl:arg
36	d’	d’	ADP	O	O	37	mark
37	évaluer	évaluer	VERB	O	O	32	xcomp
38	le	le	DET	O	O	39	det
39	risque	risque	NOUN	O	O	37	obj
40	d’	d’	ADP	O	O	41	case
41	éboulement	éboulement	NOUN	BN	O	39	nmod
42	.	.	PUNCT	O	O	32	punct


#Les travaux ont été réalisés.
1	Les	le	DET	BN	O	2	det
2	travaux	travail	NOUN	IN	O	5	nsubj:pass
3	ont	avoir	AUX	IN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	réalisés	réaliser	VERB	EN	O	5	ROOT
6	.	.	PUNCT	O	O	5	punct


#L’étude simplifiée des risques a été remise, permettant de définir les scénarios de dépollution en fonction des usages prévus.
1	L’	l’	DET	O	O	2	det
2	étude	étude	NOUN	BO	O	8	nsubj:pass
3	simplifiée	simplifier	ADJ	EO	O	2	amod
4	des	de	ADP	IN	O	5	case
5	risques	risque	NOUN	EN	O	2	nmod
6	a	avoir	AUX	BN	O	8	aux:tense
7	été	être	AUX	IN	O	8	aux:pass
8	remise	remettre	VERB	EN	O	8	ROOT
9	,	,	PUNCT	O	O	8	punct
10	permettant	permettre	VERB	O	O	8	advcl
11	de	de	ADP	O	O	12	mark
12	définir	définir	VERB	BN	O	10	xcomp
13	les	le	DET	BN	O	14	det
14	scénarios	scénario	NOUN	IN	O	12	obj
15	de	de	ADP	IN	O	16	case
16	dépollution	dépollution	NOUN	EN	O	14	nmod
17	en	en	ADP	BR	O	18	case
18	fonction	fonction	NOUN	IR	O	12	obl:mod
19	des	de	ADP	ER	O	20	case
20	usages	usage	NOUN	EO	O	18	nmod
21	prévus	prévoir	VERB	EO	O	20	acl
22	.	.	PUNCT	O	O	8	punct


#Le District du Val d’Argent, devenu propriétaire des terrains, a été informé des obligations qui lui incombaient et a effectué des travaux de dépollution.
1	Le	le	DET	BO	O	2	det
2	District	district	NOUN	IO	O	15	nsubj:pass
3	du	de	ADP	IO	O	4	case
4	Val	val	NOUN	EO	O	2	nmod
5	d’	d’	ADP	O	O	6	case
6	Argent	Argent	PROPN	O	O	4	nmod
7	,	,	PUNCT	O	O	2	punct
8	devenu	devenir	VERB	BT	O	2	acl
9	propriétaire	propriétaire	NOUN	EN	O	8	xcomp
10	des	de	ADP	BO	O	11	case
11	terrains	terrain	NOUN	EO	O	9	nmod
12	,	,	PUNCT	O	O	15	punct
13	a	avoir	AUX	BN	O	15	aux:tense
14	été	être	AUX	IN	O	15	aux:pass
15	informé	informer	VERB	EN	O	15	ROOT
16	des	de	ADP	BO	O	17	case
17	obligations	obligation	NOUN	EO	O	15	obl:arg
18	qui	qui	PRON	O	O	20	nsubj
19	lui	lui	PRON	O	O	20	iobj
20	incombaient	incomber	VERB	O	O	17	acl:relcl
21	et	et	CCONJ	O	O	23	cc
22	a	avoir	AUX	BN	O	23	aux:tense
23	effectué	effectuer	VERB	BN	O	20	conj
24	des	un	DET	BN	O	25	det
25	travaux	travail	NOUN	IN	O	23	obj
26	de	de	ADP	IN	O	27	case
27	dépollution	dépollution	NOUN	EN	O	25	nmod
28	.	.	PUNCT	O	O	15	punct


#Le 18/10/2004 un AP prescrivant la surveillance des eaux et la réalisation d'une EDR a été pris.
1	Le	le	DET	BT	O	2	det
2	18/10/2004	18/10/2004	NOUN	IT	O	18	obl:mod
3	un	un	DET	BO	O	4	det
4	AP	ap	NOUN	EO	O	18	nsubj:pass
5	prescrivant	prescrire	VERB	BR	O	4	acl
6	la	le	DET	BA	O	7	det
7	surveillance	surveillance	NOUN	IA	O	5	obj
8	des	de	ADP	IA	O	9	case
9	eaux	eau	NOUN	EA	O	7	nmod
10	et	et	CCONJ	O	O	12	cc
11	la	le	DET	O	O	12	det
12	réalisation	réalisation	NOUN	BN	O	7	conj
13	d'	de	ADP	IN	O	15	case
14	une	un	DET	IN	O	15	det
15	EDR	edr	NOUN	BN	O	12	nmod
16	a	avoir	AUX	BN	O	18	aux:tense
17	été	être	AUX	IN	O	18	aux:pass
18	pris	prendre	VERB	EN	O	18	ROOT
19	.	.	PUNCT	O	O	18	punct


#L'EDR a été rendue en 2005 aux services de l'inspection des installations classées.
1	L'	le	DET	BN	O	2	det
2	EDR	edr	NOUN	IN	O	5	nsubj:pass
3	a	avoir	AUX	BN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	rendue	rendre	VERB	EN	O	5	ROOT
6	en	en	ADP	BT	O	7	case
7	2005	2005	NUM	ET	O	5	obl:mod
8	aux	à	ADP	O	O	9	case
9	services	service	NOUN	O	O	5	obl:arg
10	de	de	ADP	O	O	12	case
11	l'	le	DET	BO	O	12	det
12	inspection	inspection	NOUN	IO	O	9	nmod
13	des	de	ADP	IO	O	14	case
14	installations	installation	NOUN	IO	O	12	nmod
15	classées	classer	VERB	EO	O	14	acl
16	.	.	PUNCT	O	O	5	punct


#Le site est divisé en 4 zones présentant des risques sanitaires différents.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	O	O	4	aux:pass
4	divisé	diviser	VERB	O	O	4	ROOT
5	en	en	ADP	O	O	7	case
6	4	4	NUM	BO	O	7	nummod
7	zones	zone	NOUN	EO	O	4	obl:arg
8	présentant	présenter	VERB	O	O	7	acl
9	des	un	DET	O	O	10	det
10	risques	risque	NOUN	O	O	8	obj
11	sanitaires	sanitaire	ADJ	O	O	10	amod
12	différents	différent	ADJ	O	O	10	amod
13	.	.	PUNCT	O	O	4	punct


#La zone 1 est toujours polluée par des hydrocarbures, la zone 4 nécessite des travaux de dépollution ou la mise en place de mesures constructives en cas d'usage résidentiel.
1	La	le	DET	O	O	2	det
2	zone	zone	NOUN	O	O	6	nsubj:pass
3	1	1	NUM	O	O	2	nummod
4	est	être	AUX	O	O	6	aux:pass
5	toujours	toujours	ADV	O	O	6	advmod
6	polluée	polluer	VERB	O	O	6	ROOT
7	par	par	ADP	O	O	9	case
8	des	un	DET	O	O	9	det
9	hydrocarbures	hydrocarbure	NOUN	EO	BS	6	obl:agent
10	,	,	PUNCT	O	O	6	punct
11	la	le	DET	BO	O	12	det
12	zone	zone	NOUN	EO	O	14	nsubj
13	4	4	NUM	EO	O	12	nummod
14	nécessite	nécessite	VERB	O	O	6	advcl
15	des	un	DET	BN	O	16	det
16	travaux	travail	NOUN	IN	O	14	obj
17	de	de	ADP	IN	O	18	case
18	dépollution	dépollution	NOUN	EN	O	16	nmod
19	ou	ou	CCONJ	O	O	21	cc
20	la	le	DET	BN	O	21	det
21	mise	mise	NOUN	BN	O	16	conj
22	en	en	ADP	IN	O	23	case
23	place	place	NOUN	IN	O	21	nmod
24	de	de	ADP	IN	O	25	case
25	mesures	mesure	NOUN	IN	O	21	nmod
26	constructives	constructif	ADJ	EN	O	25	amod
27	en	en	ADP	BR	O	28	case
28	cas	cas	NOUN	IR	O	25	nmod
29	d'	de	ADP	ER	O	30	case
30	usage	usage	NOUN	ER	O	28	nmod
31	résidentiel	résidentiel	ADJ	EL	O	30	amod
32	.	.	PUNCT	O	O	6	punct


#Les zones 2 et 3 ne présentent pas de risques pour l'usage résidentiel.
1	Les	le	DET	BO	O	2	det
2	zones	zone	NOUN	EO	O	7	nsubj
3	2	2	NUM	O	O	2	nummod
4	et	et	CCONJ	O	O	5	cc
5	3	3	NUM	O	O	3	conj
6	ne	ne	ADV	O	O	7	advmod
7	présentent	présenter	VERB	O	O	7	ROOT
8	pas	pas	ADV	O	O	7	advmod
9	de	de	DET	O	O	10	det
10	risques	risque	NOUN	O	O	7	obj
11	pour	pour	ADP	O	O	13	case
12	l'	le	DET	O	O	13	det
13	usage	usage	NOUN	O	O	10	nmod
14	résidentiel	résidentiel	ADJ	O	O	13	amod
15	.	.	PUNCT	O	O	7	punct


#La CCVA s'est prononcée sur les options de gestion et proposera la mise en place de mesures constructives sur les zones qui le nécessiteront.
1	La	le	DET	O	BI	2	det
2	CCVA	CCVA	PROPN	O	EI	5	nsubj
3	s'	se	PRON	O	O	5	expl:comp
4	est	être	AUX	O	O	5	aux:tense
5	prononcée	prononcer	VERB	O	O	5	ROOT
6	sur	sur	ADP	O	O	8	case
7	les	le	DET	BO	O	8	det
8	options	option	NOUN	EO	O	5	obl:arg
9	de	de	ADP	O	O	10	case
10	gestion	gestion	NOUN	O	O	8	nmod
11	et	et	CCONJ	O	O	12	cc
12	proposera	proposer	VERB	O	O	5	conj
13	la	le	DET	BN	O	14	det
14	mise	mise	NOUN	IN	O	12	obj
15	en	en	ADP	IN	O	16	case
16	place	place	NOUN	IN	O	14	nmod
17	de	de	ADP	IN	O	18	case
18	mesures	mesure	NOUN	EN	O	14	nmod
19	constructives	constructif	ADJ	EO	O	18	amod
20	sur	sur	ADP	O	O	22	case
21	les	le	DET	BO	O	22	det
22	zones	zone	NOUN	EO	O	14	nmod
23	qui	qui	PRON	O	O	25	nsubj
24	le	le	PRON	O	O	25	obj
25	nécessiteront	nécessiter	VERB	O	O	22	acl:relcl
26	.	.	PUNCT	O	O	5	punct


#Une procédure visant à instituer des servitudes d'utilité publique est envisagée sur le site.
1	Une	un	DET	BO	O	2	det
2	procédure	procédure	NOUN	EO	O	12	nsubj:pass
3	visant	viser	VERB	BR	O	2	acl
4	à	à	ADP	BN	O	5	mark
5	instituer	instituer	VERB	BN	O	3	xcomp
6	des	un	DET	BO	O	7	det
7	servitudes	servitude	NOUN	EO	O	5	obj
8	d'	de	ADP	EO	O	9	case
9	utilité	utilité	NOUN	EO	O	7	nmod
10	publique	public	ADJ	EO	O	9	amod
11	est	être	AUX	O	O	12	aux:pass
12	envisagée	envisager	VERB	O	O	12	ROOT
13	sur	sur	ADP	O	O	15	case
14	le	le	DET	O	O	15	det
15	site	site	NOUN	O	O	12	obl:mod
16	.	.	PUNCT	O	O	12	punct


#Elle interdira notamment les usages de la nappe eu égard aux concentrations en Arsenic relevées.
1	Elle	lui	PRON	O	O	2	nsubj
2	interdira	interdire	VERB	BN	O	2	ROOT
3	notamment	notamment	ADV	O	O	2	advmod
4	les	le	DET	BA	O	5	det
5	usages	usage	NOUN	IA	O	2	obj
6	de	de	ADP	O	O	8	case
7	la	le	DET	BO	O	8	det
8	nappe	nappe	NOUN	EO	O	5	nmod
9	eu	avoir	ADJ	O	O	9	ROOT
10	égard	égard	NOUN	O	O	9	fixed
11	aux	à	ADP	O	O	12	case
12	concentrations	concentration	NOUN	O	O	9	obl:arg
13	en	en	ADP	O	O	14	case
14	Arsenic	Arsenic	PROPN	O	BS	12	nmod
15	relevées	relever	VERB	O	O	12	acl
16	.	.	PUNCT	O	O	9	punct


#68.0032
#Sur cet ancien site de teinture et d’ennoblissement de matière textile de l'entreprise Baumgartner, des stocks de produits chimiques sont restés après la fermeture.
1	Sur	sur	ADP	BL	O	4	case
2	cet	ce	DET	BO	O	4	det
3	ancien	ancien	ADJ	IO	O	4	amod
4	site	site	NOUN	IO	O	24	obl:mod
5	de	de	ADP	IO	O	6	case
6	teinture	teinture	NOUN	BA	O	4	nmod
7	et	et	CCONJ	IA	O	9	cc
8	d’	d’	ADP	IA	O	9	case
9	ennoblissement	ennoblissement	NOUN	BA	O	6	conj
10	de	de	ADP	IA	O	11	case
11	matière	matière	NOUN	IA	O	6	nmod
12	textile	textile	ADJ	EA	O	11	amod
13	de	de	ADP	O	O	15	case
14	l'	le	DET	BO	O	15	det
15	entreprise	entreprise	NOUN	BO	O	4	nmod
16	Baumgartner	Baumgartner	PROPN	EO	O	15	nmod
17	,	,	PUNCT	O	O	24	punct
18	des	un	DET	BO	O	19	det
19	stocks	stock	NOUN	EO	O	24	nsubj
20	de	de	ADP	O	O	21	case
21	produits	produit	NOUN	BO	BU	19	nmod
22	chimiques	chimique	ADJ	EO	EU	21	amod
23	sont	être	AUX	BN	O	24	aux:tense
24	restés	rester	VERB	IN	O	24	ROOT
25	après	après	ADP	BT	O	27	case
26	la	le	DET	BO	O	27	det
27	fermeture	fermeture	NOUN	EO	O	24	obl:mod
28	.	.	PUNCT	O	O	24	punct


#Une pollution par des infiltrations d'hydrocarbures a été relevée.
1	Une	un	DET	BO	O	2	det
2	pollution	pollution	NOUN	IO	O	10	nsubj:pass
3	par	par	ADP	EO	O	5	case
4	des	un	DET	O	O	5	det
5	infiltrations	infiltration	NOUN	O	O	2	nmod
6	d'	de	ADP	BO	O	7	case
7	hydrocarbures	hydrocarbure	NOUN	EO	BS	5	nmod
8	a	avoir	AUX	BN	O	10	aux:tense
9	été	être	AUX	IN	O	10	aux:pass
10	relevée	relever	VERB	EN	O	10	ROOT
11	.	.	PUNCT	O	O	10	punct


#L'AP du 22/12/95 a mis en demeure le représentant des établissements Baumgartner de procéder à l'élimination de tous les produits chimiques encore présents sur le site.
1	L'	le	DET	BO	O	2	det
2	AP	ap	NOUN	EO	O	6	nsubj
3	du	de	ADP	BT	O	4	case
4	22/12/95	22/12/95	NOUN	IT	O	2	nmod
5	a	avoir	AUX	BN	O	6	aux:tense
6	mis	mettre	VERB	IN	O	6	ROOT
7	en	en	ADP	IN	O	8	case
8	demeure	demeure	NOUN	IN	O	6	obl:arg
9	le	le	DET	BO	O	10	det
10	représentant	représentant	NOUN	BO	O	6	obj
11	des	de	ADP	IO	BI	12	case
12	établissements	établissement	NOUN	IO	II	10	nmod
13	Baumgartner	Baumgartner	PROPN	EO	EI	12	nmod
14	de	de	ADP	O	O	15	mark
15	procéder	procéder	VERB	O	O	6	xcomp
16	à	à	ADP	O	O	18	case
17	l'	le	DET	BN	O	18	det
18	élimination	élimination	NOUN	EN	O	15	obl:arg
19	de	de	ADP	BO	O	22	case
20	tous	tout	ADJ	BO	O	22	amod
21	les	le	DET	IO	BU	22	det
22	produits	produit	NOUN	IO	IU	18	nmod
23	chimiques	chimique	ADJ	EO	EU	22	amod
24	encore	encore	ADV	O	O	25	advmod
25	présents	présent	ADJ	O	O	22	amod
26	sur	sur	ADP	O	O	28	case
27	le	le	DET	O	O	28	det
28	site	site	NOUN	O	O	25	obl:mod
29	.	.	PUNCT	O	O	6	punct


#L'AP du 29/03/96 a prescrit la réalisation d'un mémoire sur l'état du site et la mise en œuvre des travaux nécessaires à la dépollution, complété par les AP des 21/10/96 et 10/03/97 de mise en demeure et de consignation.
1	L'	le	DET	BO	O	2	det
2	AP	ap	NOUN	EO	O	6	nsubj
3	du	de	ADP	BT	O	4	case
4	29/03/96	29/03/96	NUM	IT	O	2	nmod
5	a	avoir	AUX	BN	O	6	aux:tense
6	prescrit	prescrire	VERB	EN	O	6	ROOT
7	la	le	DET	BN	O	8	det
8	réalisation	réalisation	NOUN	IN	O	6	obj
9	d'	de	ADP	IN	O	11	case
10	un	un	DET	O	O	11	det
11	mémoire	mémoire	NOUN	O	O	8	nmod
12	sur	sur	ADP	O	O	14	case
13	l'	le	DET	O	O	14	det
14	état	état	NOUN	O	O	11	nmod
15	du	de	ADP	O	O	16	case
16	site	site	NOUN	O	O	14	nmod
17	et	et	CCONJ	O	O	19	cc
18	la	le	DET	BN	O	19	det
19	mise	mise	NOUN	IN	O	14	conj
20	en	en	ADP	IN	O	21	case
21	œuvre	œuvre	NOUN	EN	O	19	nmod
22	des	de	ADP	BN	O	23	case
23	travaux	travail	NOUN	IN	O	19	nmod
24	nécessaires	nécessaire	ADJ	IN	O	23	amod
25	à	à	ADP	IN	O	27	case
26	la	le	DET	IN	O	27	det
27	dépollution	dépollution	NOUN	EN	O	24	obl:arg
28	,	,	PUNCT	O	O	8	punct
29	complété	compléter	VERB	O	O	8	acl
30	par	par	ADP	O	O	32	case
31	les	le	DET	BO	O	32	det
32	AP	ap	NOUN	EO	O	29	obl:agent
33	des	de	ADP	O	O	34	case
34	21/10/96	21/10/96	NOUN	IT	O	32	nmod
35	et	et	CCONJ	IT	O	36	cc
36	10/03/97	10/03/97	NOUN	ET	O	34	conj
37	de	de	ADP	O	O	38	case
38	mise	mise	NOUN	O	O	34	nmod
39	en	en	ADP	O	O	40	case
40	demeure	demeure	NOUN	O	O	38	nmod
41	et	et	CCONJ	O	O	43	cc
42	de	de	ADP	O	O	43	case
43	consignation	consignation	NOUN	O	O	38	conj
44	.	.	PUNCT	O	O	6	punct


#Par cofinancement de la commune et du conseil général, une étude des sols a délimité les zones polluées principalement par des hydrocarbures.
1	Par	par	ADP	BN	O	2	case
2	cofinancement	cofinancement	NOUN	EN	O	16	obl:mod
3	de	de	ADP	O	O	5	case
4	la	le	DET	BO	O	5	det
5	commune	commune	NOUN	EO	O	2	nmod
6	et	et	CCONJ	O	O	8	cc
7	du	de	ADP	O	O	8	case
8	conseil	conseil	NOUN	BO	BI	5	conj
9	général	général	ADJ	EO	EI	8	amod
10	,	,	PUNCT	O	O	16	punct
11	une	un	DET	BN	O	12	det
12	étude	étude	NOUN	IN	O	16	nsubj
13	des	de	ADP	IN	O	14	case
14	sols	sol	NOUN	EN	O	12	nmod
15	a	avoir	AUX	BR	O	16	aux:tense
16	délimité	délimiter	VERB	IR	O	16	ROOT
17	les	le	DET	BO	O	18	det
18	zones	zone	NOUN	EO	O	16	obj
19	polluées	polluer	VERB	EO	O	18	acl
20	principalement	principalement	ADV	O	O	23	advmod
21	par	par	ADP	O	O	23	case
22	des	un	DET	O	O	23	det
23	hydrocarbures	hydrocarbure	NOUN	EO	BS	19	obl:agent
24	.	.	PUNCT	O	O	16	punct


#Par courrier du 16/02/98, le ministère de l’Environnement a confirmé l’accord du comité de gestion pour la réalisation des mesures d’urgence pour résorber la pollution des eaux superficielles par hydrocarbures et éliminer les gravats souillés, et d’une étude de risques permettant de définir les scénarios de réhabilitation.
1	Par	par	ADP	O	O	2	case
2	courrier	courrier	NOUN	O	O	12	obl:mod
3	du	de	ADP	O	O	4	case
4	16/02/98	16/02/98	NOUN	ET	O	2	nmod
5	,	,	PUNCT	O	O	12	punct
6	le	le	DET	BO	BI	7	det
7	ministère	ministère	NOUN	IO	II	12	nsubj
8	de	de	ADP	IO	O	10	case
9	l’	l’	DET	IO	O	10	det
10	Environnement	environnement	NOUN	EO	O	7	nmod
11	a	avoir	AUX	BN	O	12	aux:tense
12	confirmé	confirmer	VERB	EN	O	12	ROOT
13	l’	l’	DET	BN	O	14	det
14	accord	accord	NOUN	EN	O	12	obj
15	du	de	ADP	BO	O	16	case
16	comité	comité	NOUN	IO	O	14	nmod
17	de	de	ADP	IO	O	18	case
