
#68.0016
#Jusqu’en 1974, l’usine PCUK (produits chimiques Ugine Kuhlmann) installée à Huningue (Haut‑Rhin), a produit un pesticide, le lindane ou γ HCH.
1	Jusqu’	jusqu’	O	_
11	un	un	O	_
12	dépôt	dépôt	BD	_
13	d'	de	O	_
14	hydrocarbures	hydrocarbure	BS	_
15	par	par	O	_
16	la	le	BI	_
17	société	société	II	_
18	WAGRAM	WAGRAM	EI	_
19	TERMINAL	TERMINAL	EI	_
20	à	à	O	_
21	Reichstett	Reichstett	O	_
22	,	,	O	_
23	suite	suite	O	_
24	à	à	O	_
25	la	le	O	_
26	demande	demande	O	_
27	de	de	O	_
28	changement	changement	O	_
29	d'	de	O	_
30	exploitant	exploitant	O	_
31	sur	sur	O	_
32	la	le	O	_
33	majeure	majeur	O	_
34	partie	partie	O	_
35	de	de	O	_
36	l'	le	O	_
37	activité	activité	O	_
38	de	de	O	_
39	stockage	stockage	O	_
40	,	,	O	_
41	ainsi	ainsi	O	_
42	maintenue	maintenir	O	_
43	,	,	O	_
44	présentée	présenter	O	_
45	par	par	O	_
46	la	le	BI	_
47	société	société	II	_
48	WAGRAM	WAGRAM	EI	_
49	TERMINAL	TERMINAL	EI	_
50	..	..	O	_


#Notification de cessation définitive d'activité de raffinage transmise par courrier de PRR en date du 31 janvier 2014.
1	Notification	notification	O	_
2	de	de	O	_
3	cessation	cessation	O	_
4	définitive	définitif	O	_
5	d'	de	O	_
6	activité	activité	O	_
7	de	de	O	_
8	raffinage	raffinage	O	_
9	transmise	transmettre	O	_
10	par	par	O	_
11	courrier	courrier	O	_
12	de	de	O	_
13	PRR	PRR	EI	_
14	en	en	O	_
15	date	date	O	_
16	du	de	O	_
17	31	31	O	_
18	janvier	janvier	O	_
19	2014	2014	O	_
20	.	.	O	_


#Arrêté préfectoral du 31 janvier 2014 fixant des prescriptions à la société PRR pour la mise en sécurité de ses installations mises à l'arrêt définitif.
1	Arrêté	arrêté	O	_
2	préfectoral	préfectoral	O	_
3	du	de	O	_
4	31	31	O	_
5	janvier	janvier	O	_
6	2014	2014	O	_
7	fixant	fixer	O	_
8	des	un	O	_
9	prescriptions	prescription	O	_
10	à	à	O	_
11	la	le	BI	_
12	société	société	II	_
13	PRR	PRR	EI	_
14	pour	pour	O	_
15	la	le	O	_
16	mise	mise	O	_
17	en	en	O	_
18	sécurité	sécurité	O	_
19	de	de	O	_
20	ses	son	O	_
21	installations	installation	O	_
22	mises	mettre	O	_
23	à	à	O	_
24	l'	le	O	_
25	arrêt	arrêt	O	_
26	définitif	définitif	O	_
27	.	.	O	_


#Le 10 février 2014, la liquidation de la société PRR est prononcée.
1	Le	le	O	_
2	10	10	O	_
3	février	février	O	_
4	2014	2014	O	_
5	,	,	O	_
6	la	le	O	_
7	liquidation	liquidation	O	_
8	de	de	O	_
9	la	le	BI	_
10	société	société	II	_
11	PRR	PRR	EI	_
12	est	être	O	_
13	prononcée	prononcer	O	_
14	.	.	O	_


#Par ordonnance déposée au greffe du TGI de Strasbourg le 30 octobre 2014, l'ensemble des biens immeubles, des équipements et ouvrages recensés sur le site  a été cédé pour un euro symbolique au profit de BF2 RHEINPARK filiale de BROWNFIELDS.
1	Par	par	O	_
2	ordonnance	ordonnance	O	_
3	déposée	déposer	O	_
4	au	au	O	_
5	greffe	greffe	O	_
6	du	de	O	_
7	TGI	TGI	O	_
8	de	de	O	_
9	Strasbourg	Strasbourg	EI	_
10	le	le	O	_
11	30	30	O	_
12	octobre	octobre	O	_
13	2014	2014	O	_
14	,	,	O	_
15	l'	le	O	_
16	ensemble	ensemble	O	_
17	des	de	O	_
18	biens	bien	O	_
19	immeubles	immeuble	O	_
20	,	,	O	_
21	des	de	O	_
22	équipements	équipement	O	_
23	et	et	O	_
24	ouvrages	ouvrage	O	_
25	recensés	recenser	O	_
26	sur	sur	O	_
27	le	le	O	_
28	site	site	O	_
29	 	 	O	_
30	a	avoir	O	_
31	été	être	O	_
32	cédé	céder	O	_
33	pour	pour	O	_
34	un	un	O	_
35	euro	euro	O	_
36	symbolique	symbolique	O	_
37	au	au	O	_
38	profit	profit	O	_
39	de	de	BI	_
40	BF2	BF2	BI	_
41	RHEINPARK	RHEINPARK	EI	_
42	filiale	filiale	BI	_
43	de	de	II	_
44	BROWNFIELDS	BROWNFIELDS	EI	_
45	.	.	O	_


#BF2 RHEINPARK a pris en charge la responsabilité de la dépollution du site à la place de l'ancien exploitant dans le cadre du dispositif réglementaire dit du "tiers demandeur".
1	BF2	BF2	EI	_
2	RHEINPARK	RHEINPARK	EI	_
3	a	avoir	O	_
4	pris	prendre	O	_
5	en	en	O	_
6	charge	charge	O	_
7	la	le	O	_
8	responsabilité	responsabilité	O	_
9	de	de	O	_
10	la	le	O	_
11	dépollution	dépollution	O	_
12	du	de	O	_
13	site	site	O	_
14	à	à	O	_
15	la	le	O	_
16	place	place	O	_
17	de	de	O	_
18	l'	le	O	_
19	ancien	ancien	O	_
20	exploitant	exploitant	O	_
21	dans	dans	O	_
22	le	le	O	_
23	cadre	cadre	O	_
24	du	de	O	_
25	dispositif	dispositif	O	_
26	réglementaire	réglementaire	O	_
27	dit	dire	O	_
28	du	de	O	_
29	"	"	O	_
30	tiers	tiers	O	_
31	demandeur	demandeur	O	_
32	"	"	O	_
33	.	.	O	_


#L'usage futur du site est prévu pour des activités industrielles légères et commerciales.
1	L'	le	O	_
2	usage	usage	O	_
3	futur	futur	O	_
4	du	de	O	_
5	site	site	O	_
6	est	être	O	_
7	prévu	prévoir	O	_
8	pour	pour	O	_
9	des	un	O	_
10	activités	activité	O	_
11	industrielles	industriel	O	_
12	légères	léger	O	_
13	et	et	O	_
14	commerciales	commercial	O	_
15	.	.	O	_


#A l'issue d'une phase d'investigation au cours de l'année 2011, les résultats ont mis en évidence un impact des activités sur les milieux sols, air du sol et eaux souterraines.
1	A	à	O	_
2	l'	le	O	_
3	issue	issue	O	_
4	d'	de	O	_
5	une	un	O	_
6	phase	phase	O	_
7	d'	de	O	_
8	investigation	investigation	O	_
9	au	au	O	_
10	cours	cours	O	_
11	de	de	O	_
12	l'	le	O	_
13	année	année	O	_
14	2011	2011	O	_
15	,	,	O	_
16	les	le	O	_
17	résultats	résultat	O	_
18	ont	avoir	O	_
19	mis	mettre	O	_
20	en	en	O	_
21	évidence	évidence	O	_
22	un	un	O	_
23	impact	impact	O	_
24	des	de	O	_
25	activités	activité	O	_
26	sur	sur	O	_
27	les	le	O	_
28	milieux	milieu	O	_
29	sols	sol	O	_
30	,	,	O	_
31	air	air	O	_
32	du	de	O	_
33	sol	sol	O	_
34	et	et	O	_
35	eaux	eau	O	_
36	souterraines	souterrain	O	_
37	.	.	O	_


#Concernant le milieu sol, il est recensé des teneurs notables à significatives plus particulièrement en :
1	Concernant	concernant	O	_
2	le	le	O	_
3	milieu	milieu	O	_
4	sol	sol	O	_
5	,	,	O	_
6	il	il	O	_
7	est	être	O	_
8	recensé	recenser	O	_
9	des	un	O	_
10	teneurs	teneur	O	_
11	notables	notable	O	_
12	à	à	O	_
13	significatives	significatif	O	_
14	plus	plus	O	_
15	particulièrement	particulièrement	O	_
16	en	en	O	_
17	:	:	O	_


#- hydrocarbures C5-C10 (1480 mg/kg près des unités de raffinage), C10-C40 (11 700mg/kg près des unités de raffinage) ;
1	-	-	O	_
2	hydrocarbures	hydrocarbure	BS	_
3	C5-C10	C5-C10	BS	_
4	(	(	O	_
5	1480	1480	O	_
6	mg	milligramme	O	_
7	/	sur	O	_
8	kg	kilogramme	O	_
9	près	près	O	_
10	des	de	O	_
11	unités	unité	O	_
12	de	de	O	_
13	raffinage	raffinage	O	_
14	)	)	O	_
15	,	,	O	_
16	C10-C40	C10-C40	BS	_
17	(	(	O	_
18	11	11	O	_
19	700mg	700mg	O	_
20	/	sur	O	_
21	kg	kilogramme	O	_
22	près	près	O	_
23	des	de	O	_
24	unités	unité	O	_
25	de	de	O	_
26	raffinage	raffinage	O	_
27	)	)	O	_
28	;	;	O	_


#- hydrocarbures aromatiques polycycliques (HAP) principalement les naphtalènes ;
1	-	-	O	_
2	hydrocarbures	hydrocarbure	BS	_
3	aromatiques	aromatique	IS	_
4	polycycliques	polycyclique	ES	_
5	(	(	O	_
6	HAP	hap	BS	_
7	)	)	O	_
8	principalement	principalement	O	_
9	les	le	BS	_
10	naphtalènes	naphtalène	BS	_
11	;	;	O	_


#- des teneurs significatives en benzène, toluène, éthylbenzène et xylènes (BTEX), principalement en benzène ;
1	-	-	O	_
2	des	un	O	_
3	teneurs	teneur	O	_
4	significatives	significatif	O	_
5	en	en	O	_
6	benzène	benzène	BS	_
7	,	,	O	_
8	toluène	toluène	BS	_
9	,	,	O	_
10	éthylbenzène	éthylbenzène	BS	_
11	et	et	O	_
12	xylènes	xylène	BS	_
13	(	(	O	_
14	BTEX	bte	BS	_
15	)	)	O	_
16	,	,	O	_
17	principalement	principalement	O	_
18	en	en	O	_
19	benzène	benzène	BS	_
20	;	;	O	_


#- certains éléments traces métaux (ETM) comme de l'arsenic, du cadmium, du nickel, du plomb, du zinc et du mercure.
1	-	-	O	_
2	certains	certain	BU	_
3	éléments	élément	IU	_
4	traces	trace	EU	_
5	métaux	métal	EU	_
6	(	(	O	_
7	ETM	etm	BS	_
8	)	)	O	_
9	comme	comme	O	_
10	de	de	O	_
11	l'	le	O	_
12	arsenic	arsenic	BS	_
13	,	,	O	_
14	du	de	O	_
15	cadmium	cadmium	BS	_
16	,	,	O	_
17	du	de	BS	_
18	nickel	nickel	BS	_
19	,	,	O	_
20	du	de	O	_
21	plomb	plomb	BS	_
22	,	,	O	_
23	du	de	O	_
24	zinc	zinc	BS	_
25	et	et	O	_
26	du	de	O	_
27	mercure	mercure	BS	_
28	.	.	O	_


#L'impact est réparti en deux compartiments :
1	L'	le	O	_
2	impact	impact	O	_
3	est	être	O	_
4	réparti	répartir	O	_
5	en	en	O	_
6	deux	deux	O	_
7	compartiments	compartiment	O	_
8	:	:	O	_


#- au sein des remblais superficiels du site (entre 0 et 2 mètres par rapport à la surface du sol) ;
1	-	-	O	_
2	au	au	O	_
3	sein	sein	O	_
4	des	de	O	_
5	remblais	remblai	O	_
6	superficiels	superficiel	O	_
7	du	de	O	_
8	site	site	O	_
9	(	(	O	_
10	entre	entre	O	_
11	0	0	O	_
12	et	et	O	_
13	2	2	O	_
14	mètres	mètre	O	_
15	par	par	O	_
16	rapport	rapport	O	_
17	à	à	O	_
18	la	le	O	_
19	surface	surface	O	_
20	du	de	O	_
21	sol	sol	O	_
22	)	)	O	_
23	;	;	O	_


#- entre 2 et 3 mètres de profondeur, jusqu'au toit de la nappe phréatique.
1	-	-	O	_
2	entre	entre	O	_
3	2	2	O	_
4	et	et	O	_
5	3	3	O	_
6	mètres	mètre	O	_
7	de	de	O	_
8	profondeur	profondeur	O	_
9	,	,	O	_
10	jusqu'	jusque	O	_
11	au	au	O	_
12	toit	toit	O	_
13	de	de	O	_
14	la	le	O	_
15	nappe	nappe	O	_
16	phréatique	phréatique	O	_
17	.	.	O	_


#Des constats organoleptiques (odeurs, couleurs) ont pu être effectués.
1	Des	un	O	_
2	constats	constat	O	_
3	organoleptiques	organoleptique	O	_
4	(	(	O	_
5	odeurs	odeur	O	_
6	,	,	O	_
7	couleurs	couleur	O	_
8	)	)	O	_
9	ont	avoir	O	_
10	pu	pouvoir	O	_
11	être	être	O	_
12	effectués	effectuer	O	_
13	.	.	O	_


#Concernant le suivi de la qualité des eaux souterraines, il révèle des teneurs significatives en :
1	Concernant	concernant	O	_
2	le	le	O	_
3	suivi	suivi	O	_
4	de	de	O	_
5	la	le	O	_
6	qualité	qualité	O	_
7	des	de	O	_
8	eaux	eau	O	_
9	souterraines	souterrain	O	_
10	,	,	O	_
11	il	il	O	_
12	révèle	révéler	O	_
13	des	un	O	_
14	teneurs	teneur	O	_
15	significatives	significatif	O	_
16	en	en	O	_
17	:	:	O	_


#- hydrocarbures C5-C10 ;
1	-	-	O	_
2	hydrocarbures	hydrocarbure	BS	_
3	C5-C10	C5-C10	BS	_
4	;	;	O	_


#- BTEX, essentiellement en benzène ;
1	-	-	O	_
2	BTEX	BTEX	BS	_
3	,	,	O	_
4	essentiellement	essentiellement	O	_
5	en	en	O	_
6	benzène	benzène	BS	_
7	;	;	O	_


#- éthyl tertio butyl éther (ETBE).
1	-	-	O	_
2	éthyl	éthyl	BS	_
3	tertio	tertio	BS	_
4	butyl	butyl	ES	_
5	éther	éther	ES	_
6	(	(	O	_
7	ETBE	etbe	BS	_
8	)	)	O	_
9	.	.	O	_


#Au cours de l'exploitation de la raffinerie des fuites d'hydrocarbures, principalement chroniques, ont été recensées entraînant une infiltration dans les sols et les eaux souterraines, avec un étalement sur le toit de la nappe sous forme de flottants.
1	Au	au	O	_
2	cours	cours	O	_
3	de	de	O	_
4	l'	le	O	_
5	exploitation	exploitation	O	_
6	de	de	O	_
7	la	le	O	_
8	raffinerie	raffinerie	O	_
9	des	de	O	_
10	fuites	fuite	O	_
11	d'	de	O	_
12	hydrocarbures	hydrocarbure	BS	_
13	,	,	O	_
14	principalement	principalement	O	_
15	chroniques	chronique	O	_
16	,	,	O	_
17	ont	avoir	O	_
18	été	être	O	_
19	recensées	recenser	O	_
20	entraînant	entraîner	O	_
21	une	un	O	_
22	infiltration	infiltration	O	_
23	dans	dans	O	_
24	les	le	O	_
25	sols	sol	O	_
26	et	et	O	_
27	les	le	O	_
28	eaux	eau	O	_
29	souterraines	souterrain	O	_
30	,	,	O	_
31	avec	avec	O	_
32	un	un	O	_
33	étalement	étalement	O	_
34	sur	sur	O	_
35	le	le	O	_
36	toit	toit	O	_
37	de	de	O	_
38	la	le	O	_
39	nappe	nappe	O	_
40	sous	sous	O	_
41	forme	forme	O	_
42	de	de	O	_
43	flottants	flottant	O	_
44	.	.	O	_


#La pollution n'est pas présente sur l'ensemble du site.
1	La	le	O	_
2	pollution	pollution	O	_
3	n'	n'	O	_
4	est	être	O	_
5	pas	pas	O	_
6	présente	présent	O	_
7	sur	sur	O	_
8	l'	le	O	_
9	ensemble	ensemble	O	_
10	du	de	O	_
11	site	site	O	_
12	.	.	O	_


#Elle est localisée sur 40 000 m² sous forme de lentilles flottantes, pouvant atteindre un mètre d'épaisseur selon les endroits.
1	Elle	lui	O	_
2	est	être	O	_
3	localisée	localiser	O	_
4	sur	sur	O	_
5	40	40	O	_
6	000	000	O	_
7	m²	m²	O	_
8	sous	sous	O	_
9	forme	forme	O	_
10	de	de	O	_
11	lentilles	lentille	BU	_
12	flottantes	flottant	EU	_
13	,	,	O	_
14	pouvant	pouvoir	O	_
15	atteindre	atteindre	O	_
16	un	un	O	_
17	mètre	mètre	O	_
18	d'	de	O	_
19	épaisseur	épaisseur	O	_
20	selon	selon	O	_
21	les	le	O	_
22	endroits	endroit	O	_
23	.	.	O	_


#Le panache de pollution est maîtrisé au moyen d'un confinement hydraulique maintenu par pompage dont le débit peut varier entre 550 et 1100 m3/h environ, au droit du puits Est (les puits Sud et Ouest étant mis à l'arrêt).
1	Le	le	O	_
2	panache	panache	O	_
3	de	de	O	_
4	pollution	pollution	O	_
5	est	être	O	_
6	maîtrisé	maîtriser	O	_
7	au	au	O	_
8	moyen	moyen	O	_
9	d'	de	O	_
10	un	un	O	_
11	confinement	confinement	O	_
12	hydraulique	hydraulique	O	_
13	maintenu	maintenir	O	_
14	par	par	O	_
15	pompage	pompage	O	_
16	dont	dont	O	_
17	le	le	O	_
18	débit	débit	O	_
19	peut	pouvoir	O	_
20	varier	varier	O	_
21	entre	entre	O	_
22	550	550	O	_
23	et	et	O	_
24	1100	1100	O	_
25	m3	m3	O	_
26	/	sur	O	_
27	h	heure	O	_
28	environ	environ	O	_
29	,	,	O	_
30	au	au	O	_
31	droit	droit	O	_
32	du	de	O	_
33	puits	puits	O	_
34	Est	est	O	_
35	(	(	O	_
36	les	le	O	_
37	puits	puits	O	_
38	Sud	Sud	O	_
39	et	et	O	_
40	Ouest	ouest	O	_
41	étant	être	O	_
42	mis	mettre	O	_
43	à	à	O	_
44	l'	le	O	_
45	arrêt	arrêt	O	_
46	)	)	O	_
47	.	.	O	_


#A terme, l'un des objectifs est de faire cesser le fonctionnement de ce puits servant à confiner ce panache.
1	A	à	O	_
2	terme	terme	O	_
3	,	,	O	_
4	l'	le	O	_
5	un	un	O	_
6	des	de	O	_
7	objectifs	objectif	O	_
8	est	être	O	_
9	de	de	O	_
10	faire	faire	O	_
11	cesser	cesser	O	_
12	le	le	O	_
13	fonctionnement	fonctionnement	O	_
14	de	de	O	_
15	ce	ce	O	_
16	puits	puits	O	_
17	servant	servir	O	_
18	à	à	O	_
19	confiner	confiner	O	_
20	ce	ce	O	_
21	panache	panache	O	_
22	.	.	O	_


#Après traitement, les eaux de pompage sont rejetées dans un bassin ou un émissaire qui va directement jusqu'au Rhin.
1	Après	après	O	_
2	traitement	traitement	O	_
3	,	,	O	_
4	les	le	O	_
5	eaux	eau	O	_
6	de	de	O	_
7	pompage	pompage	O	_
8	sont	être	O	_
9	rejetées	rejeter	O	_
10	dans	dans	O	_
11	un	un	O	_
12	bassin	bassin	O	_
13	ou	ou	O	_
14	un	un	O	_
15	émissaire	émissaire	O	_
16	qui	qui	O	_
17	va	aller	O	_
18	directement	directement	O	_
19	jusqu'	jusque	O	_
20	au	au	O	_
21	Rhin	Rhin	O	_
22	.	.	O	_


#L'arrêté préfectoral du 17 août 2016 impose à BF2 Rheinpark des travaux de dépollution ainsi que la surveillance de la nappe.
1	L'	le	O	_
2	arrêté	arrêté	O	_
3	préfectoral	préfectoral	O	_
4	du	de	O	_
5	17	17	O	_
6	août	août	O	_
7	2016	2016	O	_
8	impose	impose	O	_
9	à	à	O	_
10	BF2	BF2	BI	_
11	Rheinpark	Rheinpark	EI	_
12	des	un	O	_
13	travaux	travail	O	_
14	de	de	O	_
15	dépollution	dépollution	O	_
16	ainsi	ainsi	O	_
17	que	que	O	_
18	la	le	O	_
19	surveillance	surveillance	O	_
20	de	de	O	_
21	la	le	O	_
22	nappe	nappe	O	_
23	.	.	O	_


#A l’issue des travaux de déconstruction des installations et de stockage, les travaux de dépollution porteront sur
1	A	à	O	_
2	l’	l’	O	_
3	issue	issue	O	_
4	des	de	O	_
5	travaux	travail	O	_
6	de	de	O	_
7	déconstruction	déconstruction	O	_
8	des	de	O	_
9	installations	installation	O	_
10	et	et	O	_
11	de	de	O	_
12	stockage	stockage	O	_
13	,	,	O	_
14	les	le	O	_
15	travaux	travail	O	_
16	de	de	O	_
17	dépollution	dépollution	O	_
18	porteront	porter	O	_
19	sur	sur	O	_


#- l’excavation des sols, jusqu’à la nappe, au droit des lentilles de ﬂottants,
1	-	-	O	_
2	l’	l’	O	_
3	excavation	excavation	O	_
4	des	de	O	_
5	sols	sol	O	_
6	,	,	O	_
7	jusqu’	jusqu’	O	_
8	à	à	O	_
9	la	le	O	_
10	nappe	nappe	O	_
11	,	,	O	_
12	au	au	O	_
13	droit	droit	O	_
14	des	de	O	_
15	lentilles	lentille	O	_
16	de	de	O	_
17	ﬂottants	ﬂottant	O	_
18	,	,	O	_


#- l’écrémage des hydrocarbures surnageant ainsi mis à jour,
1	-	-	O	_
2	l’	l’	O	_
3	écrémage	écrémage	O	_
4	des	de	O	_
5	hydrocarbures	hydrocarbure	BU	_
6	surnageant	surnager	EU	_
7	ainsi	ainsi	O	_
8	mis	mettre	O	_
9	à	à	O	_
10	jour	jour	O	_
11	,	,	O	_


#- le traitement des sols pollués excavés,
1	-	-	O	_
2	le	le	O	_
3	traitement	traitement	O	_
4	des	de	O	_
5	sols	sol	O	_
6	pollués	polluer	O	_
7	excavés	excaver	O	_
8	,	,	O	_


#- le remblayage des terrains avec les sols traités, éventuellement complétés par des matériaux propres,
1	-	-	O	_
2	le	le	O	_
3	remblayage	remblayage	O	_
4	des	de	O	_
5	terrains	terrain	O	_
6	avec	avec	O	_
7	les	le	O	_
8	sols	sol	O	_
9	traités	traiter	O	_
10	,	,	O	_
11	éventuellement	éventuellement	O	_
12	complétés	compléter	O	_
13	par	par	O	_
14	des	un	O	_
15	matériaux	matériau	O	_
16	propres	propre	O	_
17	,	,	O	_


#- le pompage de conﬁnement du puits Est existant,
1	-	-	O	_
2	le	le	O	_
3	pompage	pompage	O	_
4	de	de	O	_
5	conﬁnement	conﬁnement	O	_
6	du	de	O	_
7	puits	puits	O	_
8	Est	être	O	_
9	existant	existant	O	_
10	,	,	O	_


#- le traitement des eaux de décantation lors des opérations de récupération des flottants et des eaux récupérées sur les zones de stockage momentanée des terres excavées en attente de traitement.
1	-	-	O	_
2	le	le	O	_
3	traitement	traitement	O	_
4	des	de	O	_
5	eaux	eau	O	_
6	de	de	O	_
7	décantation	décantation	O	_
8	lors	lors	O	_
9	des	de	O	_
10	opérations	opération	O	_
11	de	de	O	_
12	récupération	récupération	O	_
13	des	de	O	_
14	flottants	flottant	O	_
15	et	et	O	_
16	des	de	O	_
17	eaux	eau	O	_
18	récupérées	récupérer	O	_
19	sur	sur	O	_
20	les	le	O	_
21	zones	zone	O	_
22	de	de	O	_
23	stockage	stockage	O	_
24	momentanée	momentané	O	_
25	des	de	O	_
26	terres	terre	O	_
27	excavées	excaver	O	_
28	en	en	O	_
29	attente	attente	O	_
30	de	de	O	_
31	traitement	traitement	O	_
32	.	.	O	_


#68.0093
#TECHNOCHROME a été autorisé par arrêté préfectoral du 11 juin 1985, modifiée en 1996, à exploiter des installations de traitements de métaux (chromage, zingage, nickelage et cuivrage).
1	TECHNOCHROME	TECHNOCHROME	EI	_
2	a	avoir	O	_
3	été	être	O	_
4	autorisé	autoriser	O	_
5	par	par	O	_
6	arrêté	arrêté	O	_
7	préfectoral	préfectoral	O	_
8	du	de	O	_
9	11	11	O	_
10	juin	juin	O	_
11	1985	1985	O	_
12	,	,	O	_
13	modifiée	modifier	O	_
14	en	en	O	_
15	1996	1996	O	_
16	,	,	O	_
17	à	à	O	_
18	exploiter	exploiter	O	_
19	des	un	O	_
20	installations	installation	O	_
21	de	de	O	_
22	traitements	traitement	O	_
23	de	de	O	_
24	métaux	métal	O	_
25	(	(	O	_
26	chromage	chromage	O	_
27	,	,	O	_
28	zingage	zingage	O	_
29	,	,	O	_
30	nickelage	nickelage	BS	_
31	et	et	O	_
32	cuivrage	cuivrage	O	_
33	)	)	O	_
34	.	.	O	_


#L’entreprise a été mise en liquidation judiciaire en septembre 2005, alors que la pollution de la nappe par du chrome avait été détectée dès 2001 et après un changement d'exploitant au profit de la société ABT (en février 2005).
1	L’	l’	O	_
2	entreprise	entreprise	O	_
3	a	avoir	O	_
4	été	être	O	_
5	mise	mettre	O	_
6	en	en	O	_
7	liquidation	liquidation	O	_
8	judiciaire	judiciaire	O	_
9	en	en	O	_
10	septembre	septembre	O	_
11	2005	2005	O	_
12	,	,	O	_
13	alors	alors	O	_
14	que	que	O	_
15	la	le	O	_
16	pollution	pollution	O	_
17	de	de	O	_
18	la	le	O	_
19	nappe	nappe	O	_
20	par	par	O	_
21	du	de	BS	_
22	chrome	chrome	BS	_
23	avait	avoir	O	_
24	été	être	O	_
25	détectée	détecter	O	_
26	dès	dès	O	_
27	2001	2001	O	_
28	et	et	O	_
29	après	après	O	_
30	un	un	O	_
31	changement	changement	O	_
32	d'	de	O	_
33	exploitant	exploitant	O	_
34	au	au	O	_
35	profit	profit	O	_
36	de	de	O	_
37	la	le	BI	_
38	société	société	II	_
39	ABT	ABT	EI	_
40	(	(	O	_
41	en	en	O	_
42	février	février	O	_
43	2005	2005	O	_
44	)	)	O	_
45	.	.	O	_


#L'installation n'ayant jamais été exploitée par la société ABT (elle-même disparue depuis lors), les obligations de dépollution liées à la présence de chrome incombent au liquidateur judiciaire.
1	L'	le	O	_
2	installation	installation	O	_
3	n'	n'	O	_
4	ayant	avoir	O	_
5	jamais	jamais	O	_
6	été	être	O	_
7	exploitée	exploiter	O	_
8	par	par	O	_
9	la	le	BI	_
10	société	société	II	_
11	ABT	ABT	EI	_
12	(	(	O	_
13	elle-même	lui-même	O	_
14	disparue	disparaître	O	_
15	depuis	depuis	O	_
16	lors	lors	O	_
17	)	)	O	_
18	,	,	O	_
19	les	le	O	_
20	obligations	obligation	O	_
21	de	de	O	_
22	dépollution	dépollution	O	_
23	liées	lier	O	_
24	à	à	O	_
25	la	le	O	_
26	présence	présence	O	_
27	de	de	O	_
28	chrome	chrome	BS	_
29	incombent	incomber	O	_
30	au	au	O	_
31	liquidateur	liquidateur	O	_
32	judiciaire	judiciaire	O	_
33	.	.	O	_


#Par suite de la découverte d’une pollution de la nappe par du chrome en 2001, des mesures techniques destinées à limiter l’extension de la pollution et à stopper son alimentation avaient été prescrites en juillet 2001.
1	Par	par	O	_
2	suite	suite	O	_
3	de	de	O	_
4	la	le	O	_
5	découverte	découverte	O	_
6	d’	d’	O	_
7	une	un	O	_
8	pollution	pollution	O	_
9	de	de	O	_
10	la	le	O	_
11	nappe	nappe	O	_
12	par	par	O	_
13	du	de	O	_
14	chrome	chrome	BS	_
15	en	en	O	_
16	2001	2001	O	_
17	,	,	O	_
18	des	un	O	_
19	mesures	mesure	O	_
20	techniques	technique	O	_
21	destinées	destiner	O	_
22	à	à	O	_
23	limiter	limiter	O	_
24	l’	l’	O	_
25	extension	extension	O	_
26	de	de	O	_
27	la	le	O	_
28	pollution	pollution	O	_
29	et	et	O	_
30	à	à	O	_
31	stopper	stopper	O	_
32	son	son	O	_
33	alimentation	alimentation	O	_
34	avaient	avoir	O	_
35	été	être	O	_
36	prescrites	prescrire	O	_
37	en	en	O	_
38	juillet	juillet	O	_
39	2001	2001	O	_
40	.	.	O	_


#Des dispositions visant à évaluer l’impact de la pollution et à définir des moyens et objectifs de traitement avaient également été prises.
1	Des	un	O	_
2	dispositions	disposition	O	_
3	visant	viser	O	_
4	à	à	O	_
5	évaluer	évaluer	O	_
6	l’	l’	O	_
7	impact	impact	O	_
8	de	de	O	_
9	la	le	O	_
10	pollution	pollution	O	_
11	et	et	O	_
12	à	à	O	_
13	définir	définir	O	_
14	des	un	O	_
15	moyens	moyen	O	_
16	et	et	O	_
17	objectifs	objectif	O	_
18	de	de	O	_
19	traitement	traitement	O	_
20	avaient	avoir	O	_
21	également	également	O	_
22	été	être	O	_
23	prises	prendre	O	_
24	.	.	O	_


#En dépit de multiples rappels, la persistance d’infractions graves a finalement conduit à une pollution significative, longtemps alimentée en raison d’installations en mauvais état.
1	En	en	O	_
2	dépit	dépit	O	_
3	de	de	O	_
4	multiples	multiple	O	_
5	rappels	rappel	O	_
6	,	,	O	_
7	la	le	O	_
8	persistance	persistance	O	_
9	d’	d’	O	_
10	infractions	infraction	O	_
11	graves	grave	O	_
12	a	avoir	O	_
13	finalement	finalement	O	_
14	conduit	conduire	O	_
15	à	à	O	_
16	une	un	O	_
17	pollution	pollution	O	_
18	significative	significatif	O	_
19	,	,	O	_
20	longtemps	longtemps	O	_
21	alimentée	alimenter	O	_
22	en	en	O	_
23	raison	raison	O	_
24	d’	d’	O	_
25	installations	installation	O	_
26	en	en	O	_
27	mauvais	mauvais	O	_
28	état	état	O	_
29	.	.	O	_


#L’inaction de l’exploitant justifiait de suspendre l’activité ce qui a été finalement décidé par l’arrêté préfectoral du 25 octobre 2004.
1	L’	l’	O	_
2	inaction	inaction	O	_
3	de	de	O	_
4	l’	l’	O	_
5	exploitant	exploitant	O	_
6	justifiait	justifier	O	_
7	de	de	O	_
8	suspendre	suspendre	O	_
9	l’	l’	O	_
10	activité	activité	O	_
11	ce	ce	O	_
12	qui	qui	O	_
13	a	avoir	O	_
14	été	être	O	_
15	finalement	finalement	O	_
